ds,polygon1_id,polygon1_name,latitude1,longitude1,polygon2_id,polygon2_name,latitude2,longitude2,metric_value,metric_name
2020-03-29,680120905754069,france,47.0,2.0,1080265735511471,spain,40.0,-3.0,6684,travel counts
2020-03-29,312478709447704,portugal,38.7,-9.1833333333333,1080265735511471,spain,40.0,-3.0,1787,travel counts
2020-03-29,417158592211893,india,21.0,77.0,549126165612289,nepal,26.533333333333,86.733333333333,9402,travel counts
2020-03-29,427725857796526,paraguay,-23.266667,-58.083333,2367165386637842,brazil,-11.0,-53.0,2350,travel counts
2020-03-29,921744301497079,argentina,-34.0,-64.0,2367165386637842,brazil,-11.0,-53.0,1405,travel counts
2020-03-29,627913770953274,sweden,61.0,15.0,623759951440132,norway,61.0,8.0,1052,travel counts
2020-03-29,937148070010051,united states,40.0,-100.0,580903582315279,the bahamas,23.916667,-77.666667,3287,travel counts
2020-03-29,475814519825093,belgium,51.0,5.0,362070071076950,netherlands,52.316666666667,5.55,4532,travel counts
2020-03-29,937148070010051,united states,40.0,-100.0,2367165386637842,brazil,-11.0,-53.0,1380,travel counts
2020-03-29,312478709447704,portugal,38.7,-9.1833333333333,2367165386637842,brazil,-11.0,-53.0,1434,travel counts
2020-03-29,606189189846925,uruguay,-32.733333,-56.65,2367165386637842,brazil,-11.0,-53.0,2035,travel counts
2020-03-29,937148070010051,united states,40.0,-100.0,810648062654687,canada,56.0,-109.0,8765,travel counts
2020-03-29,793335024385721,japan,35.0,136.0,343315869635106,philippines,11.333330555556,123.01666944444,1163,travel counts
2020-03-29,1231810770328071,poland,52.0,19.0,362070071076950,netherlands,52.316666666667,5.55,1212,travel counts
2020-03-29,1317763431707213,germany,51.0,10.0,362070071076950,netherlands,52.316666666667,5.55,8457,travel counts
2020-03-29,1080265735511471,spain,40.0,-3.0,312478709447704,portugal,38.7,-9.1833333333333,2577,travel counts
2020-03-29,680120905754069,france,47.0,2.0,362070071076950,netherlands,52.316666666667,5.55,1079,travel counts
2020-03-29,2367165386637842,brazil,-11.0,-53.0,312478709447704,portugal,38.7,-9.1833333333333,1604,travel counts
2020-03-29,627913770953274,sweden,61.0,15.0,314322742593141,denmark,56.0,10.0,1327,travel counts
2020-03-29,400835317162981,croatia,45.25,15.466667,321538001884900,bosnia and herzegovina,44.0,18.0,1054,travel counts
2020-03-29,657349034710714,colombia,3.816667,-73.916667,381900512398634,ecuador,-1.4666666666667,-78.816666666667,1075,travel counts
2020-03-29,851705715169048,saudi arabia,23.716667,44.116667,343315869635106,philippines,11.333330555556,123.01666944444,3255,travel counts
2020-03-29,937148070010051,united states,40.0,-100.0,343315869635106,philippines,11.333330555556,123.01666944444,1936,travel counts
2020-03-29,597585864063467,united arab emirates,23.783333,54.0,343315869635106,philippines,11.333330555556,123.01666944444,1523,travel counts
2020-03-29,1080265735511471,spain,40.0,-3.0,680120905754069,france,47.0,2.0,5462,travel counts
2020-03-29,475814519825093,belgium,51.0,5.0,680120905754069,france,47.0,2.0,3898,travel counts
2020-03-29,417158592211893,india,21.0,77.0,1462081337261943,bhutan,27.45,90.5,3902,travel counts
2020-03-29,852597565113521,united kingdom,54.0,-2.0,1693686944068084,ireland,53.4469834801,-7.08056729059,2976,travel counts
2020-03-29,1317763431707213,germany,51.0,10.0,314322742593141,denmark,56.0,10.0,1411,travel counts
2020-03-29,343315869635106,philippines,11.333330555556,123.01666944444,851705715169048,saudi arabia,23.716667,44.116667,3457,travel counts
2020-03-29,417158592211893,india,21.0,77.0,851705715169048,saudi arabia,23.716667,44.116667,1905,travel counts
2020-03-29,427725857796526,paraguay,-23.266667,-58.083333,921744301497079,argentina,-34.0,-64.0,1279,travel counts
2020-03-29,404888597011746,luxembourg,49.77,6.13,680120905754069,france,47.0,2.0,2314,travel counts
2020-03-29,1317763431707213,germany,51.0,10.0,680120905754069,france,47.0,2.0,3914,travel counts
2020-03-29,711084376012350,vietnam,14.016666666667,107.9,793335024385721,japan,35.0,136.0,1182,travel counts
2020-03-29,343315869635106,philippines,11.333330555556,123.01666944444,793335024385721,japan,35.0,136.0,1208,travel counts
2020-03-29,425473528186094,switzerland,46.798562,8.231973,351886962112263,italy,43.0,12.0,1451,travel counts
2020-03-29,2367165386637842,brazil,-11.0,-53.0,921744301497079,argentina,-34.0,-64.0,1439,travel counts
2020-03-29,362070071076950,netherlands,52.316666666667,5.55,852597565113521,united kingdom,54.0,-2.0,1056,travel counts
2020-03-29,1693686944068084,ireland,53.4469834801,-7.08056729059,852597565113521,united kingdom,54.0,-2.0,3198,travel counts
2020-03-29,366682297538943,pakistan,29.0,69.0,597585864063467,united arab emirates,23.783333,54.0,1441,travel counts
2020-03-29,343315869635106,philippines,11.333330555556,123.01666944444,597585864063467,united arab emirates,23.783333,54.0,1474,travel counts
2020-03-29,351886962112263,italy,43.0,12.0,680120905754069,france,47.0,2.0,1518,travel counts
2020-03-29,852597565113521,united kingdom,54.0,-2.0,680120905754069,france,47.0,2.0,2510,travel counts
2020-03-29,2103842606572854,chile,-31.0,-71.0,921744301497079,argentina,-34.0,-64.0,6413,travel counts
2020-03-29,362070071076950,netherlands,52.316666666667,5.55,475814519825093,belgium,51.0,5.0,5164,travel counts
2020-03-29,1317763431707213,germany,51.0,10.0,475814519825093,belgium,51.0,5.0,1991,travel counts
2020-03-29,680120905754069,france,47.0,2.0,475814519825093,belgium,51.0,5.0,3881,travel counts
