ds,polygon1_id,polygon1_name,latitude1,longitude1,polygon2_id,polygon2_name,latitude2,longitude2,metric_value,metric_name
2020-03-01,417045315510881,czech republic,50.0,16.0,833225000389252,slovakia,49.0,20.0,8249,travel counts
2020-03-01,1317763431707213,germany,51.0,10.0,419387851957862,egypt,26.0,29.0,2661,travel counts
2020-03-01,1317763431707213,germany,51.0,10.0,833225000389252,slovakia,49.0,20.0,1304,travel counts
2020-03-01,2367165386637842,brazil,-11.0,-53.0,657349034710714,colombia,3.816667,-73.916667,1281,travel counts
2020-03-01,1231810770328071,poland,52.0,19.0,833225000389252,slovakia,49.0,20.0,3503,travel counts
2020-03-01,616857608787515,hungary,47.0,19.0,833225000389252,slovakia,49.0,20.0,5296,travel counts
2020-03-01,2282619438622633,austria,48.0,14.0,833225000389252,slovakia,49.0,20.0,4320,travel counts
2020-03-01,921744301497079,argentina,-34.0,-64.0,606189189846925,uruguay,-32.733333,-56.65,5153,travel counts
2020-03-01,2367165386637842,brazil,-11.0,-53.0,606189189846925,uruguay,-32.733333,-56.65,8159,travel counts
2020-03-01,417158592211893,india,21.0,77.0,549126165612289,nepal,26.533333333333,86.733333333333,20355,travel counts
2020-03-01,627913770953274,sweden,61.0,15.0,505239163341639,estonia,59.0,26.0,1369,travel counts
2020-03-01,827650550921642,latvia,57.0,25.0,505239163341639,estonia,59.0,26.0,1999,travel counts
2020-03-01,331955067734176,finland,64.0,26.0,505239163341639,estonia,59.0,26.0,4085,travel counts
2020-03-01,597585864063467,united arab emirates,23.783333,54.0,422079025311801,oman,20.233333,55.966667,3765,travel counts
2020-03-01,937148070010051,united states,40.0,-100.0,452507115497292,nigeria,9.0,8.0,1741,travel counts
2020-03-01,417158592211893,india,21.0,77.0,422079025311801,oman,20.233333,55.966667,1747,travel counts
2020-03-01,2247289335332676,turkey,39.0,36.0,2419372088349100,iraq,33.0,43.0,2337,travel counts
2020-03-01,827650550921642,latvia,57.0,25.0,571822773304405,lithuania,55.5,24.0,3305,travel counts
2020-03-01,1317763431707213,germany,51.0,10.0,571822773304405,lithuania,55.5,24.0,1439,travel counts
2020-03-01,1231810770328071,poland,52.0,19.0,571822773304405,lithuania,55.5,24.0,2692,travel counts
2020-03-01,401821703703677,serbia,43.95,20.933333333333,731553183908171,kosovo,42.6,20.85,2997,travel counts
2020-03-01,1317763431707213,germany,51.0,10.0,731553183908171,kosovo,42.6,20.85,1161,travel counts
2020-03-01,2272551262804931,albania,41.0,20.0,731553183908171,kosovo,42.6,20.85,1743,travel counts
2020-03-01,616857608787515,hungary,47.0,19.0,401821703703677,serbia,43.95,20.933333333333,2619,travel counts
2020-03-01,731553183908171,kosovo,42.6,20.85,401821703703677,serbia,43.95,20.933333333333,3572,travel counts
2020-03-01,400835317162981,croatia,45.25,15.466667,401821703703677,serbia,43.95,20.933333333333,1800,travel counts
2020-03-01,2230412020541290,montenegro,42.766667,19.216667,401821703703677,serbia,43.95,20.933333333333,1109,travel counts
2020-03-01,2414720828591431,romania,46.0,25.0,401821703703677,serbia,43.95,20.933333333333,1067,travel counts
2020-03-01,321538001884900,bosnia and herzegovina,44.0,18.0,401821703703677,serbia,43.95,20.933333333333,3875,travel counts
2020-03-01,407219260067826,bulgaria,42.75,25.5,401821703703677,serbia,43.95,20.933333333333,1701,travel counts
2020-03-01,475814519825093,belgium,51.0,5.0,401821703703677,serbia,43.95,20.933333333333,1298,travel counts
2020-03-01,1317763431707213,germany,51.0,10.0,401821703703677,serbia,43.95,20.933333333333,1898,travel counts
2020-03-01,2282619438622633,austria,48.0,14.0,401821703703677,serbia,43.95,20.933333333333,1222,travel counts
2020-03-01,2367165386637842,brazil,-11.0,-53.0,2103842606572854,chile,-31.0,-71.0,2014,travel counts
2020-03-01,1983580781764432,peru,-8.0,-78.0,2103842606572854,chile,-31.0,-71.0,4248,travel counts
2020-03-01,937148070010051,united states,40.0,-100.0,2103842606572854,chile,-31.0,-71.0,1189,travel counts
2020-03-01,921744301497079,argentina,-34.0,-64.0,2103842606572854,chile,-31.0,-71.0,10653,travel counts
2020-03-01,345922999375723,bolivia,-17.056869611111,-64.991228611111,2103842606572854,chile,-31.0,-71.0,1338,travel counts
2020-03-01,852597565113521,united kingdom,54.0,-2.0,810648062654687,canada,56.0,-109.0,2203,travel counts
2020-03-01,343315869635106,philippines,11.333330555556,123.01666944444,810648062654687,canada,56.0,-109.0,1397,travel counts
2020-03-01,711084376012350,vietnam,14.016666666667,107.9,642311629554632,cambodia,12.733333,105.666667,7487,travel counts
2020-03-01,1231810770328071,poland,52.0,19.0,2318708748341975,belarus,53.528333333333,28.046666666667,1147,travel counts
2020-03-01,452507115497292,nigeria,9.0,8.0,937148070010051,united states,40.0,-100.0,1844,travel counts
2020-03-01,812107562490505,trinidad and tobago,10.666666666667,-61.516666666667,937148070010051,united states,40.0,-100.0,1537,travel counts
2020-03-01,661116984348270,el salvador,13.668889,-88.866111,937148070010051,united states,40.0,-100.0,1504,travel counts
2020-03-01,1246147782210951,australia,-25.0,135.0,937148070010051,united states,40.0,-100.0,3948,travel counts
2020-03-01,597585864063467,united arab emirates,23.783333,54.0,937148070010051,united states,40.0,-100.0,1474,travel counts
2020-03-01,417158592211893,india,21.0,77.0,937148070010051,united states,40.0,-100.0,4108,travel counts
2020-03-01,657349034710714,colombia,3.816667,-73.916667,937148070010051,united states,40.0,-100.0,4326,travel counts
2020-03-01,351886962112263,italy,43.0,12.0,937148070010051,united states,40.0,-100.0,2814,travel counts
2020-03-01,580903582315279,the bahamas,23.916667,-77.666667,937148070010051,united states,40.0,-100.0,8650,travel counts
2020-03-01,1693686944068084,ireland,53.4469834801,-7.08056729059,937148070010051,united states,40.0,-100.0,1720,travel counts
2020-03-01,381900512398634,ecuador,-1.4666666666667,-78.816666666667,937148070010051,united states,40.0,-100.0,2522,travel counts
2020-03-01,463167797558589,taiwan,24.0,121.0,937148070010051,united states,40.0,-100.0,1781,travel counts
2020-03-01,1080265735511471,spain,40.0,-3.0,937148070010051,united states,40.0,-100.0,3585,travel counts
2020-03-01,343315869635106,philippines,11.333330555556,123.01666944444,937148070010051,united states,40.0,-100.0,4458,travel counts
2020-03-01,791961934510606,cayman islands,19.2774,-81.2933,937148070010051,united states,40.0,-100.0,1636,travel counts
2020-03-01,810648062654687,canada,56.0,-109.0,937148070010051,united states,40.0,-100.0,48584,travel counts
2020-03-01,414218989431133,honduras,14.633333,-86.816667,937148070010051,united states,40.0,-100.0,1762,travel counts
2020-03-01,711084376012350,vietnam,14.016666666667,107.9,937148070010051,united states,40.0,-100.0,1342,travel counts
2020-03-01,2247289335332676,turkey,39.0,36.0,937148070010051,united states,40.0,-100.0,1184,travel counts
2020-03-01,853970694951300,south korea,36.0,128.0,937148070010051,united states,40.0,-100.0,1835,travel counts
2020-03-01,1212072302300528,guatemala,15.5,-90.25,937148070010051,united states,40.0,-100.0,2169,travel counts
2020-03-01,362070071076950,netherlands,52.316666666667,5.55,937148070010051,united states,40.0,-100.0,2591,travel counts
2020-03-01,680120905754069,france,47.0,2.0,937148070010051,united states,40.0,-100.0,5025,travel counts
2020-03-01,321538001884900,bosnia and herzegovina,44.0,18.0,2282619438622633,austria,48.0,14.0,1502,travel counts
2020-03-01,425473528186094,switzerland,46.798562,8.231973,2282619438622633,austria,48.0,14.0,4412,travel counts
2020-03-01,384833669025234,slovenia,46.0,15.0,2282619438622633,austria,48.0,14.0,3089,travel counts
2020-03-01,351886962112263,italy,43.0,12.0,2282619438622633,austria,48.0,14.0,3843,travel counts
2020-03-01,362070071076950,netherlands,52.316666666667,5.55,2282619438622633,austria,48.0,14.0,3173,travel counts
2020-03-01,680120905754069,france,47.0,2.0,2282619438622633,austria,48.0,14.0,1239,travel counts
2020-03-01,417158592211893,india,21.0,77.0,366682297538943,pakistan,29.0,69.0,8306,travel counts
2020-03-01,852597565113521,united kingdom,54.0,-2.0,403586003810080,south africa,-29.0,24.0,1577,travel counts
2020-03-01,409280063187973,mozambique,-17.6,35.183333,403586003810080,south africa,-29.0,24.0,1048,travel counts
2020-03-01,1080265735511471,spain,40.0,-3.0,2248438692082669,andorra,42.558333333333,1.5552777777778,2638,travel counts
