geometry,date_time,start_polygon_id,start_polygon_name,end_polygon_id,end_polygon_name,length_km,tile_size,country,level,n_crisis,n_baseline,n_difference,percent_change,is_statistically_significant,z_score,start_lat,start_lon,end_lat,end_lon,start_quadkey,end_quadkey
"LINESTRING (-77.18994140625 39.14710064491126, -77.05810546875 39.04478398725156)",2020-04-28 1600,1109533,District 9,1109537,District 13,16.089663763877,13,US,LEVEL4,11,16.4,-5.4,-31.034482758621,0,-1.2135597524338,39.151901845592,-77.210068317901,39.044736536287,-77.048813829525,0320100320231,0320100322112
"LINESTRING (-77.18994140625 39.14710064491126, -77.05810546875 39.0789060352985)",2020-04-28 1600,1109533,District 9,1109537,District 13,13.670278348409,13,US,LEVEL4,12,11.8,0.2,1.5625,0,0.057259833431387,39.151901845592,-77.210068317901,39.044736536287,-77.048813829525,0320100320231,0320100322110
"LINESTRING (-77.18994140625 39.14710064491126, -77.10205078124999 39.01064544921052)",2020-04-28 1600,1109533,District 9,1109531,District 7,16.964096114365,13,US,LEVEL4,10,13.2,-3.2,-22.535211267606,0,-1.0550087574333,39.151901845592,-77.210068317901,38.985271791513,-77.115474840712,0320100320231,0320100322121
"LINESTRING (-77.18994140625 39.14710064491126, -77.10205078125 39.04478398725156)",2020-04-28 1600,1109533,District 9,1109528,District 4,13.673585466497,13,US,LEVEL4,13,38.6,-25.6,-64.646464646465,0,-4,39.151901845592,-77.210068317901,39.076534128621,-77.148804130669,0320100320231,0320100322103
"LINESTRING (-77.18994140625 39.14710064491126, -77.14599609375 39.11301158922029)",2020-04-28 1600,1109533,District 9,1109528,District 4,5.3606274813268,13,US,LEVEL4,16,49.8,-33.8,-66.535433070866,0,-4,39.151901845592,-77.210068317901,39.076534128621,-77.148804130669,0320100320231,0320100320322
"LINESTRING (-77.18994140625 39.14710064491126, -77.14599609375 39.14710064491126)",2020-04-28 1600,1109533,District 9,1109533,District 9,3.7896187144898,13,US,LEVEL4,22,30.6,-8.6,-27.215189873418,0,-1.4373314814995,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320231,0320100320320
"LINESTRING (-77.18994140625 39.14710064491126, -77.14599609375001 39.0789060352985)",2020-04-28 1600,1109533,District 9,1109528,District 4,8.4779472103701,13,US,LEVEL4,18,43.6,-25.6,-57.399103139013,0,-3.5230840484044,39.151901845592,-77.210068317901,39.076534128621,-77.148804130669,0320100320231,0320100322100
"LINESTRING (-77.18994140625 39.14710064491126, -77.18994140624999 39.11301158922029)",2020-04-28 1600,1109533,District 9,1109533,District 9,3.7905359966019,13,US,LEVEL4,47,133.2,-86.2,-64.232488822653,0,-4,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320231,0320100320233
"LINESTRING (-77.18994140625 39.14710064491126, -77.18994140625 39.14710064491126)",2020-04-28 1600,1109533,District 9,1109533,District 9,0,13,US,LEVEL4,3006,2315.8,690.2,29.791091160221,0,4,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320231,0320100320231
"LINESTRING (-77.18994140625 39.14710064491126, -77.18994140625 39.18117319829111)",2020-04-28 1600,1109533,District 9,1109533,District 9,3.7887010204487,13,US,LEVEL4,46,57.6,-11.6,-19.795221843003,0,-1.48158902395,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320231,0320100320213
"LINESTRING (-77.18994140625 39.14710064491126, -77.23388671875 39.11301158922029)",2020-04-28 1600,1109533,District 9,1109533,District 9,5.3606274813268,13,US,LEVEL4,15,36.4,-21.4,-57.219251336898,0,-4,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320231,0320100320232
"LINESTRING (-77.18994140625 39.14710064491126, -77.23388671875 39.14710064491126)",2020-04-28 1600,1109533,District 9,1109533,District 9,3.7896187144898,13,US,LEVEL4,32,69.6,-37.6,-53.257790368272,0,-4,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320231,0320100320230
"LINESTRING (-77.18994140625 39.14710064491126, -77.23388671875001 39.18117319829111)",2020-04-28 1600,1109533,District 9,1109533,District 9,5.3580324329401,13,US,LEVEL4,20,41.6,-21.6,-50.704225352113,0,-4,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320231,0320100320212
"LINESTRING (-77.18994140625 39.14710064491126, -77.27783203125 39.18117319829111)",2020-04-28 1600,1109533,District 9,1109526,District 2,8.4717929964493,13,US,LEVEL4,29,42.8,-13.8,-31.506849315068,0,-4,39.151901845592,-77.210068317901,39.233154965681,-77.280186390031,0320100320231,0320100320203
"LINESTRING (-77.18994140625 39.18117319829111, -77.18994140624999 39.11301158922029)",2020-04-28 1600,1109533,District 9,1109533,District 9,7.5792370170504,13,US,LEVEL4,14,48.4,-34.4,-69.635627530364,0,-4,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320213,0320100320233
"LINESTRING (-77.18994140625 39.18117319829111, -77.18994140625 39.14710064491126)",2020-04-28 1600,1109533,District 9,1109533,District 9,3.7887010204487,13,US,LEVEL4,44,87.8,-43.8,-49.324324324324,0,-4,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320213,0320100320231
"LINESTRING (-77.18994140625 39.18117319829111, -77.18994140625 39.18117319829111)",2020-04-28 1600,1109533,District 9,1109533,District 9,0,13,US,LEVEL4,1775,1076.4,698.6,64.841284573974,0,4,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320213,0320100320213
"LINESTRING (-77.18994140625 39.18117319829111, -77.23388671875 39.14710064491126)",2020-04-28 1600,1109533,District 9,1109533,District 9,5.3580324329394,13,US,LEVEL4,10,34,-24,-68.571428571429,0,-4,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320213,0320100320230
"LINESTRING (-77.18994140625 39.18117319829111, -77.23388671875001 39.18117319829111)",2020-04-28 1600,1109533,District 9,1109533,District 9,3.7877835121395,13,US,LEVEL4,12,23.4,-11.4,-46.72131147541,0,-3.8429392160405,39.151901845592,-77.210068317901,39.151901845592,-77.210068317901,0320100320213,0320100320212
"LINESTRING (-77.18994140625 39.21522924530484, -77.18994140625 39.21522924530484)",2020-04-28 1600,1109525,District 1,1109525,District 1,0,13,US,LEVEL4,101,42.4,58.6,135.02304147465,0,4,39.220310463798,-77.13466460497,39.220310463798,-77.13466460497,0320100320211,0320100320211
"LINESTRING (-77.18994140625 39.249268781922765, -77.18994140625 39.249268781922765)",2020-04-28 1600,1109536,District 12,1109536,District 12,0,13,US,LEVEL4,223,124.6,98.4,78.343949044586,0,4,39.282939657365,-77.2076414791,39.282939657365,-77.2076414791,0320100320033,0320100320033
"LINESTRING (-77.18994140625 39.28329180414046, -77.18994140625 39.28329180414046)",2020-04-28 1600,1109536,District 12,1109536,District 12,0,13,US,LEVEL4,307,206.4,100.6,48.505303760849,0,4,39.282939657365,-77.2076414791,39.282939657365,-77.2076414791,0320100320031,0320100320031
"LINESTRING (-77.18994140625 39.31729830797876, -77.18994140625 39.31729830797876)",2020-04-28 1600,1109536,District 12,1109536,District 12,0,13,US,LEVEL4,47,41.8,5.2,12.14953271028,0,1.6696193775766,39.282939657365,-77.2076414791,39.282939657365,-77.2076414791,0320100320013,0320100320013
"LINESTRING (-74.81689453125 40.195657016316716, -74.77294921875 40.22921611124274)",2020-04-28 1600,1407751,Falls,1206809,Trenton,5.2772892254655,13,US,LEVEL4,12,18,-6,-31.578947368421,0,-1.1655430348287,40.168510939548,-74.79148000224,40.223790038985,-74.76405285829,0320101031223,0320101031230
"LINESTRING (-77.18994140625 39.385261744726435, -77.18994140625 39.385261744726435)",2020-04-28 1600,1109476,District 18 Woodville,1109476,District 18 Woodville,0,13,US,LEVEL4,135,75.6,59.4,77.545691906005,0,4,39.406832628439,-77.181019280538,39.406832628439,-77.181019280538,0320100302233,0320100302233
"LINESTRING (-77.18994140625 39.41921866980341, -77.18994140625 39.41921866980341)",2020-04-28 1600,1109476,District 18 Woodville,1109476,District 18 Woodville,0,13,US,LEVEL4,25,18,7,36.842105263158,0,3.7416573867739,39.406832628439,-77.181019280538,39.406832628439,-77.181019280538,0320100302231,0320100302231
"LINESTRING (-77.18994140625 39.554880991259985, -77.18994140625 39.554880991259985)",2020-04-28 1600,1109475,District 17 Johnsville,1109475,District 17 Johnsville,0,13,US,LEVEL4,85,63.6,21.4,33.12693498452,0,2.6085924996295,39.541962980167,-77.215143790705,39.541962980167,-77.215143790705,0320100302031,0320100302031
"LINESTRING (-77.18994140625 39.588755207832264, -77.18994140625 39.588755207832264)",2020-04-28 1600,1109415,District 12 Union Bridge,1109415,District 12 Union Bridge,0,13,US,LEVEL4,17,16,1,5.8823529411765,0,0.53452248382485,39.570800037885,-77.168274691321,39.570800037885,-77.168274691321,0320100302013,0320100302013
"LINESTRING (-77.18994140625 39.859152720182266, -77.18994140625 39.859152720182266)",2020-04-28 1600,1407318,Straban,1407318,Straban,0,13,US,LEVEL4,57,62,-5,-7.9365079365079,0,-0.88388347648318,39.87642095196,-77.16861861739,39.87642095196,-77.16861861739,0320100300013,0320100300013
"LINESTRING (-77.18994140625 39.89287782707916, -77.18994140625 39.89287782707916)",2020-04-28 1600,1407318,Straban,1407318,Straban,0,13,US,LEVEL4,37,26,11,40.740740740741,0,4,39.87642095196,-77.16861861739,39.87642095196,-77.16861861739,0320100300011,0320100300011
"LINESTRING (-77.18994140625 39.92658634825569, -77.18994140625 39.92658634825569)",2020-04-28 1600,1407294,Butler,1407294,Butler,0,13,US,LEVEL4,17,11.8,5.2,40.625,0,2.5373401896662,39.925218114405,-77.236145262986,39.925218114405,-77.236145262986,0320100122233,0320100122233
"LINESTRING (-77.18994140625 39.960278280206914, -77.18994140625 39.960278280206914)",2020-04-28 1600,1407319,Tyrone,1407319,Tyrone,0,13,US,LEVEL4,22,13,9,64.285714285714,0,4,39.954378045015,-77.154924928,39.954378045015,-77.154924928,0320100122231,0320100122231
"LINESTRING (-77.18994140625 39.99395361945257, -77.18994140625 39.99395361945257)",2020-04-28 1600,1407319,Tyrone,1407319,Tyrone,0,13,US,LEVEL4,30,25,5,19.230769230769,0,1.474419561549,39.954378045015,-77.154924928,39.954378045015,-77.154924928,0320100122213,0320100122213
"LINESTRING (-77.18994140625 40.02761236253704, -77.18994140625 40.02761236253704)",2020-04-28 1600,1407307,Huntington,1407307,Huntington,0,13,US,LEVEL4,54,31.6,22.4,68.711656441718,0,4,39.997697589309,-77.141994494647,39.997697589309,-77.141994494647,0320100122211,0320100122211
"LINESTRING (-77.18994140625 40.128488980636284, -77.18994140625 40.128488980636284)",2020-04-28 1600,1408279,South Middleton,1408279,South Middleton,0,13,US,LEVEL4,218,192.8,25.2,13.003095975232,0,3.4229526970222,40.132254803332,-77.164032071163,40.132254803332,-77.164032071163,0320100122013,0320100122013
"LINESTRING (-77.18994140625 40.16208130501179, -77.18994140625 40.16208130501179)",2020-04-28 1600,1408279,South Middleton,1408279,South Middleton,0,13,US,LEVEL4,99,56.8,42.2,73.010380622837,0,4,40.132254803332,-77.164032071163,40.132254803332,-77.164032071163,0320100122011,0320100122011
"LINESTRING (-74.81689453125 40.195657016316716, -74.81689453125 40.16208130501179)",2020-04-28 1600,1407751,Falls,1407751,Falls,3.7334546156571,13,US,LEVEL4,12,16.6,-4.6,-26.136363636364,0,-1.2857390870624,40.168510939548,-74.79148000224,40.168510939548,-74.79148000224,0320101031223,0320101033001
"LINESTRING (-77.18994140625 40.195657016316716, -77.14599609375 40.195657016316716)",2020-04-28 1600,1408254,Carlisle,1408279,South Middleton,3.732530968809,13,US,LEVEL4,12,19,-7,-35,0,-1.870828693387,40.199889635911,-77.204096779323,40.132254803332,-77.164032071163,0320100120233,0320100120322
"LINESTRING (-77.18994140625 40.195657016316716, -77.14599609375001 40.22921611124274)",2020-04-28 1600,1408254,Carlisle,1408265,Middlesex,5.277289225464,13,US,LEVEL4,10,18.2,-8.2,-42.708333333333,0,-1.492142776756,40.199889635911,-77.204096779323,40.250047279981,-77.13549680333,0320100120233,0320100120320
"LINESTRING (-74.81689453125 40.195657016316716, -74.81689453125 40.195657016316716)",2020-04-28 1600,1407751,Falls,1407751,Falls,0,13,US,LEVEL4,836,562.2,273.8,48.615056818182,0,4,40.168510939548,-74.79148000224,40.168510939548,-74.79148000224,0320101031223,0320101031223
"LINESTRING (-77.18994140625 40.195657016316716, -77.18994140625 40.195657016316716)",2020-04-28 1600,1408254,Carlisle,1408254,Carlisle,0,13,US,LEVEL4,1196,1152.2,43.8,3.7981269510926,0,1.1509589620169,40.199889635911,-77.204096779323,40.199889635911,-77.204096779323,0320100120233,0320100120233
"LINESTRING (-77.18994140625 40.195657016316716, -77.18994140625 40.22921611124274)",2020-04-28 1600,1408254,Carlisle,1408271,North Middleton,3.7316069557241,13,US,LEVEL4,24,30,-6,-19.354838709677,0,-1.6035674514745,40.199889635911,-77.204096779323,40.246194631356,-77.216698205178,0320100120233,0320100120231
"LINESTRING (-77.18994140625 40.195657016316716, -77.23388671875 40.195657016316716)",2020-04-28 1600,1408254,Carlisle,1408254,Carlisle,3.732530968809,13,US,LEVEL4,38,53.6,-15.6,-28.571428571429,0,-1.7629651094141,40.199889635911,-77.204096779323,40.199889635911,-77.204096779323,0320100120233,0320100120232
"LINESTRING (-77.18994140625 40.22921611124274, -77.18994140625 40.195657016316716)",2020-04-28 1600,1408271,North Middleton,1408254,Carlisle,3.7316069557241,13,US,LEVEL4,18,39.8,-21.8,-53.43137254902,0,-4,40.246194631356,-77.216698205178,40.199889635911,-77.204096779323,0320100120231,0320100120233
"LINESTRING (-77.18994140625 40.22921611124274, -77.18994140625 40.22921611124274)",2020-04-28 1600,1408271,North Middleton,1408271,North Middleton,0,13,US,LEVEL4,497,342.8,154.2,44.851657940663,0,4,40.246194631356,-77.216698205178,40.246194631356,-77.216698205178,0320100120231,0320100120231
"LINESTRING (-77.18994140625 40.22921611124274, -77.23388671875 40.195657016316716)",2020-04-28 1600,1408271,North Middleton,1408254,Carlisle,5.2772892254657,13,US,LEVEL4,13,15.8,-2.8,-16.666666666667,0,-1.3662601021279,40.246194631356,-77.216698205178,40.199889635911,-77.204096779323,0320100120231,0320100120232
"LINESTRING (-77.18994140625 40.26275858650597, -77.18994140625 40.26275858650597)",2020-04-28 1600,1408271,North Middleton,1408271,North Middleton,0,13,US,LEVEL4,162,86.8,75.2,85.649202733485,0,4,40.246194631356,-77.216698205178,40.246194631356,-77.216698205178,0320100120213,0320100120213
"LINESTRING (-77.18994140625 40.296284438846904, -77.18994140625 40.296284438846904)",2020-04-28 1600,1409256,Carroll,1409256,Carroll,0,13,US,LEVEL4,21,12.2,8.8,66.666666666667,0,4,40.336281219754,-77.173714017532,40.336281219754,-77.173714017532,0320100120211,0320100120211
"LINESTRING (-77.18994140625 40.39676222610689, -77.18994140625 40.39676222610689)",2020-04-28 1600,1409257,Centre,1409257,Centre,0,13,US,LEVEL4,48,36.2,11.8,31.720430107527,0,1.9091951649872,40.418842279166,-77.197402570284,40.418842279166,-77.197402570284,0320100120013,0320100120013
"LINESTRING (-77.18994140625001 37.42252390122375, -77.18994140625001 37.42252390122375)",2020-04-28 1600,1424612,District 1,1424612,District 1,0,13,US,LEVEL4,30,25.4,4.6,17.424242424242,0,0.91452918836068,37.383023614645,-77.193770949152,37.383023614645,-77.193770949152,0320102302011,0320102302011
"LINESTRING (-77.18994140625001 38.736944009216884, -77.14599609374999 38.77121431543851)",2020-04-28 1600,1424676,Mount Vernon,1424674,Lee,5.3891297859001,13,US,LEVEL4,16,17.8,-1.8,-9.5744680851064,0,-0.46169025843832,38.699934744263,-77.16147069516,38.766509640153,-77.143408332803,0320102100031,0320102100102
"LINESTRING (-77.18994140625001 38.736944009216884, -77.18994140625 38.77121431543851)",2020-04-28 1600,1424676,Mount Vernon,1424674,Lee,3.8106901676972,13,US,LEVEL4,21,38.2,-17.2,-43.877551020408,0,-2.1635648033345,38.699934744263,-77.16147069516,38.766509640153,-77.143408332803,0320102100031,0320102100013
"LINESTRING (-77.18994140625001 38.736944009216884, -77.18994140625001 38.736944009216884)",2020-04-28 1600,1424676,Mount Vernon,1424676,Mount Vernon,0,13,US,LEVEL4,686,620.8,65.2,10.485686715986,0,2.5961882512377,38.699934744263,-77.16147069516,38.699934744263,-77.16147069516,0320102100031,0320102100031
"LINESTRING (-77.18994140625001 38.736944009216884, -77.23388671875 38.736944009216884)",2020-04-28 1600,1424676,Mount Vernon,1424676,Mount Vernon,3.811605055151,13,US,LEVEL4,11,10.2,0.8,7.1428571428571,0,0.20865621238292,38.699934744263,-77.16147069516,38.699934744263,-77.16147069516,0320102100031,0320102100030
"LINESTRING (-77.18994140625001 38.736944009216884, -77.27783203125 38.63403439811461)",2020-04-28 1600,1424676,Mount Vernon,1424950,Woodbridge,13.752827702796,13,US,LEVEL4,11,15.2,-4.2,-25.925925925926,0,-1.9373155368607,38.699934744263,-77.16147069516,38.613918691224,-77.262933704311,0320102100031,0320102100203
"LINESTRING (-77.18994140625001 38.736944009216884, -77.32177734375 38.63403439811461)",2020-04-28 1600,1424676,Mount Vernon,1424948,Neabsco,16.182907862352,13,US,LEVEL4,18,11.2,6.8,55.737704918033,0,4,38.699934744263,-77.16147069516,38.639758131987,-77.326521009114,0320102100031,0320102100202
"LINESTRING (-77.18994140625001 38.942318919797366, -77.18994140625 38.90813093681449)",2020-04-28 1600,1424672,Dranesville,1424672,Dranesville,3.8015362268354,13,US,LEVEL4,26,21,5,22.727272727273,0,1.2309149097933,38.975441252661,-77.265805172311,38.975441252661,-77.265805172311,0320100322211,0320100322213
"LINESTRING (-77.18994140625001 38.942318919797366, -77.18994140625001 38.942318919797366)",2020-04-28 1600,1424672,Dranesville,1424672,Dranesville,0,13,US,LEVEL4,531,454.6,76.4,16.769095697981,0,3.333417093941,38.975441252661,-77.265805172311,38.975441252661,-77.265805172311,0320100322211,0320100322211
"LINESTRING (-77.18994140625001 38.942318919797366, -77.23388671874999 38.90813093681449)",2020-04-28 1600,1424672,Dranesville,1424677,Providence,5.3761841574544,13,US,LEVEL4,10,32.6,-22.6,-67.261904761905,0,-4,38.975441252661,-77.265805172311,38.881789769884,-77.254318041781,0320100322211,0320100322212
"LINESTRING (-77.18994140625001 39.0789060352985, -77.14599609375001 39.0789060352985)",2020-04-28 1600,1109528,District 4,1109528,District 4,3.7932877594678,13,US,LEVEL4,12,16.2,-4.2,-24.418604651163,0,-1.0599843767626,39.076534128621,-77.148804130669,39.076534128621,-77.148804130669,0320100322011,0320100322100
"LINESTRING (-77.18994140625001 39.0789060352985, -77.18994140624999 39.11301158922029)",2020-04-28 1600,1109528,District 4,1109533,District 9,3.7923705190482,13,US,LEVEL4,10,34.8,-24.8,-69.27374301676,0,-3.9360121234275,39.076534128621,-77.148804130669,39.151901845592,-77.210068317901,0320100322011,0320100320233
"LINESTRING (-77.18994140625001 39.0789060352985, -77.18994140625001 39.0789060352985)",2020-04-28 1600,1109528,District 4,1109528,District 4,0,13,US,LEVEL4,541,356,185,51.820728291317,0,4,39.076534128621,-77.148804130669,39.076534128621,-77.148804130669,0320100322011,0320100322011
"LINESTRING (-77.18994140625001 39.35128828948367, -77.18994140625001 39.35128828948367)",2020-04-28 1600,1109476,District 18 Woodville,1109476,District 18 Woodville,0,13,US,LEVEL4,132,83,49,58.333333333333,0,4,39.406832628439,-77.181019280538,39.406832628439,-77.181019280538,0320100320011,0320100320011
"LINESTRING (-77.18994140625001 39.79165276337068, -77.18994140625001 39.79165276337068)",2020-04-28 1600,1407313,Mount Joy,1407313,Mount Joy,0,13,US,LEVEL4,73,51.8,21.2,40.151515151515,0,2.6773311474984,39.763326745806,-77.178427387655,39.763326745806,-77.178427387655,0320100300033,0320100300033
"LINESTRING (-77.18994140625001 40.32979366503048, -77.18994140625001 40.32979366503048)",2020-04-28 1600,1409256,Carroll,1409256,Carroll,0,13,US,LEVEL4,81,67.8,13.2,19.186046511628,0,2.8668568022363,40.336281219754,-77.173714017532,40.336281219754,-77.173714017532,0320100120033,0320100120033
"LINESTRING (-77.18994140625001 40.363286261845936, -77.18994140625001 40.363286261845936)",2020-04-28 1600,1409256,Carroll,1409256,Carroll,0,13,US,LEVEL4,27,22.8,4.2,17.647058823529,0,1.3150710112788,40.336281219754,-77.173714017532,40.336281219754,-77.173714017532,0320100120031,0320100120031
"LINESTRING (-77.23388671874999 37.28279261848151, -77.23388671874999 37.28279261848151)",2020-04-28 1600,1424939,Bland,1424939,Bland,0,13,US,LEVEL4,16,14.2,1.8,11.842105263158,0,0.61025715325873,37.262809588447,-77.282467354366,37.262809588447,-77.282467354366,0320102302210,0320102302210
"LINESTRING (-77.23388671874999 37.42252390122375, -77.23388671874999 37.42252390122375)",2020-04-28 1600,1424763,Varina,1424763,Varina,0,13,US,LEVEL4,19,11.6,7.4,58.730158730159,0,1.9568777757874,37.466287890891,-77.30740488839,37.466287890891,-77.30740488839,0320102302010,0320102302010
"LINESTRING (-77.23388671874999 37.56199491714711, -77.23388671874999 37.56199491714711)",2020-04-28 1600,1424754,Cold Harbor,1424754,Cold Harbor,0,13,US,LEVEL4,41,19.8,21.2,101.92307692308,0,4,37.608788001421,-77.228217749527,37.608788001421,-77.228217749527,0320102300210,0320102300210
"LINESTRING (-77.23388671874999 37.59682196443127, -77.23388671874999 37.59682196443127)",2020-04-28 1600,1424754,Cold Harbor,1424754,Cold Harbor,0,13,US,LEVEL4,35,23.2,11.8,48.760330578512,0,3.2478431071228,37.608788001421,-77.228217749527,37.608788001421,-77.228217749527,0320102300032,0320102300032
"LINESTRING (-77.23388671874999 38.839705555460355, -77.18994140625 38.839705555460355)",2020-04-28 1600,1424675,Mason,1424675,Mason,3.8061148433156,13,US,LEVEL4,11,38.2,-27.2,-69.387755102041,0,-4,38.836775660224,-77.172624132363,38.836775660224,-77.172624132363,0320100322232,0320100322233
"LINESTRING (-77.23388671874999 38.839705555460355, -77.18994140625 38.87392648061604)",2020-04-28 1600,1424675,Mason,1424677,Providence,5.381364433834,13,US,LEVEL4,13,23.2,-10.2,-42.148760330579,0,-2.6162447978171,38.836775660224,-77.172624132363,38.881789769884,-77.254318041781,0320100322232,0320100322231
"LINESTRING (-77.23388671874999 38.839705555460355, -77.23388671874999 38.839705555460355)",2020-04-28 1600,1424675,Mason,1424675,Mason,0,13,US,LEVEL4,1130,726.4,403.6,55.485290074237,0,4,38.836775660224,-77.172624132363,38.836775660224,-77.172624132363,0320100322232,0320100322232
"LINESTRING (-77.23388671874999 38.839705555460355, -77.23388671875001 38.87392648061604)",2020-04-28 1600,1424675,Mason,1424677,Providence,3.8051992350734,13,US,LEVEL4,19,51.6,-32.6,-61.977186311787,0,-4,38.836775660224,-77.172624132363,38.881789769884,-77.254318041781,0320100322232,0320100322230
"LINESTRING (-74.81689453125 40.22921611124274, -74.77294921875 40.22921611124274)",2020-04-28 1600,1407758,Lower Makefield,1206809,Trenton,3.7306831255742,13,US,LEVEL4,28,27.8,0.2,0.69444444444444,0,0.069843029576958,40.230806977874,-74.854983241198,40.223790038985,-74.76405285829,0320101031221,0320101031230
"LINESTRING (-77.23388671874999 38.90813093681449, -77.14599609375 38.80546816563135)",2020-04-28 1600,1424677,Providence,1424675,Mason,13.71984004169,13,US,LEVEL4,10,11.8,-1.8,-14.0625,0,-0.44721359549996,38.881789769884,-77.254318041781,38.836775660224,-77.172624132363,0320100322212,0320102100100
"LINESTRING (-77.23388671874999 38.90813093681449, -77.14599609375 38.839705555460355)",2020-04-28 1600,1424677,Providence,1424675,Mason,10.760138752636,13,US,LEVEL4,11,10.4,0.6,5.2631578947368,0,0.20826304035019,38.881789769884,-77.254318041781,38.836775660224,-77.172624132363,0320100322212,0320100322322
"LINESTRING (-77.23388671874999 38.90813093681449, -77.18994140625 38.87392648061604)",2020-04-28 1600,1424677,Providence,1424677,Providence,5.3787746304647,13,US,LEVEL4,15,24,-9,-36,0,-1.9188064472005,38.881789769884,-77.254318041781,38.881789769884,-77.254318041781,0320100322212,0320100322231
"LINESTRING (-77.23388671874999 38.90813093681449, -77.23388671874999 38.90813093681449)",2020-04-28 1600,1424677,Providence,1424677,Providence,0,13,US,LEVEL4,1065,1691.8,-626.8,-37.02741020794,0,-4,38.881789769884,-77.254318041781,38.881789769884,-77.254318041781,0320100322212,0320100322212
"LINESTRING (-77.23388671874999 38.90813093681449, -77.23388671874999 38.942318919797366)",2020-04-28 1600,1424677,Providence,1424672,Dranesville,3.8015362268354,13,US,LEVEL4,13,87,-74,-84.090909090909,0,-4,38.881789769884,-77.254318041781,38.975441252661,-77.265805172311,0320100322212,0320100322210
"LINESTRING (-77.23388671874999 38.90813093681449, -77.23388671875001 38.87392648061604)",2020-04-28 1600,1424677,Providence,1424677,Providence,3.8033679677073,13,US,LEVEL4,20,46,-26,-55.31914893617,0,-2.3685350971062,38.881789769884,-77.254318041781,38.881789769884,-77.254318041781,0320100322212,0320100322230
"LINESTRING (-74.81689453125 40.22921611124274, -74.81689453125 40.22921611124274)",2020-04-28 1600,1407758,Lower Makefield,1407758,Lower Makefield,0,13,US,LEVEL4,600,356.4,243.6,68.158925573587,0,4,40.230806977874,-74.854983241198,40.230806977874,-74.854983241198,0320101031221,0320101031221
"LINESTRING (-77.23388671874999 38.90813093681449, -77.27783203125 38.90813093681449)",2020-04-28 1600,1424677,Providence,1424673,Hunter Mill,3.8024523084977,13,US,LEVEL4,16,24.4,-8.4,-33.070866141732,0,-1.551834761268,38.881789769884,-77.254318041781,38.937759511747,-77.327720633914,0320100322212,0320100322203
"LINESTRING (-77.23388671874999 38.942318919797366, -77.23388671874999 38.942318919797366)",2020-04-28 1600,1424672,Dranesville,1424672,Dranesville,0,13,US,LEVEL4,777,1030.6,-253.6,-24.583171772005,0,-4,38.975441252661,-77.265805172311,38.975441252661,-77.265805172311,0320100322210,0320100322210
"LINESTRING (-77.23388671874999 39.04478398725156, -77.23388671874999 39.04478398725156)",2020-04-28 1600,1109530,District 6,1109530,District 6,0,13,US,LEVEL4,90,45,45,97.826086956522,0,4,39.102403245234,-77.284850008016,39.102403245234,-77.284850008016,0320100322012,0320100322012
"LINESTRING (-77.23388671874999 39.72408650635505, -77.23388671874999 39.72408650635505)",2020-04-28 1600,1407297,Cumberland,1407297,Cumberland,0,13,US,LEVEL4,27,19.4,7.6,37.254901960784,0,2.2608636457732,39.803815284666,-77.25046958647,39.803815284666,-77.25046958647,0320100300212,0320100300212
"LINESTRING (-77.23388671874999 39.75787792058951, -77.23388671874999 39.75787792058951)",2020-04-28 1600,1407297,Cumberland,1407297,Cumberland,0,13,US,LEVEL4,27,17.2,9.8,53.846153846154,0,3.6522443632497,39.803815284666,-77.25046958647,39.803815284666,-77.25046958647,0320100300210,0320100300210
"LINESTRING (-77.23388671874999 39.79165276337068, -77.23388671874999 39.79165276337068)",2020-04-28 1600,1407297,Cumberland,1407297,Cumberland,0,13,US,LEVEL4,44,34.6,9.4,26.404494382022,0,4,39.803815284666,-77.25046958647,39.803815284666,-77.25046958647,0320100300032,0320100300032
"LINESTRING (-77.23388671874999 40.128488980636284, -77.23388671874999 40.128488980636284)",2020-04-28 1600,1408256,Dickinson,1408256,Dickinson,0,13,US,LEVEL4,35,24.4,10.6,41.732283464567,0,4,40.100707073055,-77.24681896479,40.100707073055,-77.24681896479,0320100122012,0320100122012
"LINESTRING (-77.23388671874999 40.16208130501179, -77.18994140625 40.195657016316716)",2020-04-28 1600,1408256,Dickinson,1408254,Carlisle,5.2799022114175,13,US,LEVEL4,21,10,11,100,0,4,40.100707073055,-77.24681896479,40.199889635911,-77.204096779323,0320100122010,0320100120233
