GbCity_EN,20200101,20200102,20200103,20200104,20200105,20200106,20200107,20200108,20200109,20200110,20200111,20200112,20200113,20200114,20200115,20200116,20200117,20200118,20200119,20200120,20200121,20200122,20200123,20200124,20200125,20200126,20200127,20200128,20200129,20200130,20200131,20200201,20200202,20200203,20200204,20200205,20200206,20200207,20200208,20200209,20200210,20200211,20200212,20200213,20200214,20200215,20200216,20200217,20200218,20200219,20200220,20200221,20200222,20200223,20200224,20200225,20200226,20200227,20200228,20200229,20200301,20200302,20200303,20200304,20200305,20200306,20200307,20200308,20200309,20200310,20200311,20200312,20200313,20200314,20200315,20200316,20200317,20200318,20200319,20200320,20200321,20200322,20200323,20200324,20200325,20200326,20200327,20200328,20200329,20200330,20200331,20200401,20200402,20200403,20200404,20200405,20200406,20200407,20200408,20200409,20200410,20200411,20200412,20200413,20200414,20200415,20200416,20200417,20200418,20200419,20200420,20200421,20200422,20200423,20200424,20200425,20200426,20200427,20200428,20200429,20200430,20200501,20200502,20200503
Beijingshi_110000,6.3355608,6.863454,13.6754892,12.3969528,10.382256,10.0850508,11.4374916,12.53151,14.1157404,12.0146976,15.5105604,11.913318,11.098134,10.8683532,11.939562,13.047156,14.4694836,17.4288348,17.2898064,19.6568208,23.8547592,23.8205448,23.9144724,18.6437052,8.116686,5.303232,3.6684252,2.4341796,1.8136224,1.60623,1.4281272,1.2402396,1.3714596,1.2228732,1.0646316,0.9950688,0.8485884,0.9366192,1.0135044,0.9475056,1.0333008,0.9017244,0.868644,0.8862696,0.8753508,0.8263944,0.8073108,0.9084312,0.9218124,0.9125136,0.9145224,1.0138932,1.1402208,1.0157724,1.0876032,1.139832,1.178226,1.160568,1.2411468,1.4334408,1.190376,1.3171248,1.2879,1.2545928,1.2210912,1.3130748,1.5368292,1.1951388,1.294704,1.3171248,1.3783284,1.3898628,1.504656,1.8404496,1.418634,1.567026,1.5671556,1.5949224,1.5301872,1.7391996,2.151198,1.612548,1.7628516,1.7912664,1.8601812,1.84518,1.9528128,2.4022008,2.0020284,2.0164464,2.0615796,2.371842,2.2482036,2.4906204,3.0889512,1.8200052,1.7188848,1.9152288,1.8777096,1.9069992,2.2091616,2.6977536,2.0466432,2.139372,2.1013668,2.1784788,2.05902,2.2214412,2.5366608,2.2144104,2.292786,2.4260796,2.5409376,2.2956048,2.8650348,3.5314056,2.6285472,2.6776008,3.0739824,3.219912,4.6374444,13.9444092,8.1928584,5.3394228
Tianjinshi_120000,2.8301724,2.885868,4.7580696,5.524524,5.1445368,4.6594116,4.835214,5.4946512,6.0151572,5.3398764,5.6794284,5.3388072,5.1239628,4.5200592,4.6871784,4.9217868,5.0071932,5.1489108,5.5336608,5.9718708,7.012818,6.6174732,6.4302984,5.1361128,2.5204932,2.0054952,1.3991616,1.0397484,0.8480376,0.840942,0.7331472,0.6667272,0.7266996,0.6883704,0.5409828,0.4882032,0.4352292,0.4910544,0.4638384,0.523584,0.6417144,0.4481568,0.4298832,0.471906,0.4508136,0.359802,0.5172984,0.6372432,0.5541696,0.5415336,0.5729616,0.580284,0.6111936,0.6514344,0.7782156,0.721062,0.7655472,0.7961652,0.8058528,0.7993728,0.8530272,1.0318752,0.9359712,0.9134856,0.9747216,0.9780912,0.9956196,0.9686304,1.1359116,1.0907784,1.140966,1.1630628,1.18908,1.2670344,1.2549816,1.4088816,1.3085064,1.3119408,1.3273956,1.42398,1.5211152,1.43127,1.6610184,1.5436332,1.6294932,1.5975792,1.6454016,1.7788572,1.8818892,1.9949004,1.8846108,2.0122992,2.021112,2.3960448,3.058236,1.9541412,1.7615556,1.9301652,1.7705304,1.7042724,2.1002328,2.1696984,2.0087676,2.2229316,2.0570436,2.0328084,2.0273652,2.1140352,2.0317068,2.167236,2.298132,2.0794968,2.0077308,1.8420696,2.2437648,2.2447044,2.2537764,2.2594788,2.443932,2.5063992,2.8757268,6.1493256,3.6503784,2.9577636
Hebeisheng_130000,7.9048224,7.647858,10.7916624,12.729312,13.2304104,11.765574,11.4581628,12.3543144,13.4851068,12.812904,12.112578,12.3112872,13.0371444,10.4011128,10.4452416,10.8618732,10.3402656,9.8836848,10.337706,10.2437784,10.69848,8.783154,7.2240012,6.045516,3.926718,6.0188832,5.8443444,4.9689288,4.3576704,4.9363992,4.3967124,4.0580676,4.2930324,3.8946744,2.7006696,2.4180768,2.0885688,2.2818996,2.2923324,3.27645,3.5302068,2.3997384,2.2114944,2.234142,1.9748124,1.7181396,2.2681944,3.0536028,2.8495152,2.8695708,2.9982636,2.9579256,3.221856,3.48624,4.0480884,3.7977012,3.9595716,3.7892772,3.6266292,3.6890316,4.0350636,4.898718,4.148172,4.2407064,4.3838172,4.2817572,4.051134,4.0439412,5.0058648,4.7546352,4.7848644,4.9408056,4.8425364,4.746276,4.8386484,6.069816,5.281038,5.1491052,5.355072,5.3689068,5.2488972,5.346,6.6665268,5.706936,5.7653532,5.7688524,5.7358692,5.456484,6.2464608,7.3474128,6.3851652,6.7144464,6.4097244,6.4168524,6.1722324,6.6026988,6.9767244,7.5924864,6.3867204,5.9130648,7.258734,6.4580976,6.4604952,7.9664148,6.761718,6.602796,6.620292,6.5348208,5.6292732,6.7655088,7.6717692,6.7180104,6.5430504,5.9218776,7.2151884,6.8135904,7.6170132,7.3667556,7.6551156,7.4603592,7.3598544,9.773136,8.6368356,9.3677796
Shijiazhuangshi_130100,1.911924,2.2396824,3.1439988,3.5581356,2.7939816,2.9710476,3.0577824,3.52755,3.7095732,3.4085772,3.5399592,3.1012632,2.8403136,2.4988824,2.568348,2.655666,2.682072,2.841642,2.9462616,3.2802408,3.9110688,4.035582,4.0872924,3.3202872,1.502712,1.4131908,1.1386656,0.88938,0.7551468,0.7993404,0.7355772,0.6824412,0.7878708,0.6721704,0.5150304,0.4782564,0.4442688,0.4596588,0.4575528,0.5322996,0.5921424,0.4525956,0.4206816,0.4185432,0.4089204,0.3948264,0.4536972,0.5748732,0.567486,0.5764284,0.5913972,0.6133644,0.6775812,0.6723324,0.7329528,0.7420248,0.7556652,0.712152,0.749412,0.813888,0.8432748,0.9534348,0.8941104,0.899424,0.9631548,0.9879084,1.0656036,1.0067004,1.070334,1.0741896,1.1827944,1.1092464,1.159758,1.2777588,1.1672748,1.3074048,1.2561804,1.3079232,1.3191336,1.3548708,1.5037812,1.4276088,1.5412356,1.459296,1.482624,1.3801428,1.5008328,1.7152236,1.7385516,1.774062,1.712016,1.7244252,1.7192736,2.0410704,2.8123848,1.836432,1.6348716,1.7553996,1.6004952,1.4537556,1.7279244,1.8429768,1.6957512,1.9306512,1.7927568,1.7104284,1.6367508,1.6951356,1.6691184,1.7655732,1.8688968,1.8032868,1.7001576,1.4697936,1.77876,1.8098964,1.748628,1.7497944,1.9310724,1.8193572,2.0088972,4.499874,3.0961116,2.571426
Tangshanshi_130200,1.1229516,0.9758556,1.4999256,1.8674712,1.8579132,1.60056,1.9611396,2.2056624,2.1968496,2.0870784,1.9701144,1.791396,1.6336728,1.518102,1.5124968,1.4997312,1.4975604,1.4459796,1.4776992,1.4792868,1.6612128,1.4896872,1.3491036,1.149552,0.8376048,1.0354068,0.9209052,0.7446492,0.6456024,0.6487776,0.5500548,0.4896612,0.4466664,0.4138452,0.3578256,0.3290868,0.2772468,0.2972376,0.3140532,0.33453,0.326592,0.2471796,0.2636388,0.2793528,0.2431944,0.200718,0.2937708,0.3198852,0.3062772,0.3112668,0.3190752,0.3379968,0.348138,0.3825792,0.4091472,0.4157568,0.4281336,0.457326,0.4609872,0.444204,0.5097168,0.5575392,0.533952,0.5538456,0.5659308,0.5818392,0.5600988,0.5741604,0.603612,1.1321532,0.7580304,0.678456,0.7081668,0.725598,0.739692,0.7722216,0.7555356,0.7514208,0.746172,0.84888,0.85212,0.8467416,0.910764,0.853578,0.8810856,0.8606736,0.910602,0.9215532,1.0200168,1.011042,0.9994752,1.0310976,1.0148976,1.1290428,1.2472704,1.0867932,1.0576656,0.9911808,0.919188,0.8718516,1.1218824,1.100952,1.0557216,1.10241,1.065636,1.0648584,0.9965592,1.104192,1.0062468,1.117962,1.1195496,1.045062,1.0244556,0.9235944,1.1988,1.1706768,1.139346,1.092042,1.2062196,1.1940048,1.2522276,1.896696,1.583064,1.5464844
Qinhuangdaoshi_130300,0.498636,0.5218668,0.7561512,0.847746,0.8574984,0.798984,1.0095516,1.0955088,1.1566152,1.0127268,0.9263808,0.853254,0.813726,0.6889536,0.6513696,0.6603444,0.6144984,0.6371136,0.6615432,0.6754428,0.779868,0.7598772,0.7373592,0.6664356,0.4271292,0.5374836,0.4923504,0.4007556,0.3397788,0.3723084,0.3239352,0.2839536,0.2255364,0.2219076,0.2012688,0.1724328,0.1503036,0.1516644,0.1557792,0.1849068,0.1735668,0.121662,0.1284336,0.1408104,0.1260036,0.0818424,0.1300212,0.1593108,0.1438884,0.1416528,0.1450872,0.1470312,0.1493316,0.171234,0.1959228,0.195372,0.1971216,0.1978992,0.1987092,0.1975752,0.2142612,0.2367792,0.2147796,0.2204172,0.2252124,0.2287116,0.233118,0.230364,0.2534652,0.2586492,0.2754972,0.2724192,0.28431,0.2880684,0.2980152,0.3336552,0.5137668,0.3309984,0.3788532,0.3333312,0.3437316,0.340686,0.3873744,0.3555576,0.3455784,0.356076,0.3516696,0.3526416,0.4151412,0.4360068,0.4051296,0.4284576,0.4081428,0.4543776,0.5132484,0.4320864,0.4385016,0.438858,0.3757428,0.358506,0.4300128,0.4131,0.4203252,0.4593996,0.4163724,0.4118364,0.3707208,0.3912624,0.3770712,0.4489344,0.4660092,0.4153032,0.4026024,0.3620052,0.433836,0.4217832,0.4391496,0.4426488,0.4686336,0.4483836,0.4727808,0.7608168,0.6344244,0.6805296
Handanshi_130400,1.1332224,1.0358928,1.5763248,1.7983296,1.3504968,1.2393324,1.0769112,1.3280112,1.6914096,1.689822,1.5853644,1.4948388,1.3571064,1.2290292,1.3263588,1.30248,1.3254516,1.4067756,1.3429152,1.281258,1.3623876,1.1912508,0.9680796,0.9294264,0.595188,0.8039412,0.8445708,0.7810992,0.7711848,0.9072648,0.8265888,0.7301664,0.8471952,0.703728,0.5036256,0.4607604,0.4049352,0.4324752,0.4322484,0.5845284,0.6536052,0.5171688,0.4902444,0.4820148,0.4726836,0.440478,0.4817556,0.5935032,0.6543504,0.671652,0.705024,0.7015572,0.805464,0.8458668,0.8225064,0.7938972,0.8388036,0.7717356,0.6683148,0.8400672,1.0097136,1.0297692,0.9830484,0.9786096,1.2473352,1.2990456,1.0874412,1.0263996,1.06515,1.258254,1.136592,1.173204,1.1214288,1.1488716,1.166076,1.2617532,1.1945232,1.1913156,1.223748,1.226988,1.265058,1.2784392,1.3291452,1.2327876,1.285308,1.2607812,1.2212532,1.2217068,1.4042484,1.3495896,1.2946716,1.3401612,1.2185964,1.2555,1.254528,1.5401016,1.50093,1.4156208,1.264734,1.1757636,1.2419244,1.3016376,1.3538988,1.3703256,1.2924684,1.2788604,1.2491172,1.2552408,1.120392,1.3116492,1.2916908,1.2814848,1.226988,1.0807344,1.3000176,1.3233456,1.2735792,1.236546,1.3520844,1.2986244,1.2507696,1.8198432,1.6987644,1.7383248
Xingtaishi_130500,1.0101348,0.8925876,1.4249844,1.7485632,1.3811796,1.2894552,1.1175084,1.323216,1.577232,1.5751908,1.4155236,1.4349636,1.320138,1.1302416,1.199772,1.2521628,1.2264696,1.198476,1.1106396,1.0880568,1.1397024,0.9904356,0.8030664,0.6877224,0.48438,0.9580032,0.7999884,0.6686388,0.5962248,0.746496,0.6233112,0.5553036,0.6122304,0.480978,0.3259764,0.2877768,0.2437128,0.2714796,0.2696976,0.3465504,0.3851064,0.3077352,0.2625696,0.2749464,0.2713824,0.247374,0.28917,0.3735396,0.4035096,0.4695084,0.5048244,0.5469768,0.628398,0.6411636,0.6222096,0.6315408,0.6688332,0.5888052,0.567,0.6375024,0.6900552,0.7222284,0.679914,1.0980684,0.7192152,0.700164,0.7206408,0.752814,0.7812936,0.775008,0.7857324,0.799794,0.8059824,0.8429508,0.8796276,0.933768,0.884196,0.8837748,0.9012708,0.9200628,0.945918,0.9684684,1.0518012,0.96957,1.0135368,1.0001232,1.0055664,1.0247148,1.2119868,1.252098,1.164618,1.1601792,1.103382,1.1696724,1.1650068,1.4441652,1.4013324,1.2693672,1.0720188,1.0214424,1.14615,1.192158,1.2581244,1.2717972,1.1366892,1.0911996,1.0603224,1.0940832,0.967464,1.1678904,1.207386,1.1031228,1.1137176,0.9409932,1.1482236,1.196046,1.1643912,1.1213316,1.1872656,1.1561616,1.089612,1.6170192,1.5590232,1.712664
Baodingshi_130600,1.821852,1.6725852,2.4330456,3.1448088,3.3437124,2.6147448,2.8043496,3.172284,3.4231896,3.250368,3.1844664,3.1438368,3.1399164,2.4960636,2.445714,2.5054272,2.4567624,2.3179284,2.4232284,2.4839136,2.6725464,2.2087404,1.8772884,1.4592636,0.93474,1.6562232,1.3415868,1.08702,0.925506,1.0344348,0.8861724,0.8208216,0.909144,0.7700184,0.5034312,0.4532436,0.4080456,0.4198716,0.4292676,0.674892,0.615438,0.4010472,0.3587004,0.3409128,0.3062448,0.302616,0.4027644,0.495396,0.4539564,0.4524012,0.4663332,0.4705776,0.5272128,0.5591268,0.6431724,0.6299208,0.6661116,0.61479,0.658854,0.6582384,0.7242048,0.8482644,0.7460748,0.7415388,0.7665516,0.7914024,0.8063064,0.7947072,0.9122544,0.9249876,1.050246,1.1075616,1.2181104,1.0320696,1.0423404,1.1776428,1.06758,1.0838448,1.0659924,1.1315052,1.208034,1.2295152,1.4089788,1.2393324,1.3066272,1.211112,1.316574,1.3401936,1.5520248,1.6792272,1.5117516,1.552446,1.5055308,1.6003656,1.6828236,1.6186068,1.6930296,1.702782,1.4606244,1.3155048,1.6552836,1.6359408,1.6157232,1.8256752,1.6004304,1.563624,1.5341076,1.5465816,1.4163012,1.6751772,1.7954136,1.6250544,1.604124,1.392876,1.7575056,1.7198892,1.8051336,1.7295444,1.8334836,1.7763624,1.7503128,2.7330696,2.3233392,2.6060292
