GbCity_EN,20200101,20200102,20200103,20200104,20200105,20200106,20200107,20200108,20200109,20200110,20200111,20200112,20200113,20200114,20200115,20200116,20200117,20200118,20200119,20200120,20200121,20200122,20200123,20200124,20200125,20200126,20200127,20200128,20200129,20200130,20200131,20200201,20200202,20200203,20200204,20200205,20200206,20200207,20200208,20200209,20200210,20200211,20200212,20200213,20200214,20200215,20200216,20200217,20200218,20200219,20200220,20200221,20200222,20200223,20200224,20200225,20200226,20200227,20200228,20200229,20200301,20200302,20200303,20200304,20200305,20200306,20200307,20200308,20200309,20200310,20200311,20200312,20200313,20200314,20200315,20200316,20200317,20200318,20200319,20200320,20200321,20200322,20200323,20200324,20200325,20200326,20200327,20200328,20200329,20200330,20200331,20200401,20200402,20200403,20200404,20200405,20200406,20200407,20200408,20200409,20200410,20200411,20200412,20200413,20200414,20200415,20200416,20200417,20200418,20200419,20200420,20200421,20200422,20200423,20200424,20200425,20200426,20200427,20200428,20200429,20200430,20200501,20200502,20200503
Beijingshi_110000,6.3187776,6.4661976,8.910162,10.5149664,13.858452,11.5080588,10.6967952,11.1843828,11.482722,10.8355644,10.1361456,10.0215468,12.1507776,8.9322588,8.52363,8.6327856,7.9102656,7.295508,7.67637,7.0203348,7.075512,5.9024376,4.8391992,3.7162152,2.5494264,5.0771772,6.3441792,6.0128568,5.71374,6.1088256,5.842692,5.5477224,6.0695244,5.6135268,3.4369272,2.8830816,2.4901668,2.5874316,2.889918,4.0553784,4.224798,2.5855524,2.1970764,2.143908,1.754298,1.539648,2.0478096,2.6313336,2.1994092,2.1466944,2.1308184,1.9199268,1.9823292,2.1708324,2.7277236,2.2782708,2.2356,2.1888144,2.0493648,1.9756548,2.1156228,2.9654424,2.0580804,1.9852452,2.046546,1.93833,1.7257212,1.7801532,2.6813592,2.2033296,2.1360024,2.3048388,2.1762432,2.0624544,2.2150584,3.3401808,2.495124,2.303478,2.4914304,2.4360588,2.196882,2.3233068,3.5339652,2.58228,2.5718796,2.6959068,2.5876908,2.282418,2.6829792,4.0103424,3.0204252,3.2191344,3.0957876,2.8801656,2.5523424,2.56122,3.0083724,3.9914208,2.9678724,2.8419984,3.3611436,2.741364,2.7453168,3.97872,2.88522,2.7878256,2.9808324,2.7342036,2.1890412,2.66814,3.8517444,2.9146392,2.8279044,2.6649972,3.1820364,2.8361988,3.7950768,3.451248,3.3802272,3.523014,3.3183432,4.33593,3.7448892,4.550256
Tianjinshi_120000,2.480868,2.2763592,3.9827376,4.2808176,3.9433392,3.4734096,3.6486288,4.0680792,4.1773644,4.1529024,4.458564,3.6547848,3.4784964,2.9701728,2.951478,2.9642436,2.9271132,3.2241888,2.8323432,2.769714,3.0176712,2.747358,2.4186924,1.8603108,1.258092,2.2196916,2.5123608,2.1041856,1.9008432,2.1789972,1.8968256,1.636038,1.6007544,1.409886,0.9526248,0.8598636,0.7269588,0.7871256,0.756054,0.9821736,1.0275984,0.7407612,0.7132212,0.7271856,0.6622236,0.5415012,0.67878,0.846936,0.8972532,0.9774432,0.9939996,1.0038492,1.0901952,1.1109312,1.2602628,1.3385088,1.3623228,1.3140468,1.3488444,1.459134,1.4518764,1.6247952,1.4857668,1.4523948,1.4623092,1.5323904,1.5078312,1.373436,1.539,1.5899004,1.5868224,1.6301088,1.6743996,1.7418888,1.7091972,1.9456848,1.849392,1.8167004,1.805004,1.92132,1.959552,1.8951408,2.1723876,1.9651572,2.011554,2.0259396,2.0615796,2.0161872,2.202876,2.3999004,2.1544704,2.2937904,2.1476988,2.2008672,2.2683564,2.3640012,2.6035668,2.6275752,2.2026492,2.10357,2.4149988,2.3233392,2.2385484,2.562516,2.2560444,2.2579236,2.1418992,2.2185576,2.0728224,2.3680836,2.4631776,2.2389372,2.2043988,1.9192464,2.4286068,2.3940684,2.2721796,2.3346792,2.4668064,2.3926752,2.5211088,4.1303844,3.191886,3.359556
Hebeisheng_130000,7.1138088,6.4742652,13.547088,13.4632692,10.2613716,9.3766572,10.6234416,11.7528084,13.0880124,12.0137904,14.5050588,11.65509,10.2187656,10.3919436,10.9822392,11.0797632,11.8211724,13.868982,13.3080084,14.4441144,17.3685708,17.404956,17.591256,13.7143368,6.5974824,5.5686204,4.6316772,3.7338732,3.0615408,3.0906036,2.729538,2.2675788,2.418174,2.1420936,1.7548164,1.63539,1.5106824,1.5764868,1.6328304,1.6147188,1.6811388,1.5491412,1.4977224,1.6337052,1.5167088,1.382022,1.3906728,1.7006436,1.81845,1.8885636,2.1067776,2.2053384,2.383668,2.3199048,2.446038,2.6480196,2.7662148,2.7794988,2.835324,3.2520528,2.920698,3.2570748,3.2219208,3.1612356,3.2819256,3.5329608,3.8571876,3.5776728,3.5395056,3.7816308,3.8651904,3.9899304,4.1174568,4.5865116,4.2042564,4.3881912,4.4139492,4.5405036,4.4709408,4.7903076,5.2431624,4.7466648,4.9747284,4.919292,5.0888412,5.183352,5.2486056,5.7082644,5.8712688,5.7590352,5.6862972,6.2409528,5.970834,6.6606624,7.8862896,5.7068712,5.554008,5.4641628,5.2840512,5.327208,6.0335928,6.6083688,5.9857056,5.9985684,5.898906,6.0062148,5.82471,5.9338332,5.941674,6.180948,6.1639704,6.0549768,6.110802,5.5072872,6.6743352,7.0723368,6.2181756,6.284466,7.1058708,7.074216,8.338626,18.3663288,11.2947372,8.9102916
Shijiazhuangshi_130100,1.7157096,1.6993476,2.8545048,3.2844528,2.9475576,2.5308936,2.633958,3.131784,3.2362092,3.1767552,3.1558896,2.745576,2.6144208,2.4492132,2.5533792,2.5529904,2.5308288,2.6119584,2.5461216,2.6225856,2.9885112,2.7063396,2.4028164,1.9294524,1.1462796,2.0124612,1.6445592,1.3139496,1.107918,1.276074,1.0101024,0.8643996,0.8807616,0.7472088,0.5607468,0.5086476,0.45117,0.4982472,0.4923504,0.6183216,0.555012,0.4269024,0.3931092,0.3922668,0.3788532,0.3659256,0.3963492,0.4938408,0.4721328,0.5276664,0.5683284,0.6051348,0.6527304,0.6718788,0.6929712,0.670356,0.7090092,0.7136424,0.7347024,0.8263944,0.8910648,0.9916344,0.9172764,1.5037812,1.1689596,1.2434148,1.1986704,1.06029,1.160406,1.7041752,1.3002444,1.480518,1.3927788,1.2455856,1.2458448,1.3879512,1.5605136,1.3603464,1.4343804,1.6191576,1.48311,1.3850352,1.5747048,1.4085576,1.4934132,1.4779584,1.532358,1.5049476,1.7639856,1.8410004,1.6597224,1.711854,1.6131312,1.7519652,1.8783252,2.044278,2.1292632,1.9868652,1.5806988,1.4655168,1.7561772,1.7969364,1.76256,1.9139004,1.7024256,1.6805232,1.6676928,1.7186256,1.5469056,1.7668692,1.9210608,1.6677252,1.6659756,1.439694,1.8346176,1.7932428,1.712178,1.7130528,1.9058652,1.883412,1.9267632,3.3962652,2.5224696,2.5844832
Tangshanshi_130200,1.0358604,1.0592208,1.7557884,1.8977652,1.6119972,1.3885992,1.6200324,1.7634024,1.864458,1.7750664,1.8817596,1.6050312,1.4523624,1.2880944,1.2689136,1.3017672,1.2977496,1.405836,1.393038,1.4725152,1.756404,1.829628,1.8369828,1.3270716,0.8774892,0.9706068,0.8609328,0.7093332,0.5860836,0.593406,0.5357988,0.4501332,0.4274208,0.4098924,0.3412368,0.302292,0.2678508,0.2699244,0.2460456,0.2761776,0.3195288,0.3023892,0.263412,0.2929284,0.2652264,0.2009448,0.2545344,0.3081888,0.3306744,0.3324888,0.348786,0.358992,0.366768,0.3937896,0.4244076,0.4636764,0.5008716,0.5008716,0.5137992,0.6014412,0.5651532,0.6682824,0.6125544,0.6412284,0.6263568,0.638766,0.7882272,0.6765768,0.6761232,0.7001964,0.8238996,0.7652556,0.7851492,0.8104212,0.7918884,0.8462556,0.8234136,0.8500788,1.133352,0.9546984,0.9593316,0.9306252,0.991926,0.9277416,0.9368136,0.9497088,0.9740736,0.9806184,1.050732,1.1209104,1.0319724,1.1014056,1.0600956,1.1358144,1.2922416,1.1072376,1.11213,1.0387764,0.9304956,0.8876628,1.0979064,1.1303388,1.0867284,1.141776,1.083132,1.0665432,1.0072512,1.0420488,0.9440712,1.1334816,1.17126,1.0752264,1.039068,0.9141984,1.1280384,1.1107368,1.1042892,1.104354,1.2032712,1.126872,1.1889504,2.3559012,1.6692156,1.485054
Qinhuangdaoshi_130300,0.455382,0.4690872,0.7226496,0.7728372,0.6989652,0.6304068,0.7285464,0.7995996,0.8680284,0.7946424,0.8521524,0.7093332,0.6177384,0.5856948,0.5921748,0.6197148,0.6665004,0.68769,0.7130592,0.737262,0.9044136,0.9455616,0.9427104,0.7501572,0.4651992,0.601668,0.592434,0.473202,0.3937572,0.3911976,0.3332016,0.2429676,0.2267352,0.1882116,0.1502064,0.1457028,0.1350108,0.1363716,0.1341036,0.1423008,0.159894,0.1296972,0.1436292,0.1408428,0.1313172,0.1004076,0.101088,0.1372464,0.1395792,0.134298,0.1483596,0.1574316,0.2083644,0.14823,0.1599264,0.1821204,0.1915488,0.1965708,0.1973808,0.2211948,0.204606,0.2151684,0.2167884,0.2106,0.2270268,0.2457216,0.2677536,0.2478276,0.232632,0.2499012,0.2592324,0.2600748,0.2923452,0.2867076,0.281556,0.2942568,0.2931876,0.3366684,0.2962656,0.3608388,0.3533868,0.3277584,0.3508272,0.32886,0.3488184,0.3339468,0.3780108,0.372762,0.3914568,0.3937572,0.395766,0.411804,0.4052268,0.4617972,0.5791824,0.444042,0.4242132,0.4024404,0.3727296,0.3580848,0.448416,0.4446576,0.4203576,0.4217508,0.4219128,0.4360716,0.4213296,0.4268052,0.4013712,0.4287492,0.4458888,0.4054212,0.402408,0.3641436,0.4602096,0.4476384,0.4177332,0.4246344,0.4668192,0.4961088,0.53541,1.2544632,1.006182,0.7726428
Handanshi_130400,1.1523384,1.1214288,1.7411436,2.0940444,1.5206292,1.5752232,1.6192548,1.9426068,2.3131332,1.978992,1.9652868,1.9241712,1.8623196,1.8692208,2.1439404,2.1523644,2.2021308,2.3877828,2.5495884,2.9562408,3.4095816,3.1172688,3.0731724,2.6831088,1.19637,0.8706528,0.5987844,0.4841532,0.4086612,0.4175388,0.373896,0.3406212,0.3874068,0.3256848,0.2900124,0.2822364,0.2580984,0.2738448,0.2786076,0.2816532,0.2810052,0.2770524,0.2738772,0.3109752,0.2913084,0.270702,0.2922156,0.3773628,0.3696192,0.3870828,0.4259304,0.46575,0.491508,0.4961088,0.4794552,0.4763772,0.45279,0.466722,0.4659444,0.5368356,0.50058,0.5606496,0.5727996,0.585792,0.6031908,0.6720408,0.7432236,0.6890508,0.6866856,0.7045704,0.7752348,0.7782804,0.77598,0.8340408,0.8446356,0.8372808,0.8389332,0.8568504,0.853254,0.8896068,0.949806,0.902502,0.929718,0.9149436,0.9443952,0.9191556,0.8993916,0.9500004,1.0477512,1.0360548,1.0229652,1.0756152,1.05948,1.2722184,1.501416,1.1609892,1.0542636,1.0020024,0.9499356,0.9327312,0.9963972,1.08459,1.1289132,1.1242152,1.0820628,1.0752912,1.0542636,1.0644696,1.0230948,1.1151108,1.1256732,1.0606788,1.0544904,0.9778968,1.1306628,1.1551248,1.1386008,1.0860156,1.2303252,1.1985732,1.3707792,2.8018548,1.8718452,1.545318
Xingtaishi_130500,1.0468116,0.8941428,1.4577732,1.811484,1.343142,1.3187772,1.3771944,1.6765704,1.8874944,1.6453692,1.7298036,1.630044,1.5163848,1.6085304,1.72125,1.627128,1.741824,1.8879156,2.1186684,2.4534252,2.7798228,2.748978,2.8281312,2.108754,0.90072,0.67554,0.4606632,0.3545532,0.2793852,0.2740068,0.2373624,0.2201904,0.2402784,0.202014,0.1693224,0.1669248,0.1552284,0.1518588,0.1703268,0.1779408,0.1734048,0.165402,0.16929,0.1765152,0.1701324,0.1630044,0.1836756,0.2088504,0.2260548,0.2536272,0.2987604,0.3314196,0.351054,0.34587,0.3568536,0.3643056,0.3694896,0.3563676,0.3536784,0.4031208,0.3928824,0.4199688,0.4354236,0.4306608,0.5058936,0.5016816,0.55404,0.5531652,0.54351,0.5685552,0.6017004,0.6081804,0.6153732,0.7046028,0.7037928,0.7114392,0.7156188,0.7307496,0.7343136,0.765774,0.871236,0.8363736,0.8705232,0.8499816,0.8895744,0.8581788,0.9334116,1.0621044,1.1258352,1.0414656,1.0420164,1.0563048,1.052028,1.2279924,1.5794028,1.1705148,0.9973044,1.0013868,0.9382716,0.8659548,0.9740412,1.1345184,1.0815444,1.1250252,1.0210536,0.93879,0.9266724,0.9602388,0.9735876,1.0344024,1.064016,1.011042,0.9737172,0.8911944,1.0530648,1.0759068,1.0680012,1.02546,1.1285568,1.1295612,1.2673908,2.6727408,1.8091836,1.4789952
Baodingshi_130600,1.8200376,1.64025,3.288114,3.4223148,2.5398684,2.3095368,2.6280288,2.996028,3.2621292,3.1060584,3.6600012,2.72565,2.3146236,2.2383216,2.3761188,2.399706,2.569968,3.0784536,2.888136,3.0315708,3.7681524,3.9088008,4.0152024,3.292974,1.5661188,1.401948,1.0297368,0.7746516,0.630018,0.6413904,0.5455188,0.4305312,0.4612464,0.4038012,0.3465504,0.322056,0.2973672,0.3016764,0.2990844,0.324162,0.3027456,0.256608,0.2517804,0.2659392,0.2411208,0.2290356,0.2547288,0.3023892,0.3107484,0.3307392,0.3582144,0.3647268,0.3860784,0.4079808,0.467532,0.4863888,0.5034636,0.5138316,0.522288,0.5925636,0.602964,0.6534756,0.6228576,0.6731424,0.6546744,0.68283,0.7747488,0.7647696,0.7631172,0.8732124,0.8325828,0.850824,0.8666028,1.0198548,0.9472464,0.997596,0.9693432,0.9680472,1.0496304,1.078596,1.203336,1.1331576,1.2091356,1.1513016,1.194102,1.1687004,1.2853728,1.4627952,1.5609672,1.4783148,1.4168196,1.5199488,1.4027904,1.5452532,1.94967,1.6177644,1.4980788,1.4138064,1.2879648,1.2771432,1.5444756,1.6755012,1.5315156,1.5629112,1.481004,1.47339,1.4375232,1.5126912,1.4971716,1.6201296,1.6247628,1.5784632,1.5235128,1.352052,1.7206992,1.857492,1.6083036,1.5563016,1.8099288,1.7496648,2.1696984,5.1922944,3.277422,2.722572
