ds,polygon1_id,polygon1_name,latitude1,longitude1,polygon2_id,polygon2_name,latitude2,longitude2,metric_value,metric_name
2020-05-05,937148070010051,united states,40.0,-100.0,452507115497292,nigeria,9.0,8.0,2793,travel counts
2020-05-05,417045315510881,czech republic,50.0,16.0,2282619438622633,austria,48.0,14.0,1724,travel counts
2020-05-05,351886962112263,italy,43.0,12.0,2282619438622633,austria,48.0,14.0,2153,travel counts
2020-05-05,2414720828591431,romania,46.0,25.0,407219260067826,bulgaria,42.75,25.5,1634,travel counts
2020-05-05,2367165386637842,brazil,-11.0,-53.0,427725857796526,paraguay,-23.266667,-58.083333,3347,travel counts
2020-05-05,937148070010051,united states,40.0,-100.0,343315869635106,philippines,11.333330555556,123.01666944444,2203,travel counts
2020-05-05,1237068956456866,kuwait,29.166667,47.6,343315869635106,philippines,11.333330555556,123.01666944444,1128,travel counts
2020-05-05,376031519676735,bangladesh,24.016667,89.866667,417158592211893,india,21.0,77.0,16166,travel counts
2020-05-05,937148070010051,united states,40.0,-100.0,417158592211893,india,21.0,77.0,1281,travel counts
2020-05-05,346733206197678,indonesia,-0.8349,113.4668,417158592211893,india,21.0,77.0,5416,travel counts
2020-05-05,711084376012350,vietnam,14.016666666667,107.9,417158592211893,india,21.0,77.0,2073,travel counts
2020-05-05,1268336069999928,kazakhstan,48.0,68.0,417158592211893,india,21.0,77.0,1021,travel counts
2020-05-05,417158592211893,india,21.0,77.0,1462081337261943,bhutan,27.45,90.5,3963,travel counts
2020-05-05,833225000389252,slovakia,49.0,20.0,417045315510881,czech republic,50.0,16.0,2608,travel counts
2020-05-05,417158592211893,india,21.0,77.0,1268336069999928,kazakhstan,48.0,68.0,1019,travel counts
2020-05-05,627913770953274,sweden,61.0,15.0,314322742593141,denmark,56.0,10.0,3667,travel counts
2020-05-05,384833669025234,slovenia,46.0,15.0,400835317162981,croatia,45.25,15.466667,1210,travel counts
2020-05-05,711084376012350,vietnam,14.016666666667,107.9,793335024385721,japan,35.0,136.0,1205,travel counts
2020-05-05,2367165386637842,brazil,-11.0,-53.0,606189189846925,uruguay,-32.733333,-56.65,3259,travel counts
2020-05-05,400835317162981,croatia,45.25,15.466667,384833669025234,slovenia,46.0,15.0,1495,travel counts
2020-05-05,351886962112263,italy,43.0,12.0,384833669025234,slovenia,46.0,15.0,1329,travel counts
2020-05-05,2282619438622633,austria,48.0,14.0,384833669025234,slovenia,46.0,15.0,2150,travel counts
2020-05-05,597585864063467,united arab emirates,23.783333,54.0,366682297538943,pakistan,29.0,69.0,1680,travel counts
2020-05-05,400835317162981,croatia,45.25,15.466667,321538001884900,bosnia and herzegovina,44.0,18.0,1298,travel counts
2020-05-05,417158592211893,india,21.0,77.0,549126165612289,nepal,26.533333333333,86.733333333333,11420,travel counts
2020-05-05,833225000389252,slovakia,49.0,20.0,1231810770328071,poland,52.0,19.0,1042,travel counts
2020-05-05,571822773304405,lithuania,55.5,24.0,1231810770328071,poland,52.0,19.0,1138,travel counts
2020-05-05,1317763431707213,germany,51.0,10.0,1231810770328071,poland,52.0,19.0,9370,travel counts
2020-05-05,417045315510881,czech republic,50.0,16.0,1231810770328071,poland,52.0,19.0,2001,travel counts
2020-05-05,680120905754069,france,47.0,2.0,404888597011746,luxembourg,49.77,6.13,6304,travel counts
2020-05-05,404888597011746,luxembourg,49.77,6.13,475814519825093,belgium,51.0,5.0,3360,travel counts
2020-05-05,680120905754069,france,47.0,2.0,475814519825093,belgium,51.0,5.0,11752,travel counts
2020-05-05,417158592211893,india,21.0,77.0,711084376012350,vietnam,14.016666666667,107.9,2075,travel counts
2020-05-05,351886962112263,italy,43.0,12.0,2666999523371674,san marino,43.933333333333,12.466666666667,1728,travel counts
2020-05-05,657349034710714,colombia,3.816667,-73.916667,2367165386637842,brazil,-11.0,-53.0,1016,travel counts
2020-05-05,345922999375723,bolivia,-17.056869611111,-64.991228611111,2367165386637842,brazil,-11.0,-53.0,1136,travel counts
2020-05-05,606189189846925,uruguay,-32.733333,-56.65,2367165386637842,brazil,-11.0,-53.0,2948,travel counts
2020-05-05,422079025311801,oman,20.233333,55.966667,597585864063467,united arab emirates,23.783333,54.0,1014,travel counts
2020-05-05,1231810770328071,poland,52.0,19.0,627913770953274,sweden,61.0,15.0,1004,travel counts
2020-05-05,623759951440132,norway,61.0,8.0,627913770953274,sweden,61.0,15.0,2442,travel counts
2020-05-05,314322742593141,denmark,56.0,10.0,627913770953274,sweden,61.0,15.0,3461,travel counts
2020-05-05,417158592211893,india,21.0,77.0,346733206197678,indonesia,-0.8349,113.4668,5639,travel counts
2020-05-05,463167797558589,taiwan,24.0,121.0,346733206197678,indonesia,-0.8349,113.4668,3205,travel counts
2020-05-05,419634095534324,malaysia,2.316667,111.55,346733206197678,indonesia,-0.8349,113.4668,7762,travel counts
2020-05-05,937148070010051,united states,40.0,-100.0,2272822426127539,puerto rico,18.25,-66.5,1703,travel counts
2020-05-05,362070071076950,netherlands,52.316666666667,5.55,852597565113521,united kingdom,54.0,-2.0,1642,travel counts
2020-05-05,2103842606572854,chile,-31.0,-71.0,921744301497079,argentina,-34.0,-64.0,6852,travel counts
2020-05-05,833225000389252,slovakia,49.0,20.0,616857608787515,hungary,47.0,19.0,1821,travel counts
2020-05-05,1317763431707213,germany,51.0,10.0,616857608787515,hungary,47.0,19.0,1399,travel counts
2020-05-05,2282619438622633,austria,48.0,14.0,616857608787515,hungary,47.0,19.0,4181,travel counts
2020-05-05,657349034710714,colombia,3.816667,-73.916667,937148070010051,united states,40.0,-100.0,1182,travel counts
2020-05-05,417158592211893,india,21.0,77.0,937148070010051,united states,40.0,-100.0,1258,travel counts
2020-05-05,343315869635106,philippines,11.333330555556,123.01666944444,937148070010051,united states,40.0,-100.0,2245,travel counts
2020-05-05,452507115497292,nigeria,9.0,8.0,937148070010051,united states,40.0,-100.0,2930,travel counts
2020-05-05,810648062654687,canada,56.0,-109.0,937148070010051,united states,40.0,-100.0,10424,travel counts
2020-05-05,2272822426127539,puerto rico,18.25,-66.5,937148070010051,united states,40.0,-100.0,1714,travel counts
2020-05-05,2367165386637842,brazil,-11.0,-53.0,937148070010051,united states,40.0,-100.0,1300,travel counts
2020-05-05,852597565113521,united kingdom,54.0,-2.0,680120905754069,france,47.0,2.0,2682,travel counts
2020-05-05,309198619756155,liechtenstein,47.145,9.553889,425473528186094,switzerland,46.798562,8.231973,1184,travel counts
2020-05-05,351886962112263,italy,43.0,12.0,425473528186094,switzerland,46.798562,8.231973,5559,travel counts
2020-05-05,711084376012350,vietnam,14.016666666667,107.9,365511357395737,laos,19.366667,102.566667,10158,travel counts
2020-05-05,937148070010051,united states,40.0,-100.0,580903582315279,the bahamas,23.916667,-77.666667,4414,travel counts
2020-05-05,425473528186094,switzerland,46.798562,8.231973,309198619756155,liechtenstein,47.145,9.553889,1329,travel counts
2020-05-05,365511357395737,laos,19.366667,102.566667,433497307408292,thailand,15.0,101.0,9713,travel counts
2020-05-05,642311629554632,cambodia,12.733333,105.666667,433497307408292,thailand,15.0,101.0,7760,travel counts
2020-05-05,419634095534324,malaysia,2.316667,111.55,433497307408292,thailand,15.0,101.0,4607,travel counts
2020-05-05,937148070010051,united states,40.0,-100.0,810648062654687,canada,56.0,-109.0,7732,travel counts
2020-05-05,937148070010051,united states,40.0,-100.0,792883017828749,mexico,23.316667,-102.366667,39753,travel counts
2020-05-05,433497307408292,thailand,15.0,101.0,419634095534324,malaysia,2.316667,111.55,4030,travel counts
2020-05-05,312478709447704,portugal,38.7,-9.1833333333333,1080265735511471,spain,40.0,-3.0,5393,travel counts
2020-05-05,417045315510881,czech republic,50.0,16.0,833225000389252,slovakia,49.0,20.0,2390,travel counts
2020-05-05,616857608787515,hungary,47.0,19.0,833225000389252,slovakia,49.0,20.0,2006,travel counts
2020-05-05,1231810770328071,poland,52.0,19.0,833225000389252,slovakia,49.0,20.0,1245,travel counts
2020-05-05,937148070010051,united states,40.0,-100.0,381900512398634,ecuador,-1.4666666666667,-78.816666666667,1054,travel counts
2020-05-05,833225000389252,slovakia,49.0,20.0,1317763431707213,germany,51.0,10.0,1182,travel counts
2020-05-05,384833669025234,slovenia,46.0,15.0,1317763431707213,germany,51.0,10.0,1214,travel counts
2020-05-05,417045315510881,czech republic,50.0,16.0,1317763431707213,germany,51.0,10.0,7260,travel counts
2020-05-05,616857608787515,hungary,47.0,19.0,1317763431707213,germany,51.0,10.0,2669,travel counts
2020-05-05,362070071076950,netherlands,52.316666666667,5.55,1317763431707213,germany,51.0,10.0,22869,travel counts
2020-05-05,601856040330843,jamaica,18.1823878,-77.3217773,290913558509638,haiti,19.1,-72.33,1810,travel counts
2020-05-05,343315869635106,philippines,11.333330555556,123.01666944444,1237068956456866,kuwait,29.166667,47.6,1050,travel counts
2020-05-05,433497307408292,thailand,15.0,101.0,642311629554632,cambodia,12.733333,105.666667,7568,travel counts
2020-05-05,711084376012350,vietnam,14.016666666667,107.9,642311629554632,cambodia,12.733333,105.666667,3213,travel counts
2020-05-05,381900512398634,ecuador,-1.4666666666667,-78.816666666667,657349034710714,colombia,3.816667,-73.916667,2144,travel counts
2020-05-05,937148070010051,united states,40.0,-100.0,657349034710714,colombia,3.816667,-73.916667,1014,travel counts
2020-05-05,2367165386637842,brazil,-11.0,-53.0,657349034710714,colombia,3.816667,-73.916667,1048,travel counts
2020-05-05,852597565113521,united kingdom,54.0,-2.0,1693686944068084,ireland,53.4469834801,-7.08056729059,5790,travel counts
2020-05-05,1317763431707213,germany,51.0,10.0,314322742593141,denmark,56.0,10.0,2688,travel counts
2020-05-05,417158592211893,india,21.0,77.0,366682297538943,pakistan,29.0,69.0,8022,travel counts
2020-05-05,343315869635106,philippines,11.333330555556,123.01666944444,793335024385721,japan,35.0,136.0,1342,travel counts
2020-05-05,346733206197678,indonesia,-0.8349,113.4668,463167797558589,taiwan,24.0,121.0,3131,travel counts
2020-05-05,343315869635106,philippines,11.333330555556,123.01666944444,463167797558589,taiwan,24.0,121.0,1121,travel counts
2020-05-05,921744301497079,argentina,-34.0,-64.0,2103842606572854,chile,-31.0,-71.0,8058,travel counts
2020-05-05,1317763431707213,germany,51.0,10.0,404888597011746,luxembourg,49.77,6.13,3799,travel counts
2020-05-05,312478709447704,portugal,38.7,-9.1833333333333,2367165386637842,brazil,-11.0,-53.0,1285,travel counts
2020-05-05,852597565113521,united kingdom,54.0,-2.0,475814519825093,belgium,51.0,5.0,1346,travel counts
2020-05-05,1317763431707213,germany,51.0,10.0,475814519825093,belgium,51.0,5.0,6684,travel counts
2020-05-05,365511357395737,laos,19.366667,102.566667,711084376012350,vietnam,14.016666666667,107.9,11468,travel counts
2020-05-05,427725857796526,paraguay,-23.266667,-58.083333,921744301497079,argentina,-34.0,-64.0,1714,travel counts
2020-05-05,2367165386637842,brazil,-11.0,-53.0,921744301497079,argentina,-34.0,-64.0,1835,travel counts
2020-05-05,417158592211893,india,21.0,77.0,376031519676735,bangladesh,24.016667,89.866667,16636,travel counts
2020-05-05,711084376012350,vietnam,14.016666666667,107.9,376031519676735,bangladesh,24.016667,89.866667,1428,travel counts
2020-05-05,2414720828591431,romania,46.0,25.0,616857608787515,hungary,47.0,19.0,2772,travel counts
2020-05-05,321538001884900,bosnia and herzegovina,44.0,18.0,400835317162981,croatia,45.25,15.466667,1329,travel counts
2020-05-05,433497307408292,thailand,15.0,101.0,365511357395737,laos,19.366667,102.566667,9492,travel counts
2020-05-05,680120905754069,france,47.0,2.0,425473528186094,switzerland,46.798562,8.231973,14471,travel counts
2020-05-05,1080265735511471,spain,40.0,-3.0,312478709447704,portugal,38.7,-9.1833333333333,3854,travel counts
2020-05-05,680120905754069,france,47.0,2.0,362070071076950,netherlands,52.316666666667,5.55,1812,travel counts
2020-05-05,475814519825093,belgium,51.0,5.0,1317763431707213,germany,51.0,10.0,6749,travel counts
2020-05-05,314322742593141,denmark,56.0,10.0,1317763431707213,germany,51.0,10.0,3347,travel counts
2020-05-05,351886962112263,italy,43.0,12.0,1317763431707213,germany,51.0,10.0,3331,travel counts
2020-05-05,2282619438622633,austria,48.0,14.0,1317763431707213,germany,51.0,10.0,10250,travel counts
2020-05-05,290913558509638,haiti,19.1,-72.33,601856040330843,jamaica,18.1823878,-77.3217773,1642,travel counts
2020-05-05,657349034710714,colombia,3.816667,-73.916667,381900512398634,ecuador,-1.4666666666667,-78.816666666667,2300,travel counts
2020-05-05,1693686944068084,ireland,53.4469834801,-7.08056729059,852597565113521,united kingdom,54.0,-2.0,4087,travel counts
2020-05-05,937148070010051,united states,40.0,-100.0,2367165386637842,brazil,-11.0,-53.0,1218,travel counts
2020-05-05,921744301497079,argentina,-34.0,-64.0,2367165386637842,brazil,-11.0,-53.0,1957,travel counts
2020-05-05,427725857796526,paraguay,-23.266667,-58.083333,2367165386637842,brazil,-11.0,-53.0,3112,travel counts
2020-05-05,475814519825093,belgium,51.0,5.0,680120905754069,france,47.0,2.0,13199,travel counts
2020-05-05,425473528186094,switzerland,46.798562,8.231973,680120905754069,france,47.0,2.0,12562,travel counts
2020-05-05,362070071076950,netherlands,52.316666666667,5.55,475814519825093,belgium,51.0,5.0,15433,travel counts
2020-05-05,376031519676735,bangladesh,24.016667,89.866667,711084376012350,vietnam,14.016666666667,107.9,1466,travel counts
2020-05-05,642311629554632,cambodia,12.733333,105.666667,711084376012350,vietnam,14.016666666667,107.9,3358,travel counts
2020-05-05,1317763431707213,germany,51.0,10.0,417045315510881,czech republic,50.0,16.0,4070,travel counts
2020-05-05,2282619438622633,austria,48.0,14.0,417045315510881,czech republic,50.0,16.0,1268,travel counts
2020-05-05,1231810770328071,poland,52.0,19.0,417045315510881,czech republic,50.0,16.0,2820,travel counts
2020-05-05,417158592211893,india,21.0,77.0,343315869635106,philippines,11.333330555556,123.01666944444,1140,travel counts
2020-05-05,407219260067826,bulgaria,42.75,25.5,351785358793117,greece,39.0,22.0,1006,travel counts
2020-05-05,597585864063467,united arab emirates,23.783333,54.0,343315869635106,philippines,11.333330555556,123.01666944444,1604,travel counts
2020-05-05,463167797558589,taiwan,24.0,121.0,343315869635106,philippines,11.333330555556,123.01666944444,1019,travel counts
2020-05-05,793335024385721,japan,35.0,136.0,343315869635106,philippines,11.333330555556,123.01666944444,1403,travel counts
