ds,polygon1_id,polygon1_name,latitude1,longitude1,polygon2_id,polygon2_name,latitude2,longitude2,metric_value,metric_name
2020-05-01,427725857796526,paraguay,-23.266667,-58.083333,2367165386637842,brazil,-11.0,-53.0,3072,travel counts
2020-05-01,627913770953274,sweden,61.0,15.0,314322742593141,denmark,56.0,10.0,3725,travel counts
2020-05-01,852597565113521,united kingdom,54.0,-2.0,1693686944068084,ireland,53.4469834801,-7.08056729059,4313,travel counts
2020-05-01,2367165386637842,brazil,-11.0,-53.0,937148070010051,united states,40.0,-100.0,1094,travel counts
2020-05-01,810648062654687,canada,56.0,-109.0,937148070010051,united states,40.0,-100.0,7904,travel counts
2020-05-01,417158592211893,india,21.0,77.0,1462081337261943,bhutan,27.45,90.5,3965,travel counts
2020-05-01,417158592211893,india,21.0,77.0,549126165612289,nepal,26.533333333333,86.733333333333,11155,travel counts
2020-05-01,351785358793117,greece,39.0,22.0,407219260067826,bulgaria,42.75,25.5,1065,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,417045315510881,czech republic,50.0,16.0,10949,travel counts
2020-05-01,400835317162981,croatia,45.25,15.466667,321538001884900,bosnia and herzegovina,44.0,18.0,1911,travel counts
2020-05-01,937148070010051,united states,40.0,-100.0,2367165386637842,brazil,-11.0,-53.0,1134,travel counts
2020-05-01,921744301497079,argentina,-34.0,-64.0,2367165386637842,brazil,-11.0,-53.0,1772,travel counts
2020-05-01,312478709447704,portugal,38.7,-9.1833333333333,2367165386637842,brazil,-11.0,-53.0,1449,travel counts
2020-05-01,417158592211893,india,21.0,77.0,403586003810080,south africa,-29.0,24.0,1029,travel counts
2020-05-01,2367165386637842,brazil,-11.0,-53.0,657349034710714,colombia,3.816667,-73.916667,1037,travel counts
2020-05-01,597585864063467,united arab emirates,23.783333,54.0,366682297538943,pakistan,29.0,69.0,1670,travel counts
2020-05-01,937148070010051,united states,40.0,-100.0,452507115497292,nigeria,9.0,8.0,2673,travel counts
2020-05-01,937148070010051,united states,40.0,-100.0,810648062654687,canada,56.0,-109.0,10198,travel counts
2020-05-01,2367165386637842,brazil,-11.0,-53.0,606189189846925,uruguay,-32.733333,-56.65,3356,travel counts
2020-05-01,2282619438622633,austria,48.0,14.0,417045315510881,czech republic,50.0,16.0,2871,travel counts
2020-05-01,2272822426127539,puerto rico,18.25,-66.5,937148070010051,united states,40.0,-100.0,1672,travel counts
2020-05-01,2414720828591431,romania,46.0,25.0,407219260067826,bulgaria,42.75,25.5,2213,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,314322742593141,denmark,56.0,10.0,2919,travel counts
2020-05-01,381900512398634,ecuador,-1.4666666666667,-78.816666666667,657349034710714,colombia,3.816667,-73.916667,2020,travel counts
2020-05-01,343315869635106,philippines,11.333330555556,123.01666944444,463167797558589,taiwan,24.0,121.0,1048,travel counts
2020-05-01,606189189846925,uruguay,-32.733333,-56.65,2367165386637842,brazil,-11.0,-53.0,2768,travel counts
2020-05-01,417158592211893,india,21.0,77.0,366682297538943,pakistan,29.0,69.0,8024,travel counts
2020-05-01,1231810770328071,poland,52.0,19.0,417045315510881,czech republic,50.0,16.0,1084,travel counts
2020-05-01,452507115497292,nigeria,9.0,8.0,937148070010051,united states,40.0,-100.0,2728,travel counts
2020-05-01,2367165386637842,brazil,-11.0,-53.0,921744301497079,argentina,-34.0,-64.0,1691,travel counts
2020-05-01,433497307408292,thailand,15.0,101.0,419634095534324,malaysia,2.316667,111.55,4376,travel counts
2020-05-01,833225000389252,slovakia,49.0,20.0,417045315510881,czech republic,50.0,16.0,2946,travel counts
2020-05-01,351886962112263,italy,43.0,12.0,400835317162981,croatia,45.25,15.466667,1142,travel counts
2020-05-01,384833669025234,slovenia,46.0,15.0,400835317162981,croatia,45.25,15.466667,2121,travel counts
2020-05-01,346733206197678,indonesia,-0.8349,113.4668,463167797558589,taiwan,24.0,121.0,3142,travel counts
2020-05-01,343315869635106,philippines,11.333330555556,123.01666944444,937148070010051,united states,40.0,-100.0,2165,travel counts
2020-05-01,792883017828749,mexico,23.316667,-102.366667,937148070010051,united states,40.0,-100.0,41987,travel counts
2020-05-01,1462081337261943,bhutan,27.45,90.5,417158592211893,india,21.0,77.0,4017,travel counts
2020-05-01,343315869635106,philippines,11.333330555556,123.01666944444,417158592211893,india,21.0,77.0,1035,travel counts
2020-05-01,2103842606572854,chile,-31.0,-71.0,921744301497079,argentina,-34.0,-64.0,7930,travel counts
2020-05-01,2367165386637842,brazil,-11.0,-53.0,427725857796526,paraguay,-23.266667,-58.083333,3448,travel counts
2020-05-01,346733206197678,indonesia,-0.8349,113.4668,419634095534324,malaysia,2.316667,111.55,7163,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,400835317162981,croatia,45.25,15.466667,3549,travel counts
2020-05-01,343315869635106,philippines,11.333330555556,123.01666944444,793335024385721,japan,35.0,136.0,1195,travel counts
2020-05-01,427725857796526,paraguay,-23.266667,-58.083333,921744301497079,argentina,-34.0,-64.0,1709,travel counts
2020-05-01,680120905754069,france,47.0,2.0,1080265735511471,spain,40.0,-3.0,9883,travel counts
2020-05-01,851705715169048,saudi arabia,23.716667,44.116667,417158592211893,india,21.0,77.0,1995,travel counts
2020-05-01,404888597011746,luxembourg,49.77,6.13,680120905754069,france,47.0,2.0,16716,travel counts
2020-05-01,2282619438622633,austria,48.0,14.0,400835317162981,croatia,45.25,15.466667,2121,travel counts
2020-05-01,404888597011746,luxembourg,49.77,6.13,475814519825093,belgium,51.0,5.0,8383,travel counts
2020-05-01,852597565113521,united kingdom,54.0,-2.0,475814519825093,belgium,51.0,5.0,1195,travel counts
2020-05-01,312478709447704,portugal,38.7,-9.1833333333333,1080265735511471,spain,40.0,-3.0,3438,travel counts
2020-05-01,711084376012350,vietnam,14.016666666667,107.9,793335024385721,japan,35.0,136.0,1094,travel counts
2020-05-01,346733206197678,indonesia,-0.8349,113.4668,417158592211893,india,21.0,77.0,5815,travel counts
2020-05-01,376031519676735,bangladesh,24.016667,89.866667,417158592211893,india,21.0,77.0,17222,travel counts
2020-05-01,1268336069999928,kazakhstan,48.0,68.0,417158592211893,india,21.0,77.0,1090,travel counts
2020-05-01,711084376012350,vietnam,14.016666666667,107.9,417158592211893,india,21.0,77.0,2276,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,1231810770328071,poland,52.0,19.0,23239,travel counts
2020-05-01,642311629554632,cambodia,12.733333,105.666667,711084376012350,vietnam,14.016666666667,107.9,3843,travel counts
2020-05-01,351886962112263,italy,43.0,12.0,680120905754069,france,47.0,2.0,2927,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,475814519825093,belgium,51.0,5.0,5748,travel counts
2020-05-01,362070071076950,netherlands,52.316666666667,5.55,475814519825093,belgium,51.0,5.0,12323,travel counts
2020-05-01,937148070010051,united states,40.0,-100.0,417158592211893,india,21.0,77.0,1289,travel counts
2020-05-01,343315869635106,philippines,11.333330555556,123.01666944444,1246147782210951,australia,-25.0,135.0,1201,travel counts
2020-05-01,419634095534324,malaysia,2.316667,111.55,433497307408292,thailand,15.0,101.0,4691,travel counts
2020-05-01,365511357395737,laos,19.366667,102.566667,711084376012350,vietnam,14.016666666667,107.9,11693,travel counts
2020-05-01,642311629554632,cambodia,12.733333,105.666667,433497307408292,thailand,15.0,101.0,8364,travel counts
2020-05-01,627913770953274,sweden,61.0,15.0,1231810770328071,poland,52.0,19.0,1262,travel counts
2020-05-01,580903582315279,the bahamas,23.916667,-77.666667,937148070010051,united states,40.0,-100.0,4282,travel counts
2020-05-01,417158592211893,india,21.0,77.0,937148070010051,united states,40.0,-100.0,1331,travel counts
2020-05-01,921744301497079,argentina,-34.0,-64.0,2103842606572854,chile,-31.0,-71.0,7873,travel counts
2020-05-01,2419372088349100,iraq,33.0,43.0,1237068956456866,kuwait,29.166667,47.6,1058,travel counts
2020-05-01,2367165386637842,brazil,-11.0,-53.0,345922999375723,bolivia,-17.056869611111,-64.991228611111,1027,travel counts
2020-05-01,549126165612289,nepal,26.533333333333,86.733333333333,417158592211893,india,21.0,77.0,11592,travel counts
2020-05-01,627913770953274,sweden,61.0,15.0,623759951440132,norway,61.0,8.0,1823,travel counts
2020-05-01,852597565113521,united kingdom,54.0,-2.0,362070071076950,netherlands,52.316666666667,5.55,1888,travel counts
2020-05-01,425473528186094,switzerland,46.798562,8.231973,680120905754069,france,47.0,2.0,24507,travel counts
2020-05-01,680120905754069,france,47.0,2.0,475814519825093,belgium,51.0,5.0,10500,travel counts
2020-05-01,366682297538943,pakistan,29.0,69.0,417158592211893,india,21.0,77.0,8123,travel counts
2020-05-01,937148070010051,united states,40.0,-100.0,792883017828749,mexico,23.316667,-102.366667,48269,travel counts
2020-05-01,343315869635106,philippines,11.333330555556,123.01666944444,1237068956456866,kuwait,29.166667,47.6,1176,travel counts
2020-05-01,680120905754069,france,47.0,2.0,404888597011746,luxembourg,49.77,6.13,2060,travel counts
2020-05-01,921744301497079,argentina,-34.0,-64.0,427725857796526,paraguay,-23.266667,-58.083333,1741,travel counts
2020-05-01,657349034710714,colombia,3.816667,-73.916667,381900512398634,ecuador,-1.4666666666667,-78.816666666667,2119,travel counts
2020-05-01,365511357395737,laos,19.366667,102.566667,433497307408292,thailand,15.0,101.0,10244,travel counts
2020-05-01,362070071076950,netherlands,52.316666666667,5.55,1231810770328071,poland,52.0,19.0,1432,travel counts
2020-05-01,937148070010051,united states,40.0,-100.0,580903582315279,the bahamas,23.916667,-77.666667,3341,travel counts
2020-05-01,937148070010051,united states,40.0,-100.0,2272822426127539,puerto rico,18.25,-66.5,1651,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,680120905754069,france,47.0,2.0,11957,travel counts
2020-05-01,346733206197678,indonesia,-0.8349,113.4668,711084376012350,vietnam,14.016666666667,107.9,1010,travel counts
2020-05-01,376031519676735,bangladesh,24.016667,89.866667,711084376012350,vietnam,14.016666666667,107.9,1403,travel counts
2020-05-01,711084376012350,vietnam,14.016666666667,107.9,376031519676735,bangladesh,24.016667,89.866667,1541,travel counts
2020-05-01,1237068956456866,kuwait,29.166667,47.6,343315869635106,philippines,11.333330555556,123.01666944444,1258,travel counts
2020-05-01,937148070010051,united states,40.0,-100.0,343315869635106,philippines,11.333330555556,123.01666944444,2134,travel counts
2020-05-01,793335024385721,japan,35.0,136.0,343315869635106,philippines,11.333330555556,123.01666944444,1369,travel counts
2020-05-01,314322742593141,denmark,56.0,10.0,627913770953274,sweden,61.0,15.0,4368,travel counts
2020-05-01,417158592211893,india,21.0,77.0,346733206197678,indonesia,-0.8349,113.4668,5687,travel counts
2020-05-01,627913770953274,sweden,61.0,15.0,1317763431707213,germany,51.0,10.0,1317,travel counts
2020-05-01,852597565113521,united kingdom,54.0,-2.0,1317763431707213,germany,51.0,10.0,1329,travel counts
2020-05-01,425473528186094,switzerland,46.798562,8.231973,1317763431707213,germany,51.0,10.0,8660,travel counts
2020-05-01,475814519825093,belgium,51.0,5.0,1317763431707213,germany,51.0,10.0,5023,travel counts
2020-05-01,1231810770328071,poland,52.0,19.0,1317763431707213,germany,51.0,10.0,5006,travel counts
2020-05-01,314322742593141,denmark,56.0,10.0,1317763431707213,germany,51.0,10.0,3003,travel counts
2020-05-01,937148070010051,united states,40.0,-100.0,381900512398634,ecuador,-1.4666666666667,-78.816666666667,1069,travel counts
2020-05-01,475814519825093,belgium,51.0,5.0,404888597011746,luxembourg,49.77,6.13,1327,travel counts
2020-05-01,417045315510881,czech republic,50.0,16.0,1231810770328071,poland,52.0,19.0,2783,travel counts
2020-05-01,597585864063467,united arab emirates,23.783333,54.0,417158592211893,india,21.0,77.0,2237,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,2282619438622633,austria,48.0,14.0,10448,travel counts
2020-05-01,851705715169048,saudi arabia,23.716667,44.116667,343315869635106,philippines,11.333330555556,123.01666944444,4416,travel counts
2020-05-01,817571401952819,qatar,25.269535,51.212767,343315869635106,philippines,11.333330555556,123.01666944444,1077,travel counts
2020-05-01,597585864063467,united arab emirates,23.783333,54.0,343315869635106,philippines,11.333330555556,123.01666944444,1911,travel counts
2020-05-01,417158592211893,india,21.0,77.0,343315869635106,philippines,11.333330555556,123.01666944444,1075,travel counts
2020-05-01,417158592211893,india,21.0,77.0,711084376012350,vietnam,14.016666666667,107.9,2171,travel counts
2020-05-01,680120905754069,france,47.0,2.0,362070071076950,netherlands,52.316666666667,5.55,3482,travel counts
2020-05-01,400835317162981,croatia,45.25,15.466667,384833669025234,slovenia,46.0,15.0,1121,travel counts
2020-05-01,376031519676735,bangladesh,24.016667,89.866667,851705715169048,saudi arabia,23.716667,44.116667,1275,travel counts
2020-05-01,417158592211893,india,21.0,77.0,851705715169048,saudi arabia,23.716667,44.116667,2102,travel counts
2020-05-01,351886962112263,italy,43.0,12.0,425473528186094,switzerland,46.798562,8.231973,1430,travel counts
2020-05-01,417045315510881,czech republic,50.0,16.0,1317763431707213,germany,51.0,10.0,1911,travel counts
2020-05-01,601856040330843,jamaica,18.1823878,-77.3217773,290913558509638,haiti,19.1,-72.33,1810,travel counts
2020-05-01,463167797558589,taiwan,24.0,121.0,346733206197678,indonesia,-0.8349,113.4668,2896,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,404888597011746,luxembourg,49.77,6.13,1699,travel counts
2020-05-01,433497307408292,thailand,15.0,101.0,642311629554632,cambodia,12.733333,105.666667,8398,travel counts
2020-05-01,417158592211893,india,21.0,77.0,1268336069999928,kazakhstan,48.0,68.0,1002,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,627913770953274,sweden,61.0,15.0,1067,travel counts
2020-05-01,463167797558589,taiwan,24.0,121.0,343315869635106,philippines,11.333330555556,123.01666944444,1285,travel counts
2020-05-01,1317763431707213,germany,51.0,10.0,616857608787515,hungary,47.0,19.0,3973,travel counts
2020-05-01,425473528186094,switzerland,46.798562,8.231973,2282619438622633,austria,48.0,14.0,1283,travel counts
