ds,polygon1_id,polygon1_name,latitude1,longitude1,polygon2_id,polygon2_name,latitude2,longitude2,metric_value,metric_name
2020-06-01,2282619438622633,austria,48.0,14.0,616857608787515,hungary,47.0,19.0,2186,travel counts
2020-06-01,711084376012350,vietnam,14.016666666667,107.9,376031519676735,bangladesh,24.016667,89.866667,1441,travel counts
2020-06-01,606189189846925,uruguay,-32.733333,-56.65,2367165386637842,brazil,-11.0,-53.0,3469,travel counts
2020-06-01,921744301497079,argentina,-34.0,-64.0,2367165386637842,brazil,-11.0,-53.0,1693,travel counts
2020-06-01,627913770953274,sweden,61.0,15.0,331955067734176,finland,64.0,26.0,1174,travel counts
2020-06-01,343315869635106,philippines,11.333330555556,123.01666944444,793335024385721,japan,35.0,136.0,1413,travel counts
2020-06-01,711084376012350,vietnam,14.016666666667,107.9,793335024385721,japan,35.0,136.0,1151,travel counts
2020-06-01,937148070010051,united states,40.0,-100.0,792883017828749,mexico,23.316667,-102.366667,42284,travel counts
2020-06-01,384833669025234,slovenia,46.0,15.0,351886962112263,italy,43.0,12.0,2161,travel counts
2020-06-01,400835317162981,croatia,45.25,15.466667,351886962112263,italy,43.0,12.0,1149,travel counts
2020-06-01,417158592211893,india,21.0,77.0,1462081337261943,bhutan,27.45,90.5,4263,travel counts
2020-06-01,346733206197678,indonesia,-0.8349,113.4668,419634095534324,malaysia,2.316667,111.55,8555,travel counts
2020-06-01,433497307408292,thailand,15.0,101.0,419634095534324,malaysia,2.316667,111.55,6052,travel counts
2020-06-01,401821703703677,serbia,43.95,20.933333333333,400835317162981,croatia,45.25,15.466667,1768,travel counts
2020-06-01,321538001884900,bosnia and herzegovina,44.0,18.0,400835317162981,croatia,45.25,15.466667,9248,travel counts
2020-06-01,351886962112263,italy,43.0,12.0,2666999523371674,san marino,43.933333333333,12.466666666667,4234,travel counts
2020-06-01,365511357395737,laos,19.366667,102.566667,711084376012350,vietnam,14.016666666667,107.9,11857,travel counts
2020-06-01,346733206197678,indonesia,-0.8349,113.4668,711084376012350,vietnam,14.016666666667,107.9,1161,travel counts
2020-06-01,627913770953274,sweden,61.0,15.0,623759951440132,norway,61.0,8.0,3070,travel counts
