spaco_id,country,polygon_name,level,date_time,n_baseline,n_crisis,density_baseline,density_crisis,n_difference,percent_change,clipped_z_score,lat,lon
1109342,US,District 2 Oldtown,LEVEL4,2020-04-28 1600,21.916666666667,28,1.1151682049723E-5,1.4274025606582E-5,6.0833333333333,26.545454545455,1.763357978423,39.568331703048,-78.540528353291
1109343,US,District 3 Flintstone,LEVEL4,2020-04-28 1600,55.166666666667,79,2.8070013372308E-5,4.0273143675715E-5,23.833333333333,42.433234421365,3.4675178022925,39.66536576069,-78.537023947415
1109358,US,District 21 Gross,LEVEL4,2020-04-28 1600,3.8333333333333,7,1.9504843128794E-6,3.5685064016456E-6,3.1666666666667,65.51724137931,1.5212174611483,39.680771517638,-78.650318383485
1109367,US,District 1,LEVEL4,2020-04-28 1600,11856.318774159,9037,0.0060327557680419,0.0046069417645245,-2819.3187741587,-23.777034486945,-4,39.17629622564,-76.686644795364
1109368,US,District 2,LEVEL4,2020-04-28 1600,6953.0099233938,7548,0.0035378443781411,0.0038478694742316,594.9900766062,8.556071722081,2.8441678030602,39.14026053424,-76.640715998308
1109369,US,District 3,LEVEL4,2020-04-28 1600,6310.3542666991,7582,0.0032108470450195,0.003865202219611,1271.6457333009,20.148539910215,3.2080194441123,39.13345506609,-76.509825333966
1109370,US,District 4,LEVEL4,2020-04-28 1600,6073.5,6644,0.003090330384593,0.0033870223617905,570.5,9.391719483085,3.7067840461737,39.068681999254,-76.707526426702
1109371,US,District 5,LEVEL4,2020-04-28 1600,3703.5613333345,3992,0.0018844534649884,0.0020350682221956,288.43866666552,7.7860410642979,3.0275114205683,39.048753935632,-76.506735991857
1109372,US,District 6,LEVEL4,2020-04-28 1600,7194.5868299202,6058,0.0036607640215847,0.0030882873973099,-1136.5868299202,-15.795609959067,-4,38.985094825884,-76.546701983742
1109373,US,District 7,LEVEL4,2020-04-28 1600,4398.6682542271,5205,0.0022381391549819,0.0026534394029379,806.33174577292,18.327103299168,3.3342062943899,38.865131903525,-76.608914180438
1109375,US,District 1,LEVEL4,2020-04-28 1600,6226.6666666667,6062,0.0031682649534423,0.0030903265438251,-164.66666666667,-2.6441149708291,-1.0925446252104,39.280843145008,-76.74505147222
1109376,US,District 2,LEVEL4,2020-04-28 1600,6230.5833333333,6681,0.0031702578395881,0.0034058844670563,450.41666666667,7.2279650704075,4,39.365601686892,-76.815278239174
1109377,US,District 3,LEVEL4,2020-04-28 1600,4383.6049796953,4329,0.0022304746295884,0.0022068663161034,-54.604979695295,-1.2453796852434,-0.79129953796899,39.396072774071,-76.715858636607
1109378,US,District 4,LEVEL4,2020-04-28 1600,4239.2727050597,4596,0.0021570351937139,0.0023429793459947,356.72729494035,8.4128385071717,3.201619189257,39.47501148267,-76.807744544305
1109379,US,District 5,LEVEL4,2020-04-28 1600,240.79627062693,327,0.00012252243872809,0.00016670022761973,86.203729373065,35.651389142419,3.2337198924032,39.589157099821,-76.771682167845
1109380,US,District 6,LEVEL4,2020-04-28 1600,211.31357218253,285,0.00010752099329753,0.00014528918920986,73.68642781747,34.706414224956,2.4586211493126,39.677612139495,-76.731710541919
1109381,US,District 7,LEVEL4,2020-04-28 1600,388.81130739914,473,0.00019783574497882,0.00024112907542548,84.188692600856,21.597293614331,2.6976611915506,39.648800210701,-76.639314836844
1109382,US,District 8,LEVEL4,2020-04-28 1600,6059.4266271516,4878,0.0030831695429486,0.0024867391753182,-1181.4266271516,-19.494116500951,-2.8892295104032,39.488330789028,-76.663315772066
1109383,US,District 9,LEVEL4,2020-04-28 1600,8276.5833333333,7547,0.004211307640671,0.0038473596876028,-729.58333333333,-8.8139654287181,-3.1662929737638,39.401805232965,-76.585593359634
1109384,US,District 10,LEVEL4,2020-04-28 1600,376.93950257324,496,0.00019179510956704,0.00025285416788803,119.06049742676,31.502527948553,3.5114843072661,39.540936975234,-76.575121489849
1109385,US,District 11,LEVEL4,2020-04-28 1600,4595.1747155876,5010,0.0023381259646157,0.0025540310103206,414.82528441238,9.0254463783878,1.7706198402018,39.4394888072,-76.459856965487
1109386,US,District 12,LEVEL4,2020-04-28 1600,5411.5820621505,5901,0.0027535319791523,0.0030082508965872,489.41793784955,9.04222665319,2.0584352576757,39.257494805763,-76.509113081212
1109387,US,District 13,LEVEL4,2020-04-28 1600,4026.33349784,4235,0.0020486870415542,0.0021589463729956,208.66650215997,5.1812570841697,3.0005743479634,39.240104637356,-76.677017973399
1109388,US,District 14,LEVEL4,2020-04-28 1600,4083.4863042102,4224,0.0020777676464921,0.0021533387200787,140.51369578984,3.4401803635625,0.61484186413174,39.356681137328,-76.500454662638
1109389,US,District 15,LEVEL4,2020-04-28 1600,11304.306182599,12288,0.0057518796201247,0.0062642580947744,983.69381740118,8.7011691812052,3.652282155153,39.298174073013,-76.426384916278
1109391,US,District 1 Solomons Island,LEVEL4,2020-04-28 1600,1717.6223673138,2073,0.00087396403901644,0.0010567876815159,355.37763268618,20.678052342682,3.4277722686982,38.396862000669,-76.474878439777
1109392,US,District 2 Prince Frederick,LEVEL4,2020-04-28 1600,2088.5924278662,2172,0.0010627217651874,0.0011072565577677,83.407572133848,3.9915713237448,1.3394985256042,38.551627228733,-76.601622526938
1109393,US,District 3 Sunderland,LEVEL4,2020-04-28 1600,1782.1895263468,2113,0.00090681722966542,0.0010771791466682,330.81047365316,18.551616009706,2.404522981713,38.683881001096,-76.600827933507
1109395,US,District 1 Henderson,LEVEL4,2020-04-28 1600,301.79452724178,308,0.0001535596933299,0.00015701428167241,6.2054727582181,2.0494005670264,0.175480766065,39.077774072075,-75.789094408527
1109396,US,District 2 Greensboro,LEVEL4,2020-04-28 1600,378.38922646794,471,0.00019253276097085,0.00024010950216787,92.610773532064,24.410491145006,2.5782648972175,38.985508190681,-75.801130098775
1109397,US,District 3 Denton,LEVEL4,2020-04-28 1600,531.5,537,0.00027043889016402,0.0002737554196691,5.5,1.0328638497653,0.25139685731339,38.864338238896,-75.780603554605
1109398,US,District 4 Preston,LEVEL4,2020-04-28 1600,359.66967255824,368,0.0001830078402113,0.0001876014794008,8.3303274417599,2.3096833683499,0.38926138448071,38.734122162668,-75.930287062232
1109399,US,District 5 Federalsburg,LEVEL4,2020-04-28 1600,449.83333333333,473,0.00022888509393311,0.00024112907542548,23.166666666667,5.1386321626617,1.7769606056069,38.712312961798,-75.766768922229
1109400,US,District 6 Hillsboro,LEVEL4,2020-04-28 1600,285.91666666667,293,0.00014548068864107,0.00014936748224031,7.0833333333333,2.4687772291606,0.41394656006569,38.887794559123,-75.897961958418
1109401,US,District 7 Ridgely,LEVEL4,2020-04-28 1600,303.58333333333,342,0.00015446987721347,0.00017434702705183,38.416666666667,12.612859097127,3.3449897182831,38.962688837612,-75.877159916701
1109402,US,District 8 American Corner,LEVEL4,2020-04-28 1600,105.58333333333,114,5.3723122269961E-5,5.8115675683942E-5,8.4166666666667,7.896794370602,1.0924651530437,38.782724663508,-75.815661134879
1109404,US,District 1 Taneytown,LEVEL4,2020-04-28 1600,695.45407604015,776,0.00035386233016809,0.00039559442395385,80.54592395985,11.565145029779,2.196604560355,39.673099909691,-77.178075845032
1109405,US,District 2 Uniontown,LEVEL4,2020-04-28 1600,197.6635193602,250,0.0001005755461932,0.00012744665720163,52.336480639796,26.344283443858,3.5930027301585,39.610906227379,-77.103565922999
1109406,US,District 3 Myers,LEVEL4,2020-04-28 1600,271.35061590238,352,0.00013806916163681,0.00017944489333989,80.649384097619,29.612337695806,2.4784803572403,39.685100264332,-77.035129574165
1109407,US,District 4 Woolerys,LEVEL4,2020-04-28 1600,851.28828200698,1034,0.00043315420168504,0.00052711937418593,182.71171799302,21.437783652588,3.3058816822073,39.504648364378,-76.927119506261
1109408,US,District 5 Freedom,LEVEL4,2020-04-28 1600,1504.7727781079,1673,0.00076566148647323,0.0008528730299933,168.22722189211,11.17215189024,1.79591426795,39.396742154184,-76.930538242627
1109409,US,District 6 Manchester,LEVEL4,2020-04-28 1600,781.63706926672,967,0.00039771413268776,0.0004929636700559,185.36293073328,23.684404689258,2.4570602920759,39.673526588592,-76.893077474764
1109410,US,District 7 Westminster,LEVEL4,2020-04-28 1600,3459.1543815882,3111,0.0017600938322911,0.0015859462022171,-348.1543815882,-10.061816416075,-4,39.579766119753,-77.003833157437
1109411,US,District 8 Hampstead,LEVEL4,2020-04-28 1600,844.92244784564,1026,0.00042991512524937,0.00052304108115548,181.07755215436,21.405928240292,2.903655519787,39.600353993016,-76.872206124542
1109412,US,District 9 Franklin,LEVEL4,2020-04-28 1600,340.56409652448,408,0.00017328650290459,0.00020799294455306,67.435903475517,19.743264635158,2.0861533057888,39.462630666711,-77.071512186003
1109413,US,District 10 Middleburg,LEVEL4,2020-04-28 1600,79.5,83,4.0451348575803E-5,4.2312290190941E-5,3.5,4.3478260869565,0.41273960592713,39.615687678513,-77.23549615567
1109414,US,District 11 New Windsor,LEVEL4,2020-04-28 1600,238.26913484524,306,0.00012123657645886,0.00015599470841479,67.730865154762,28.307397524788,4,39.532463100794,-77.096133450396
1109415,US,District 12 Union Bridge,LEVEL4,2020-04-28 1600,115.5,133,5.8768940383714E-5,6.7801621631266E-5,17.5,15.021459227468,1.3571490234468,39.570800037885,-77.168274691321
1109416,US,District 13 Mount Airy,LEVEL4,2020-04-28 1600,480.30936658799,477,0.00024439196996319,0.00024316822194071,-3.3093665879887,-0.68757577095349,-0.1015353346979,39.389328130033,-77.122430875337
1109417,US,District 14 Berrett,LEVEL4,2020-04-28 1600,597.31972926177,684,0.00030392941609525,0.00034869405410365,86.680270738231,14.487282718419,2.0916975930178,39.412060426787,-77.019023846723
1109419,US,District 1 Cecilton,LEVEL4,2020-04-28 1600,370.5161032941,444,0.00018852674273331,0.00022634526319009,73.483896705897,19.77946475384,2.92917570326,39.415643967861,-75.904093658691
1109420,US,District 2 Chesapeake City,LEVEL4,2020-04-28 1600,365.96196371596,410,0.00018620949634918,0.00020901251781067,44.038036284041,12.000708694193,1.9377643405372,39.505105217639,-75.832778702709
1109421,US,District 3 Elkton,LEVEL4,2020-04-28 1600,3167.3333333333,3126,0.001611608864433,0.0015935930016492,-41.333333333333,-1.3045765386639,-1.1323460450607,39.623956994643,-75.851181642331
1109422,US,District 4 Fair Hill,LEVEL4,2020-04-28 1600,563.59110758659,683,0.00028676755153721,0.00034818426747485,119.40889241341,21.149623295315,3.4286063678133,39.694872650439,-75.852623546626
1109423,US,District 5 North East,LEVEL4,2020-04-28 1600,2272.4779208084,2620,0.0011562867484961,0.0013356409674731,347.52207919156,15.285922771046,4,39.57029613447,-75.956740423304
1109424,US,District 6 Rising Sun,LEVEL4,2020-04-28 1600,737.98957075984,830,0.00037550532543539,0.00042312290190941,92.010429240155,12.450842729154,1.8481227483602,39.680178202017,-76.075694965232
1109425,US,District 7 Port Deposit,LEVEL4,2020-04-28 1600,1004.6294293149,1070,0.00051117755012237,0.00054547169282297,65.370570685073,6.5004631705743,1.6850519347384,39.60554996609,-76.086757769513
1109426,US,District 8 Oakwood,LEVEL4,2020-04-28 1600,245.83333333333,278,0.00012508540702161,0.00014172068280821,32.166666666667,13.031735313977,1.7248400897115,39.696042708759,-76.171238284067
1109427,US,District 9 Calvert,LEVEL4,2020-04-28 1600,252.62151781505,280,0.00012853938458975,0.00014274025606582,27.378482184954,10.795015510048,1.1869675903591,39.68803495791,-75.97264320614
1109429,US,District 1 La Plata,LEVEL4,2020-04-28 1600,1224.6970220812,1242,0.00062315278163465,0.00063315499297769,17.302977918797,1.4116847481131,0.45753014582484,38.506081962227,-76.997011294328
1109430,US,District 2 Hill Top,LEVEL4,2020-04-28 1600,132.47683277547,163,6.7407126299608E-5,8.3095220495462E-5,30.523167224533,22.867764082984,1.65606502513,38.461874732645,-77.095252746085
1109431,US,District 3 Nanjemoy,LEVEL4,2020-04-28 1600,166.74816016781,205,8.484513146317E-5,0.00010450625890534,38.251839832188,22.803135243881,3.3605770931987,38.431616990706,-77.225330927864
1109432,US,District 4 Allens Fresh,LEVEL4,2020-04-28 1600,226.42040418761,313,0.00011520768169141,0.00015956321481644,86.579595812392,38.070284907668,3.8498124548389,38.438638456509,-76.913733371413
1109433,US,District 5 Thompkinsville,LEVEL4,2020-04-28 1600,415.75,491,0.00021154274428164,0.000250305234744,75.25,18.056388722256,3.2809850382688,38.298501844992,-76.920255563793
1109434,US,District 6 Waldorf,LEVEL4,2020-04-28 1600,5664.7963592312,6033,0.0028823729828705,0.0030755427315897,368.20364076877,6.4987094032927,1.14826536249,38.606129597009,-76.963677616176
1109435,US,District 7 Pomonkey,LEVEL4,2020-04-28 1600,868.04781484432,1060,0.00044168182061298,0.0005403738265349,191.95218515568,22.087643726492,4,38.61151389934,-77.123334664315
1109436,US,District 8 Bryantown,LEVEL4,2020-04-28 1600,1283.2487100128,1643,0.00065294516827897,0.0008375794311291,359.75128998718,28.012587217906,3.3217625333988,38.560225144438,-76.851099222701
1109437,US,District 9 Hughesville,LEVEL4,2020-04-28 1600,290.64796382648,369,0.00014788807669928,0.0001881112660296,78.352036173518,26.865277969208,2.6176392442434,38.550539559558,-76.743555032719
1109438,US,District 10 Marbury,LEVEL4,2020-04-28 1600,185.83333333333,208,9.4556087341762E-5,0.00010603561879175,22.166666666667,11.864406779661,1.5115410910293,38.548613663349,-77.162880879782
1109440,US,District 1 Fork,LEVEL4,2020-04-28 1600,155.90439348602,194,7.9327584470468E-5,9.8898605988464E-5,38.095606513979,24.279502738955,2.2381615600284,38.597269703911,-75.766429235547
1109441,US,District 2 East New Market,LEVEL4,2020-04-28 1600,191.05978423194,237,9.7215420513005E-5,0.00012081943102714,45.94021576806,23.919747672204,3.1617109509903,38.59340164397,-75.923374688655
1109442,US,District 3 Vienna,LEVEL4,2020-04-28 1600,58.25,64,2.9638881189189E-5,3.2626344243617E-5,5.75,9.704641350211,0.98843208427539,38.505824062361,-75.84548154818
1109443,US,District 4 Taylors Island,LEVEL4,2020-04-28 1600,10.666666666667,14,5.4274346097513E-6,7.1370128032912E-6,3.3333333333333,28.571428571429,1.733627549641,38.459799763211,-76.266088739525
1109444,US,District 5 Lakes,LEVEL4,2020-04-28 1600,12.5,15,6.3602749333024E-6,7.6467994320977E-6,2.5,18.518518518519,1.0284416890093,38.357601756477,-76.131537857911
1109445,US,District 6 Hoopers Island,LEVEL4,2020-04-28 1600,30,40,1.5264659839926E-5,2.0391465152261E-5,10,32.258064516129,3.9641248358605,38.330586657292,-76.218211449341
1109446,US,District 7 Cambridge,LEVEL4,2020-04-28 1600,1513.6666666667,1484,0.00077018689259003,0.00075652335714887,-29.666666666667,-1.9586267605634,-1.1731224143885,38.558073358571,-76.112750742367
1109447,US,District 8 Neck,LEVEL4,2020-04-28 1600,36.25,56,1.8444797306577E-5,2.8548051213165E-5,19.75,53.020134228188,3.4227456395868,38.595244948896,-76.249581316543
1109448,US,District 9 Church Creek,LEVEL4,2020-04-28 1600,37,52,1.8826413802575E-5,2.6508904697939E-5,15,39.473684210526,2.4690198689562,38.477643538161,-76.137587811363
1109449,US,District 10 Straits,LEVEL4,2020-04-28 1600,14,10,7.1235079252986E-6,5.0978662880651E-6,-4,-26.666666666667,-1.5856499343442,38.245159865272,-76.073767620599
1109450,US,District 11 Drawbridge,LEVEL4,2020-04-28 1600,1.6666666666667,3,8.4803665777365E-7,1.5293598864195E-6,1.3333333333333,50,0.89038912436799,38.392136009233,-75.91305250226
1109451,US,District 12 Williamsburg,LEVEL4,2020-04-28 1600,62.868184594919,74,3.1988715086503E-5,3.7724210531682E-5,11.131815405081,17.429359352678,2.4807390782802,38.674003977571,-75.832675145476
1109452,US,District 13 Bucktown,LEVEL4,2020-04-28 1600,23.75,25,1.2084522373274E-5,1.2744665720163E-5,1.25,5.0505050505051,0.35517149236788,38.447766092409,-76.036060039671
1109453,US,District 14 Linkwood,LEVEL4,2020-04-28 1600,222.85083265703,261,0.00011339140518513,0.0001330543101185,38.14916734297,17.042227134093,2.1634063458956,38.546761428198,-75.977514878743
1109454,US,District 15 Hurlock,LEVEL4,2020-04-28 1600,415.33333333333,443,0.00021133073511719,0.00022583547656129,27.666666666667,6.6453162530024,2.208253501386,38.637579035731,-75.88509331442
1109455,US,District 16 Madison,LEVEL4,2020-04-28 1600,29.666666666667,46,1.5095052508371E-5,2.34501849251E-5,16.333333333333,53.260869565217,3.2220618227987,38.49827462235,-76.225000319075
1109456,US,District 17 Salem,LEVEL4,2020-04-28 1600,12.166666666667,18,6.1906676017476E-6,9.1761593185172E-6,5.8333333333333,44.303797468354,2.0902931735123,38.479213309382,-75.938297461751
1109457,US,District 18 Elliott,LEVEL4,2020-04-28 1600,0.25,0,1.2720549866605E-7,0,-0.25,-20,-0.55277079839257,38.294399961483,-75.955486582166
1109459,US,District 1 Buckeystown,LEVEL4,2020-04-28 1600,791.81253357795,804,0.00040289163273524,0.00040986844956044,12.187466422048,1.5372444185571,0.34377631034187,39.301535659476,-77.470748293308
1109460,US,District 2 Frederick,LEVEL4,2020-04-28 1600,9010.1973287331,7918,0.0045845865771239,0.00403649052689,-1092.1973287331,-12.120446250251,-4,39.419814253562,-77.411006582197
1109461,US,District 3 Middletown,LEVEL4,2020-04-28 1600,459.73318020741,526,0.00023392235376645,0.00026814776675223,66.26681979259,14.382905907223,1.8518795430784,39.448658412676,-77.557999837526
1109462,US,District 4 Creagerstown,LEVEL4,2020-04-28 1600,56.956313727815,71,2.8980625159706E-5,3.6194850645262E-5,14.043686272185,24.231503642795,2.0715021204781,39.588518182775,-77.354913276282
1109463,US,District 5 Emmitsburg,LEVEL4,2020-04-28 1600,472.41666666667,416,0.00024037599064594,0.00021207123758351,-56.416666666667,-11.916916035909,-1.7637321169712,39.68325144568,-77.317915346213
1109464,US,District 6 Catoctin,LEVEL4,2020-04-28 1600,80.899555734889,111,4.1163473316473E-5,5.6586315797523E-5,30.100444265111,36.752878565725,2.9044026361686,39.570616787895,-77.540834688241
1109465,US,District 7 Urbana,LEVEL4,2020-04-28 1600,1020.5901579328,1114,0.00051929871989402,0.00056790230449046,93.409842067168,9.1435730211204,2.2082023635068,39.307609650284,-77.36614896263
1109466,US,District 8 Liberty,LEVEL4,2020-04-28 1600,132.79436034749,157,6.7568691312163E-5,8.0036500722623E-5,24.205639652514,18.091674110663,1.8915105863772,39.476038630916,-77.243752902331
1109467,US,District 9 New Market,LEVEL4,2020-04-28 1600,1470.0043879088,1807,0.00074797056482086,0.00092118443825337,336.99561209121,22.909218684948,2.9075070717888,39.379357836703,-77.281232532306
1109468,US,District 10 Hauvers,LEVEL4,2020-04-28 1600,156.52756005538,211,7.96446653273E-5,0.00010756497867817,54.472439944615,34.579625257614,4,39.658533053742,-77.480156844878
1109469,US,District 11 Woodsboro,LEVEL4,2020-04-28 1600,195.95964600466,218,9.9708577953782E-5,0.00011113348507982,22.040353995335,11.19028920006,1.5797804299346,39.550478243711,-77.308168672856
1109470,US,District 12 Petersville,LEVEL4,2020-04-28 1600,486.46113515311,591,0.00024752212511521,0.00030128389762465,104.53886484689,21.445579413025,3.1174291310643,39.337964985348,-77.619714347679
1109471,US,District 13 Mount Pleasant,LEVEL4,2020-04-28 1600,513.71618787177,659,0.0002613900954042,0.00033594938838349,145.28381212823,28.226004068172,2.5956734044364,39.443176557032,-77.32338501724
1109472,US,District 14 Jefferson,LEVEL4,2020-04-28 1600,280.41666666667,324,0.00014268216767042,0.00016517086773331,43.583333333333,15.487118744448,2.6736747127259,39.348139870506,-77.542002569955
1109473,US,District 15 Thurmont,LEVEL4,2020-04-28 1600,708.48991814523,821,0.00036049525335012,0.00041853482225015,112.51008185477,15.85788310409,4,39.625577499048,-77.418447750387
1109474,US,District 16 Jackson,LEVEL4,2020-04-28 1600,218.41599671224,270,0.00011113486311369,0.00013764238977776,51.584003287763,23.509682092785,3.321975408726,39.508087825262,-77.560434479841
1109475,US,District 17 Johnsville,LEVEL4,2020-04-28 1600,94.833333333333,119,4.8253285827321E-5,6.0664608827975E-5,24.166666666667,25.217391304348,1.7704003030825,39.541962980167,-77.215143790705
1109476,US,District 18 Woodville,LEVEL4,2020-04-28 1600,562.48600770066,688,0.00028620525240895,0.00035073320061888,125.51399229934,22.274553508704,2.4829865973436,39.406832628439,-77.181019280538
1109477,US,District 19 Linganore,LEVEL4,2020-04-28 1600,73.131246558065,93,3.7210786745953E-5,4.7410156479006E-5,19.868753441935,26.802130497526,1.6591467722353,39.479542816249,-77.159659619113
1109478,US,District 20 Lewistown,LEVEL4,2020-04-28 1600,179.33115201833,214,9.1247634475393E-5,0.00010909433856459,34.668847981671,19.225102037915,2.6872562494704,39.532951031796,-77.431291614126
1109479,US,District 21 Tuscarora,LEVEL4,2020-04-28 1600,575.73136094151,822,0.00029294477946498,0.00041904460887895,246.26863905849,42.700753892846,3.7332922102124,39.477401081611,-77.460077764241
1109480,US,District 22 Burkittsville,LEVEL4,2020-04-28 1600,53.044606679089,65,2.6990262576632E-5,3.3136130872423E-5,11.955393320911,22.121343933356,1.1534146596707,39.397301730675,-77.609455171612
1109481,US,District 23 Ballenger,LEVEL4,2020-04-28 1600,612,734,0.00031139906073448,0.00037418338554398,122,19.902120717781,3.0201182437329,39.377925549686,-77.477135928603
1109482,US,District 24 Braddock,LEVEL4,2020-04-28 1600,487.21048145506,626,0.00024790340899526,0.00031912642963288,138.78951854494,28.428213612149,2.4466539283852,39.419446389952,-77.491498302494
1109483,US,District 25 Brunswick,LEVEL4,2020-04-28 1600,171.58333333333,191,8.7305373917797E-5,9.7369246102044E-5,19.416666666667,11.250603573153,1.8251597255421,39.31406269446,-77.620840220366
1109484,US,District 26 Walkersville,LEVEL4,2020-04-28 1600,694.74434309701,803,0.00035350120243628,0.00040935866293163,108.25565690299,15.55968912677,2.4447867967886,39.486557842697,-77.346039535143
1109503,US,District 1 Abingdon,LEVEL4,2020-04-28 1600,6950.5929241746,7689,0.0035366145557773,0.0039197493888933,738.40707582535,10.622127674615,3.3448759676713,39.428714914519,-76.295192576803
1109504,US,District 2 Halls Cross Roads,LEVEL4,2020-04-28 1600,3303.0018477627,3188,0.0016806399885581,0.0016251997726352,-115.00184776274,-3.480683518401,-0.86872307405132,39.49013256834,-76.176455936483
