safegraph_place_id,location_name,street_address,city,region,postal_code,brands,naics_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,visitor_home_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,iso_country_code
sg:6e6f39f1d0aa4abda5a6ddf4bae4e8a0,Bay Jiu Jitsu,2001 Van Ness Ave Ste C,San Francisco,CA,94109,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,20,10,"[2,3,5,2,6,1,1]","[0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":6}",7072,98,"{""<5"":0,""5-20"":2,""21-60"":5,""61-240"":8,"">240"":5}",{},"{""Subway"":47,""Starbucks"":16,""Blue Bottle Coffee"":10,""DAISO"":10,""Jaguar"":10,""Land Rover"":10,""Ben & Jerry's"":10,""Jiffy Lube"":10,""Peet's Coffee and Tea"":10,""Smashburger"":10,""Americas Best Value Inn"":10,""Crunch"":10,""Pure Barre"":10,""Smart & Final"":10,""Safeway Pharmacy"":10,""Wingstop"":10,""Safeway"":9,""Costco Wholesale Corp."":8,""Walgreens"":7}","{""android"":0,""ios"":7}",US
sg:af6fbc13e4ee4449a0802a9fd5ed0988,Starbucks,1401 Van Ness Ave,San Francisco,CA,94109,"[""Starbucks""]",722515,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,6,6,"[0,1,2,1,1,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,12.5,"{""<5"":0,""5-20"":6,""21-60"":0,""61-240"":0,"">240"":0}",{},"{""Costco Wholesale Corp."":31,""Sutter Health"":17,""Rubio's Restaurants"":17,""Peet's Coffee and Tea"":17,""Yogurtland"":17,""Savers Thrift Stores"":17,""WinCo Foods"":16,""Safeway"":16}","{""android"":0,""ios"":5}",US
sg:bce3010521bc4527bed770a05ef6a0a7,Katachi,1737 Post St Ste 326,San Francisco,CA,94115,[],451110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,15,12,"[1,4,2,2,3,1,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0]",{},"{""US"":9}",6826,48,"{""<5"":1,""5-20"":5,""21-60"":3,""61-240"":3,"">240"":3}","{""Walgreens"":32}","{""West Elm"":8,""Baja Fresh"":8,""L&L Hawaiian Barbecue"":8,""Champs Sports"":8,""Bank of America"":8,""YMCA"":8,""In-N-Out Burger"":8,""Baskin Robbins"":8,""Safeway"":8,""Costco Wholesale Corp."":6,""Subway"":6}","{""android"":5,""ios"":7}",US
sg:beb3a51baef840adb7c7e646ea30743d,250 Brannan Garage,41 Federal St,San Francisco,CA,94107,[],812930,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,7,1,"[0,2,3,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0]",{},{},null,179,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":5,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:d1f54d7624d6439d910209cd6afc760f,House of Shields,39 New Montgomery St,San Francisco,CA,94105,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,2,"[1,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,346,"{""<5"":1,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:ea963661a3ad482f86fd0cac70cfec52,James Rolph Junior Playground,1499 Hampshire St,San Francisco,CA,94110,[],712190,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,7,6,"[2,1,0,1,3,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,37,"{""<5"":0,""5-20"":2,""21-60"":3,""61-240"":2,"">240"":0}",{},"{""Denny's"":33,""Safeway"":33,""Speedway"":32,""7-Eleven"":32,""Starbucks"":30,""New Leaf Community Markets"":17,""InterContintinental Hotels & Resorts"":17,""Island Pacific Seafood Market"":17,""Fosters Freeze"":17,""Unleashed by Petco"":17,""Kelly-Moore Paints"":17,""DAISO"":17,""Chevron Extra Mile"":17,""U-Haul"":17,""Extended Stay America"":17,""Grocery Outlet"":17,""Krispy Kreme Doughnuts"":17,""Krispy Krunchy Chicken"":16,""Safeway Pharmacy"":16,""Sprouts Farmers Market"":16}","{""android"":5,""ios"":0}",US
sg:fd6059faa8af4bdbb9294a30014d8848,Marino Vista Park,Marino Vista Park,San Francisco,CA,94030,[],712190,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,19,10,"[5,1,4,3,1,3,2]","[0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0]",{},"{""US"":8}",9746,162,"{""<5"":0,""5-20"":5,""21-60"":4,""61-240"":2,"">240"":8}","{""Costco Wholesale Corp."":99,""Jo-Ann Fabric and Craft Stores"":33}","{""Safeway"":29,""Costco Wholesale Corp."":18,""Travelodge"":10,""Wingstop"":10,""Jo-Ann Fabric and Craft Stores"":10,""76"":10,""ARCO"":10,""Jack in the Box"":9,""Rite Aid"":9,""United States Postal Service (USPS)"":9,""7-Eleven"":9,""Chevron"":9,""The Home Depot"":7,""Walgreens"":7,""Target"":6,""Starbucks"":6}","{""android"":6,""ios"":0}",US
sg:0e74566192b848e5aeffa5b53a9fc0ce,Poesia,4072 18th St,San Francisco,CA,94114,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,1,1,"[0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,8,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:10460449c45642bb9b3301cea50575ce,Lombard Motor Inn,1475 Lombard St,San Francisco,CA,94123,[],721110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,10,7,"[0,5,2,2,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":5}",10666,107,"{""<5"":1,""5-20"":0,""21-60"":1,""61-240"":5,"">240"":3}",{},"{""Renaissance Hotels"":14,""Big O Tires"":14,""Rodeway Inn"":14,""Grocery Outlet"":14,""Motel 6"":14,""76"":14,""Shell Oil"":11}","{""android"":0,""ios"":6}",US
sg:1c1bcf263bbc4f5eabc70c37e14ced6c,Christopher's Books,1400 18th St,San Francisco,CA,94107,[],451211,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,3,3,"[0,1,0,0,2,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,5,"{""<5"":1,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:2097fd1d3d804d45982e177b2354ea15,Grant Place Restaurant,737 Washington St,San Francisco,CA,94108,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,12,5,"[2,2,2,2,1,2,1]","[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,134.5,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":7,"">240"":2}",{},"{""Macy's"":40,""Costco Wholesale Corp."":38,""Pet Club Food and Supplies"":20,""FedEx"":20,""U-Haul"":20,""Safeway"":19,""Shell Oil"":17}","{""android"":0,""ios"":5}",US
sg:24f225980fe1476480f96ddab1e78418,La Fisheria,428 11th St,San Francisco,CA,94103,[],722515,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,35,30,"[4,13,12,1,1,2,2]","[0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0]",{},"{""US"":24}",8144,15,"{""<5"":2,""5-20"":19,""21-60"":9,""61-240"":3,"">240"":2}","{""Costco Wholesale Corp."":99,""Kelly-Moore Paints"":9,""BMW"":9,""Smart & Final"":8}","{""Costco Wholesale Corp."":51,""Starbucks"":16,""Safeway"":16,""Chevron"":15,""Best Buy"":10,""Philz Coffee"":7,""Peet's Coffee and Tea"":7,""Chevron Extra Mile"":7,""Macy's"":7,""Whole Foods Market"":6,""ARCO"":6,""Panda Express"":6,""Pilot Flying J"":6,""Valero Energy"":6}","{""android"":18,""ios"":12}",US
sg:43690712d2e5471991eb7b6120b95bb4,Dave's Food Store,1601 20th St,San Francisco,CA,94107,[],445110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,8,7,"[1,1,3,1,1,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0]",{},"{""US"":7}",880,11,"{""<5"":0,""5-20"":5,""21-60"":2,""61-240"":1,"">240"":0}",{},"{""DAISO"":14,""Peet's Coffee and Tea"":14,""Best Western"":14,""Sears Home Services"":14,""Raising Cane's"":14,""Best Buy"":14,""Safeway"":14,""Chevron"":13,""Dollar Tree"":12,""Shell Oil"":11,""McDonald's"":8}","{""android"":0,""ios"":0}",US
sg:43f22dcc1c4b4e1a84b696107a01a5db,Links Bar & Grill,3129 Clement St,San Francisco,CA,94121,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,1,"[0,1,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},null,null,491.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":2}",{},{},"{""android"":0,""ios"":0}",US
sg:4ce68c75ec344707a5b7c95f90b2909e,Union Tide Rising,250 Executive Park Blvd Ste 4600B,San Francisco,CA,94134,[],448120,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,4,3,"[0,3,0,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,59,"{""<5"":1,""5-20"":0,""21-60"":1,""61-240"":2,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:529cf55612794355b47fd0ba6e2cd35f,A C Auto Wreckers,220 Rankin St,San Francisco,CA,94124,[],488410,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,5,3,"[0,3,2,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,166,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":3,"">240"":2}",{},{},"{""android"":0,""ios"":0}",US
sg:6d22ed0e8dac483082670ef179143f37,Ross Stores,1545 Sloat Blvd,San Francisco,CA,94132,"[""Ross Stores""]",452210,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,55,43,"[21,12,8,4,4,4,2]","[0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,0,5,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0]","{""060750331003"":5}","{""US"":40}",1660,22,"{""<5"":2,""5-20"":24,""21-60"":19,""61-240"":8,"">240"":2}","{""Lucky Supermarkets"":12,""The Habit Burger Grill"":10,""Safeway Pharmacy"":10,""Wells Fargo"":10}","{""Safeway"":16,""Target"":15,""Costco Wholesale Corp."":14,""Lucky Supermarkets"":12,""Walgreens"":8,""Noah's New York Bagels"":7,""World Market"":7,""Big 5 Sporting Goods"":7,""In-N-Out Burger"":7,""Chevron"":6}","{""android"":22,""ios"":21}",US
sg:7362e773fa3e44a2b923b0a45ddf8b72,Camilo Riano Orthodontics,77 Van Ness Ave Ste 303 Camilo Riano Orthodontics,San Francisco,CA,94102,[],621210,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,5,3,"[0,2,0,0,2,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,21,"{""<5"":0,""5-20"":2,""21-60"":1,""61-240"":1,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:851c87c8c70a4887abc2803f06726f9f,Mission Recreation Center Boxing,2450 Harrison St,San Francisco,CA,94110,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,21,12,"[3,7,2,3,0,4,2]","[0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0]",{},"{""US"":9}",2978,28,"{""<5"":0,""5-20"":5,""21-60"":10,""61-240"":4,"">240"":2}","{""Juice Shop"":25}","{""Grocery Outlet"":25,""Whole Foods Market"":16,""Costco Wholesale Corp."":14,""Walgreens"":13,""McDonald's"":10,""Juice Shop"":8,""Verve Coffee Roasters"":8,""Williams-Sonoma"":8,""Kelly-Moore Paints"":8,""BevMo"":8,""Skechers"":8,""A&W Restaurants"":8,""Total Wine & More"":8,""24 Hour Fitness"":8,""Smart & Final"":8,""Best Western"":8,""Denny's"":8,""Chipotle Mexican Grill"":8,""Ross Stores"":8,""Little Caesars"":8}","{""android"":7,""ios"":5}",US
sg:9d59fbcc5f2545548cfccb996a2575b3,Public Storage,2690 Geary Blvd,San Francisco,CA,94118,"[""Public Storage""]",531130,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,1,1,"[0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},null,null,634,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:a34b6500e68e4becb5582883fb73a8a9,Slate Bar,2925 16th St,San Francisco,CA,94103,[],451120,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,16,16,"[5,8,0,2,0,1,0]","[0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":11}",2805,24,"{""<5"":0,""5-20"":7,""21-60"":3,""61-240"":3,"">240"":3}",{},"{""Shell Oil"":22,""Smashburger"":19,""Peet's Coffee and Tea"":12,""24 Hour Fitness"":12,""76"":12,""Denny's"":12,""McDonald's"":12,""Chevron"":11,""Taco Bell"":11,""Target"":9,""Signature Inn"":6,""Loop Neighborhood Market"":6,""Supermercado Mi Tierra"":6,""Hillstone Restaurant Group"":6,""Fosters Freeze"":6,""L&W Supply"":6,""HD Supply"":6,""Foods Co."":6,""Quik Stop"":6,""DAISO"":6}","{""android"":11,""ios"":5}",US
sg:d188835030c5403f99d670c8c71ce227,Justin Ching DDS,490 Post St Ste 412,San Francisco,CA,94102,[],621210,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,1,1,"[1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,20,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
