safegraph_place_id,location_name,street_address,city,region,postal_code,brands,naics_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,visitor_home_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,iso_country_code
sg:2c04e5af8b2f41dfa5a0f410e6773967,Route 66,2633 Taylor St,San Francisco,CA,94133,[],448120,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,3,3,"[2,0,0,0,1,0,0]","[0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,10,"{""<5"":0,""5-20"":3,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:526a4a3ac0d64ed4bdf6a8e3e49cde96,Mission Organic,5258 Mission St,San Francisco,CA,94112,[],424210,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,1,1,"[1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,480,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}",US
sg:732ad8ed18e84b0c94f1cd0ca8adf4d1,Linda Park,Linda Park,San Francisco,CA,94110,[],712190,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,28,20,"[3,6,3,5,7,4,0]","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":19}",4476,32.5,"{""<5"":1,""5-20"":9,""21-60"":9,""61-240"":9,"">240"":0}",{},"{""Safeway"":14,""Chevron"":14,""CVS"":12,""Target"":11,""The Home Depot"":7,""Shell Oil"":7,""Starbucks"":6}","{""android"":8,""ios"":12}",US
sg:94e182b248154ff1bfb0d94c7394baf3,El Mediano Produce Market,2097 Mission St,San Francisco,CA,94110,[],445110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,2,"[0,1,0,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,10,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:a8ab1a78278543638fd85fb059e90e06,Cross Cultural Family Center,750 31st Ave,San Francisco,CA,94121,[],624410,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,1,"[0,0,0,0,0,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]",{},null,null,977.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":2}",{},{},"{""android"":0,""ios"":0}",US
sg:b1d66c8d9f8d45a59c72ddaaebcb199e,Amerisino Consulting Group,1185 Pine St Apt 45,San Francisco,CA,94109,[],621330,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,3,2,"[0,0,0,1,2,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,20,"{""<5"":0,""5-20"":2,""21-60"":0,""61-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:ba4408063b86485d87dee61babfb25b0,Halcyon Park,Halcyon Park,San Francisco,CA,94578,[],712190,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,68,39,"[5,11,9,5,9,14,15]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,3,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,2,1,3,0,0,2,0]",{},"{""US"":24}",5293,165,"{""<5"":2,""5-20"":15,""21-60"":7,""61-240"":12,"">240"":32}","{""Smoker Friendly"":20,""Peet's Coffee and Tea"":20,""Chili's Grill & Bar"":12,""Domino's Pizza"":12,""Burger King"":12,""Jack in the Box"":8}","{""7-Eleven"":9,""Jack in the Box"":7,""Safeway"":7,""Chevron"":6,""Costco Wholesale Corp."":6,""Dollar Tree"":5,""Arteagas Food Center"":5,""Smoker Friendly"":5,""Round Table Pizza"":5,""Lucky Supermarkets"":5}","{""android"":24,""ios"":15}",US
sg:cf5f28192572405d9ffd2d5c0de7a124,Martha & Brothers Coffee,3868 24th St,San Francisco,CA,94114,[],722515,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,7,6,"[2,0,1,1,1,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,19,"{""<5"":1,""5-20"":3,""21-60"":1,""61-240"":1,"">240"":1}",{},"{""Umami Burger"":17,""Rumble"":17,""Charles Schwab"":17,""24 Hour Fitness"":17,""Papa John's"":16,""Safeway"":16,""Popeyes Louisiana Kitchen"":16,""Chevron"":15,""Burger King"":15,""Subway"":14,""CVS"":14,""Target"":13,""McDonald's"":10}","{""android"":0,""ios"":5}",US
sg:d0888eb591344d20a366374f6e829891,The Brixton,701 2nd St,San Francisco,CA,94107,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,30,25,"[6,2,7,3,3,6,3]","[0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1]",{},"{""US"":18}",17914,23.5,"{""<5"":4,""5-20"":11,""21-60"":4,""61-240"":6,"">240"":5}","{""The Bay Club"":33,""Chipotle Mexican Grill"":33,""Quick Lane"":17,""Long John Silver's"":17}","{""Safeway"":15,""Safeway Pharmacy"":12,""Burger King"":10,""Costco Wholesale Corp."":10,""Target"":8,""Starbucks"":8,""FoodMaxx Supermarkets"":8,""Chevron"":7,""Taco Bell"":6,""CVS"":5}","{""android"":10,""ios"":15}",US
sg:f98a3c59e9d04a7dae01ee6bfce986c5,The Church of Jesus Christ of Latter day Saints,1601 22nd Ave,San Francisco,CA,94122,[],813110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,16,10,"[2,1,1,0,3,3,6]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0]",{},"{""US"":5}",3116,151.5,"{""<5"":0,""5-20"":5,""21-60"":1,""61-240"":3,"">240"":7}",{},"{""Safeway"":29,""Smart & Final"":20,""Pet Food Express"":10,""Sleep Number"":10,""Lucky Supermarkets"":10,""Pacific Sales"":10,""Grocery Outlet"":10,""Sprouts Farmers Market"":10,""ARCO"":10,""Goodwill Industries"":9,""United States Postal Service (USPS)"":9,""7-Eleven"":9,""Chevron"":9,""Costco Wholesale Corp."":8,""Dollar Tree"":7,""The Home Depot"":7}","{""android"":0,""ios"":8}",US
sg:01afcabed486451cbabb7caa479c71b6,Boehle William DDS,801 Portola Dr,San Francisco,CA,94127,[],621210,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,2,"[1,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,47.5,"{""<5"":1,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:3c2835ff9d574822a327e162e61af1f3,Holocaust Memorial,Lincoln Park 34th Ave,San Francisco,CA,94121,[],712120,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,16,14,"[6,0,3,5,1,0,1]","[0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]",{},"{""US"":13}",30023,19,"{""<5"":1,""5-20"":7,""21-60"":4,""61-240"":3,"">240"":1}",{},"{""In-N-Out Burger"":21,""BJ's Wholesale Club"":21,""Costco Wholesale Corp."":19,""Starbucks"":18,""McDonald's"":15,""Atrium Health"":14,""24 Hour Fitness"":14,""Grocery Outlet"":14,""Taco Bell"":12,""Subway"":12,""Cinépolis"":7,""Loop Neighborhood Market"":7,""Quickly"":7,""Shari's"":7,""Green Burrito"":7,""Hickory Farms"":7,""Crunch"":7,""Pet Supermarket"":7,""Jamba"":7,""Edible Arrangements"":7}","{""android"":10,""ios"":0}",US
sg:40762a57197e4950a9d302e068bed255,Grattan After School Program,165 Grattan St,San Francisco,CA,94117,[],624410,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,1,1,"[1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},null,null,19,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:488cca84888c4814b0bd2c92ef665ba7,LEMONADE LA,16 West Portal Ave,San Francisco,CA,94127,"[""LEMONADE LA""]",722513,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,10,8,"[4,2,0,3,1,0,0]","[0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":6}",4364,22,"{""<5"":0,""5-20"":4,""21-60"":4,""61-240"":2,"">240"":0}",{},"{""Safeway Pharmacy"":25,""Crossroads"":12,""The North Face"":12,""Mountain Mike's Pizza"":12,""Peet's Coffee and Tea"":12,""24 Hour Fitness"":12,""Krispy Krunchy Chicken"":12,""76"":12,""Safeway"":12,""7-Eleven"":11,""Subway"":10,""Shell Oil"":9,""Walgreens"":9,""Target"":9,""Starbucks"":9,""McDonald's"":6}","{""android"":0,""ios"":5}",US
sg:4c6540947a4948d8911676c99f08e52c,San Francisco Insight Meditation Community,1187 Franklin St First Unitarian Universalist Chur,San Francisco,CA,94109,[],713940,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,24,18,"[4,5,3,3,1,3,5]","[1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0]",{},"{""US"":10}",7511,67.5,"{""<5"":0,""5-20"":9,""21-60"":2,""61-240"":10,"">240"":3}","{""Fresenius Kidney Care"":33,""Target"":32}","{""Walgreens"":8,""Target"":7,""Design Hotels"":6,""Crossroads"":6,""Philz Coffee"":6,""Sutter Health"":6,""Chevron Extra Mile"":6,""Marriott Hotels"":5,""FedEx"":5,""The Vitamin Shoppe"":5,""Red Roof Inn"":5,""Hilton Garden Inn"":5,""24 Hour Fitness"":5,""Fresenius Kidney Care"":5,""Restaurant Depot"":5,""Kaiser Permanente"":5,""Smart & Final"":5,""ARCO"":5,""Panera Bread"":5}","{""android"":6,""ios"":12}",US
sg:5055ebbd4d9c4e6ea7518cba2b963b32,Bonnist Carine Nd,1700 California St,San Francisco,CA,94109,[],null,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,9,3,"[3,2,1,0,1,1,1]","[0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,353,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":2,"">240"":7}",{},{},"{""android"":0,""ios"":0}",US
sg:50e6629fd2be41c998da0fe6a43dde83,Battery Chamberlin,North End of Baker Beach Parking Lot,San Francisco,CA,94101,[],712120,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,2,2,"[0,1,0,0,0,0,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]",{},{},null,16.5,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:51971fbe484b40948e08e8f3963d5c2e,Richmond Republic Draught House,642 Clement St,San Francisco,CA,94118,[],722511,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,16,16,"[4,3,2,2,5,0,0]","[0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},"{""US"":16}",5643,13,"{""<5"":1,""5-20"":10,""21-60"":2,""61-240"":2,"">240"":1}","{""Ross Stores"":100,""Crossroads"":25,""Starbucks"":18}","{""Safeway"":31,""Starbucks"":27,""Grocery Outlet"":12,""Ross Stores"":12,""Domino's Pizza"":12,""Subway"":10,""LEMONADE LA"":6,""Crossroads"":6,""Philz Coffee"":6,""Quickly"":6,""The North Face"":6,""Tutti Frutti"":6,""Mountain Mike's Pizza"":6,""PJ's Coffee"":6,""Peet's Coffee and Tea"":6,""Smart & Final"":6,""Krispy Krunchy Chicken"":6,""Sprouts Farmers Market"":6,""Best Western"":6,""76"":6}","{""android"":8,""ios"":8}",US
sg:53373116906a418d8105338783e2b475,Ti Piacera,1507 Polk St,San Francisco,CA,94109,[],null,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,1,1,"[0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,61,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":0}",US
sg:5973c00e9866453b8e3c207a56e413d5,United States Postal Service (USPS),180 Napoleon St,San Francisco,CA,94124,"[""United States Postal Service (USPS)""]",491110,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,133,44,"[5,33,24,17,22,19,13]","[1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,2,1,0,0,0,4,1,6,2,0,2,3,1,0,0,1,0,0,0,0,1,1,0,9,0,0,0,0,1,0,0,3,1,3,2,2,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,9,2,0,0,0,0,0,0,4,0,2,3,0,0,0,0,1,0,0,0,0,0,2,0,5,1,0,0,0,2,3,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1]",{},"{""US"":43}",9104,39,"{""<5"":4,""5-20"":35,""21-60"":38,""61-240"":43,"">240"":13}","{""Restaurant Depot"":35}","{""Restaurant Depot"":32,""Costco Wholesale Corp."":30,""Safeway"":13,""Goodwill Industries"":13,""Chevron"":12,""Starbucks"":12,""Peet's Coffee and Tea"":9,""The Home Depot"":9,""Safeway Pharmacy"":7,""Jack in the Box"":6,""Target"":5}","{""android"":16,""ios"":28}",US
sg:646a1cea7f65419ebd4eda5bd19f21c1,The Imaginerium,211 Masonic Ave,San Francisco,CA,94118,[],621330,2020-03-15T00:00:00-07:00,2020-03-22T00:00:00-07:00,8,6,"[3,0,0,1,1,3,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",{},{},null,30.5,"{""<5"":0,""5-20"":4,""21-60"":2,""61-240"":2,"">240"":0}",{},"{""Safeway"":33,""Target"":30,""Big 10 Tires"":17,""Value Pawn and Jewelry"":17,""Ramada"":17,""F45 Training"":17,""U-Haul"":17,""Bass Pro Shops"":17,""Grocery Outlet"":17,""Checkers Drive-In Restaurants"":17,""The Salvation Army"":17,""ARCO"":16,""Jack in the Box"":16,""Popeyes Louisiana Kitchen"":16,""Chevron"":15,""Burger King"":15,""Wendy's"":15,""Taco Bell"":15,""Costco Wholesale Corp."":14,""Subway"":14}","{""android"":0,""ios"":0}",US
