level,gadm_code,metric_date,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
2,KOR.1.10_1,2020-03-01,-0.354,0.343
2,KOR.1.10_1,2020-03-02,-0.209,0.237
2,KOR.1.10_1,2020-03-03,-0.223,0.247
2,KOR.1.10_1,2020-03-04,-0.169,0.245
2,KOR.1.10_1,2020-03-05,-0.179,0.246
2,KOR.1.10_1,2020-03-06,-0.169,0.236
2,KOR.1.10_1,2020-03-07,-0.209,0.27
2,KOR.1.10_1,2020-03-08,-0.222,0.303
2,KOR.1.10_1,2020-03-09,-0.162,0.215
2,KOR.1.10_1,2020-03-10,-0.241,0.242
2,KOR.1.10_1,2020-03-11,-0.095,0.211
2,KOR.1.10_1,2020-03-12,-0.134,0.209
2,KOR.1.10_1,2020-03-13,-0.12,0.209
2,KOR.1.10_1,2020-03-14,-0.086,0.219
2,KOR.1.10_1,2020-03-15,-0.19,0.286
2,KOR.1.10_1,2020-03-16,-0.143,0.202
2,KOR.1.10_1,2020-03-17,-0.164,0.206
2,KOR.1.10_1,2020-03-18,-0.099,0.207
2,KOR.1.10_1,2020-03-19,-0.136,0.211
2,KOR.1.10_1,2020-03-20,-0.124,0.2
2,KOR.1.10_1,2020-03-21,-0.041,0.208
2,KOR.1.10_1,2020-03-22,-0.123,0.267
2,KOR.1.10_1,2020-03-23,-0.119,0.184
2,KOR.1.10_1,2020-03-24,-0.143,0.202
2,KOR.1.10_1,2020-03-25,-0.054,0.193
2,KOR.1.10_1,2020-03-26,-0.129,0.225
2,KOR.1.10_1,2020-03-27,-0.173,0.218
2,KOR.1.10_1,2020-03-28,-0.058,0.209
2,KOR.1.10_1,2020-03-29,-0.118,0.269
2,KOR.1.10_1,2020-03-30,-0.098,0.193
2,KOR.1.10_1,2020-03-31,-0.111,0.195
2,KOR.1.10_1,2020-04-01,-0.079,0.197
2,KOR.1.10_1,2020-04-02,-0.067,0.187
2,KOR.1.10_1,2020-04-03,-0.058,0.177
2,KOR.1.10_1,2020-04-04,0.006,0.196
2,KOR.1.10_1,2020-04-05,-0.058,0.247
2,KOR.1.10_1,2020-04-06,-0.084,0.185
2,KOR.1.10_1,2020-04-07,-0.112,0.185
2,KOR.1.10_1,2020-04-08,-0.072,0.18
2,KOR.1.10_1,2020-04-09,-0.076,0.186
2,KOR.1.10_1,2020-04-10,-0.087,0.176
2,KOR.1.10_1,2020-04-11,-0.023,0.186
2,KOR.1.10_1,2020-04-12,-0.214,0.293
2,KOR.1.10_1,2020-04-13,-0.107,0.184
2,KOR.1.10_1,2020-04-14,-0.047,0.175
2,KOR.1.10_1,2020-04-15,-0.088,0.186
2,KOR.1.10_1,2020-04-16,-0.069,0.185
2,KOR.1.10_1,2020-04-17,-0.147,0.213
2,KOR.1.10_1,2020-04-18,0.004,0.178
2,KOR.1.10_1,2020-04-19,-0.157,0.274
2,KOR.1.10_1,2020-04-20,-0.076,0.179
2,KOR.1.10_1,2020-04-21,-0.085,0.182
2,KOR.1.10_1,2020-04-22,-0.055,0.183
2,KOR.1.10_1,2020-04-23,-0.058,0.183
2,KOR.1.10_1,2020-04-24,-0.055,0.167
2,KOR.1.10_1,2020-04-25,0.057,0.171
2,KOR.1.10_1,2020-04-26,-0.04,0.224
2,KOR.1.10_1,2020-04-27,-0.042,0.172
2,KOR.1.10_1,2020-04-28,-0.06,0.17
2,KOR.1.10_1,2020-04-29,0.044,0.168
2,KOR.1.10_1,2020-04-30,0.088,0.169
2,KOR.1.10_1,2020-05-01,0.011,0.171
2,KOR.1.10_1,2020-05-02,0.14,0.164
2,KOR.1.10_1,2020-05-03,-0.067,0.242
2,KOR.1.10_1,2020-05-04,-0.002,0.168
2,KOR.1.10_1,2020-05-05,-0.051,0.178
2,KOR.1.10_1,2020-05-06,0.036,0.156
2,KOR.1.10_1,2020-05-07,0.007,0.16
2,KOR.1.10_1,2020-05-08,0.061,0.142
2,KOR.1.10_1,2020-05-09,-0.029,0.193
2,KOR.1.10_1,2020-05-10,0.032,0.205
2,KOR.1.10_1,2020-05-11,0.022,0.147
2,KOR.1.10_1,2020-05-12,-0.028,0.161
2,KOR.1.10_1,2020-05-13,0.041,0.157
2,KOR.1.10_1,2020-05-14,0.036,0.158
2,KOR.1.10_1,2020-05-15,-0.064,0.177
2,KOR.1.10_1,2020-05-16,0.078,0.161
2,KOR.1.10_1,2020-05-17,0.046,0.203
2,KOR.1.10_1,2020-05-18,-0.023,0.158
2,KOR.1.10_1,2020-05-19,-0.027,0.153
2,KOR.1.10_1,2020-05-20,0.068,0.138
2,KOR.1.10_1,2020-05-21,0.022,0.146
2,KOR.1.10_1,2020-05-22,0.05,0.143
2,KOR.1.10_1,2020-05-23,0.169,0.141
2,KOR.1.10_1,2020-05-24,0.078,0.19
2,KOR.1.10_1,2020-05-25,0.039,0.148
2,KOR.1.10_1,2020-05-26,-0.003,0.145
2,KOR.1.10_1,2020-05-27,0.075,0.13
2,KOR.1.10_1,2020-05-28,0.056,0.132
2,KOR.1.10_1,2020-05-29,0.083,0.128
2,KOR.1.10_1,2020-05-30,0.167,0.146
2,KOR.1.10_1,2020-05-31,0.057,0.198
2,KOR.1.11_1,2020-03-01,-0.345,0.352
2,KOR.1.11_1,2020-03-02,-0.214,0.236
2,KOR.1.11_1,2020-03-03,-0.22,0.239
2,KOR.1.11_1,2020-03-04,-0.203,0.244
2,KOR.1.11_1,2020-03-05,-0.207,0.246
2,KOR.1.11_1,2020-03-06,-0.199,0.23
2,KOR.1.11_1,2020-03-07,-0.207,0.26
2,KOR.1.11_1,2020-03-08,-0.223,0.317
2,KOR.1.11_1,2020-03-09,-0.181,0.227
2,KOR.1.11_1,2020-03-10,-0.248,0.248
2,KOR.1.11_1,2020-03-11,-0.125,0.216
2,KOR.1.11_1,2020-03-12,-0.106,0.214
2,KOR.1.11_1,2020-03-13,-0.132,0.205
2,KOR.1.11_1,2020-03-14,-0.081,0.218
2,KOR.1.11_1,2020-03-15,-0.192,0.278
2,KOR.1.11_1,2020-03-16,-0.145,0.207
2,KOR.1.11_1,2020-03-17,-0.171,0.212
2,KOR.1.11_1,2020-03-18,-0.117,0.201
2,KOR.1.11_1,2020-03-19,-0.131,0.207
2,KOR.1.11_1,2020-03-20,-0.139,0.204
2,KOR.1.11_1,2020-03-21,-0.048,0.214
2,KOR.1.11_1,2020-03-22,-0.108,0.253
2,KOR.1.11_1,2020-03-23,-0.106,0.195
2,KOR.1.11_1,2020-03-24,-0.125,0.199
2,KOR.1.11_1,2020-03-25,-0.087,0.185
2,KOR.1.11_1,2020-03-26,-0.157,0.217
2,KOR.1.11_1,2020-03-27,-0.173,0.217
2,KOR.1.11_1,2020-03-28,-0.073,0.215
2,KOR.1.11_1,2020-03-29,-0.124,0.255
2,KOR.1.11_1,2020-03-30,-0.111,0.189
2,KOR.1.11_1,2020-03-31,-0.116,0.199
2,KOR.1.11_1,2020-04-01,-0.1,0.198
2,KOR.1.11_1,2020-04-02,-0.092,0.197
2,KOR.1.11_1,2020-04-03,-0.087,0.187
2,KOR.1.11_1,2020-04-04,0.008,0.189
2,KOR.1.11_1,2020-04-05,-0.082,0.249
2,KOR.1.11_1,2020-04-06,-0.1,0.18
2,KOR.1.11_1,2020-04-07,-0.139,0.192
2,KOR.1.11_1,2020-04-08,-0.079,0.182
2,KOR.1.11_1,2020-04-09,-0.079,0.185
2,KOR.1.11_1,2020-04-10,-0.113,0.188
2,KOR.1.11_1,2020-04-11,-0.048,0.196
2,KOR.1.11_1,2020-04-12,-0.22,0.294
2,KOR.1.11_1,2020-04-13,-0.128,0.192
2,KOR.1.11_1,2020-04-14,-0.098,0.188
2,KOR.1.11_1,2020-04-15,-0.117,0.186
2,KOR.1.11_1,2020-04-16,-0.108,0.189
2,KOR.1.11_1,2020-04-17,-0.165,0.216
2,KOR.1.11_1,2020-04-18,-0.007,0.184
2,KOR.1.11_1,2020-04-19,-0.185,0.277
2,KOR.1.11_1,2020-04-20,-0.115,0.197
2,KOR.1.11_1,2020-04-21,-0.093,0.187
2,KOR.1.11_1,2020-04-22,-0.104,0.19
2,KOR.1.11_1,2020-04-23,-0.099,0.199
2,KOR.1.11_1,2020-04-24,-0.083,0.184
2,KOR.1.11_1,2020-04-25,0.027,0.171
2,KOR.1.11_1,2020-04-26,-0.033,0.229
2,KOR.1.11_1,2020-04-27,-0.082,0.183
2,KOR.1.11_1,2020-04-28,-0.073,0.179
2,KOR.1.11_1,2020-04-29,-0.022,0.174
2,KOR.1.11_1,2020-04-30,0.008,0.178
2,KOR.1.11_1,2020-05-01,-0.002,0.174
2,KOR.1.11_1,2020-05-02,0.124,0.171
2,KOR.1.11_1,2020-05-03,-0.116,0.244
2,KOR.1.11_1,2020-05-04,-0.044,0.178
2,KOR.1.11_1,2020-05-05,-0.086,0.189
2,KOR.1.11_1,2020-05-06,-0.005,0.172
2,KOR.1.11_1,2020-05-07,-0.024,0.17
2,KOR.1.11_1,2020-05-08,0.042,0.149
2,KOR.1.11_1,2020-05-09,-0.022,0.208
2,KOR.1.11_1,2020-05-10,0.019,0.207
2,KOR.1.11_1,2020-05-11,-0.033,0.157
2,KOR.1.11_1,2020-05-12,-0.05,0.166
2,KOR.1.11_1,2020-05-13,-0.017,0.162
2,KOR.1.11_1,2020-05-14,-0.008,0.163
2,KOR.1.11_1,2020-05-15,-0.081,0.175
2,KOR.1.11_1,2020-05-16,0.062,0.163
2,KOR.1.11_1,2020-05-17,0.048,0.195
2,KOR.1.11_1,2020-05-18,-0.071,0.17
2,KOR.1.11_1,2020-05-19,-0.073,0.174
2,KOR.1.11_1,2020-05-20,-0.009,0.155
2,KOR.1.11_1,2020-05-21,-0.031,0.154
2,KOR.1.11_1,2020-05-22,0.004,0.15
2,KOR.1.11_1,2020-05-23,0.141,0.15
2,KOR.1.11_1,2020-05-24,0.057,0.198
2,KOR.1.11_1,2020-05-25,-0.013,0.156
2,KOR.1.11_1,2020-05-26,-0.021,0.156
2,KOR.1.11_1,2020-05-27,0.029,0.138
2,KOR.1.11_1,2020-05-28,0.017,0.144
2,KOR.1.11_1,2020-05-29,0.01,0.143
2,KOR.1.11_1,2020-05-30,0.124,0.153
2,KOR.1.11_1,2020-05-31,0.037,0.218
2,KOR.1.12_1,2020-03-01,-0.328,0.322
2,KOR.1.12_1,2020-03-02,-0.212,0.232
2,KOR.1.12_1,2020-03-03,-0.221,0.238
2,KOR.1.12_1,2020-03-04,-0.178,0.227
2,KOR.1.12_1,2020-03-05,-0.205,0.227
2,KOR.1.12_1,2020-03-06,-0.192,0.234
2,KOR.1.12_1,2020-03-07,-0.195,0.257
2,KOR.1.12_1,2020-03-08,-0.198,0.297
2,KOR.1.12_1,2020-03-09,-0.133,0.207
2,KOR.1.12_1,2020-03-10,-0.233,0.237
2,KOR.1.12_1,2020-03-11,-0.136,0.196
2,KOR.1.12_1,2020-03-12,-0.117,0.196
2,KOR.1.12_1,2020-03-13,-0.146,0.186
2,KOR.1.12_1,2020-03-14,-0.099,0.206
2,KOR.1.12_1,2020-03-15,-0.191,0.283
2,KOR.1.12_1,2020-03-16,-0.139,0.188
