polygon_id,polygon_name,county_fips,state_fips,metric_date,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
24001,Allegany,24001,24,2020-03-01,0.09347833365857297,0.23409950291031154
24003,Anne Arundel,24003,24,2020-03-01,0.011926552582985046,0.1826290601771713
24005,Baltimore,24005,24,2020-03-01,0.033179396933259754,0.18513192392343236
24009,Calvert,24009,24,2020-03-01,-0.009553077499926083,0.21899252151827284
24011,Caroline,24011,24,2020-03-01,-0.020567784011765216,0.17842790548143383
24013,Carroll,24013,24,2020-03-01,-0.02106582947211238,0.20594681665742437
24015,Cecil,24015,24,2020-03-01,0.017399413170690763,0.21533226468685845
24017,Charles,24017,24,2020-03-01,-0.005238653627288524,0.2004316364098007
24019,Dorchester,24019,24,2020-03-01,0.001761298481868751,0.18541285927895
24021,Frederick,24021,24,2020-03-01,0.024194590270277906,0.19265710168535805
24023,Garrett,24023,24,2020-03-01,0.14693743315117885,0.20526755852842812
24025,Harford,24025,24,2020-03-01,0.011029401064378596,0.21545752825373685
24027,Howard,24027,24,2020-03-01,0.0055004629648374055,0.1845458134443527
24029,Kent,24029,24,2020-03-01,0.03675292733094127,0.23244397011739593
24031,Montgomery,24031,24,2020-03-01,-0.005197744297358464,0.16309987299004675
24033,Prince George's,24033,24,2020-03-01,0.020966352789619048,0.16424419458925743
24035,Queen Anne's,24035,24,2020-03-01,0.03340962591521998,0.16542893725992316
24037,St. Mary's,24037,24,2020-03-01,0.007091567043744732,0.19721989966555184
24039,Somerset,24039,24,2020-03-01,-0.036929984951848314,0.19994738226782424
24041,Talbot,24041,24,2020-03-01,-0.006580646601577607,0.2186199342825849
24043,Washington,24043,24,2020-03-01,0.09747135672764046,0.1956471487757606
24045,Wicomico,24045,24,2020-03-01,0.04815577885808748,0.18565203000882613
24047,Worcester,24047,24,2020-03-01,0.10522176758855725,0.1593233870565341
24510,Baltimore,24510,24,2020-03-01,-0.0077971798685614185,0.22190313772963047
24001,Allegany,24001,24,2020-03-02,0.03472615948976772,0.1687625754527163
