polygon_id,polygon_name,county_fips,state_fips,metric_date,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
39001,Adams,39001,39,2020-03-01,0.046814550241168866,0.24079515989628358
39003,Allen,39003,39,2020-03-01,0.05812334684212787,0.19416734805124014
39005,Ashland,39005,39,2020-03-01,0.10798470776588572,0.19106983844294617
39007,Ashtabula,39007,39,2020-03-01,0.07309358194623698,0.21741463639011974
39009,Athens,39009,39,2020-03-01,0.06341907539563338,0.21758776503302052
39011,Auglaize,39011,39,2020-03-01,0.07421471009218611,0.1936693044564764
39013,Belmont,39013,39,2020-03-01,0.07761425317895686,0.22092006297008923
39015,Brown,39015,39,2020-03-01,0.11134854574684248,0.20473635090993933
39017,Butler,39017,39,2020-03-01,0.07379967827187434,0.18819023937252005
39019,Carroll,39019,39,2020-03-01,0.07410048076030429,0.22507638338802757
39021,Champaign,39021,39,2020-03-01,0.031439092871959194,0.20652935407033768
39023,Clark,39023,39,2020-03-01,0.07349167404613222,0.20708123652048888
39025,Clermont,39025,39,2020-03-01,0.07150139780767047,0.19298725100882624
39027,Clinton,39027,39,2020-03-01,0.10680380554834278,0.1913842187248214
39029,Columbiana,39029,39,2020-03-01,0.0685231594432842,0.2152676382269483
39031,Coshocton,39031,39,2020-03-01,0.06803255221386262,0.20578659168269947
39033,Crawford,39033,39,2020-03-01,0.057906761283864704,0.20914881297046906
39035,Cuyahoga,39035,39,2020-03-01,0.05266165012129202,0.20642075272368063
39037,Darke,39037,39,2020-03-01,0.04682183921795069,0.2060018050541516
39039,Defiance,39039,39,2020-03-01,0.04291174900861452,0.20838391773191461
39041,Delaware,39041,39,2020-03-01,0.08088246611245668,0.184091379871571
39043,Erie,39043,39,2020-03-01,0.08945541619791338,0.17695890676749532
39045,Fairfield,39045,39,2020-03-01,0.08173598466349202,0.20277560156687185
39047,Fayette,39047,39,2020-03-01,0.16942480274117278,0.18703677807299673
39049,Franklin,39049,39,2020-03-01,0.05904296415850115,0.17917533525504445
39051,Fulton,39051,39,2020-03-01,0.07252948271506703,0.19934553225591026
39053,Gallia,39053,39,2020-03-01,0.08742142916474664,0.2155369383092156
39055,Geauga,39055,39,2020-03-01,-0.02583041664218343,0.20574876279574267
39057,Greene,39057,39,2020-03-01,0.07592894677593608,0.19682165979988225
39059,Guernsey,39059,39,2020-03-01,0.13940482119901973,0.22419928825622784
39061,Hamilton,39061,39,2020-03-01,0.09925615618160875,0.18271275829867412
39063,Hancock,39063,39,2020-03-01,0.08542337897142172,0.20150293255131965
39065,Hardin,39065,39,2020-03-01,0.06533058051902628,0.2101697976878612
39067,Harrison,39067,39,2020-03-01,0.09043769903791099,0.2113583138173302
39069,Henry,39069,39,2020-03-01,0.05599364546433167,0.17603634298693926
39071,Highland,39071,39,2020-03-01,0.00827103422598188,0.2117673105662258
39073,Hocking,39073,39,2020-03-01,0.08233899339103126,0.21896611341632086
39075,Holmes,39075,39,2020-03-01,-0.0054391457423767385,0.14645277278384736
39077,Huron,39077,39,2020-03-01,0.04340648071670644,0.21802515340093132
39079,Jackson,39079,39,2020-03-01,0.14399346287257572,0.22226261451214183
39081,Jefferson,39081,39,2020-03-01,0.026870132636041894,0.21148225469728613
