state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
CW,2020-07-12,"468,694","466,010","471,378",64.91,63.77,66.06,"722,054","719,025","725,083"
CW,2020-07-13,"472,790","470,025","475,555",65.92,64.78,67.06,"717,199","714,426","719,972"
CW,2020-07-14,"484,348","480,804","487,891",67.62,66.12,69.12,"716,275","712,425","720,125"
CW,2020-07-15,"483,717","479,670","487,763",68.08,66.29,69.86,"710,545","705,711","715,378"
CW,2020-07-16,"485,127","481,369","488,886",68.17,66.47,69.86,"711,694","706,922","716,465"
CW,2020-07-17,"483,863","480,175","487,551",67.98,66.34,69.62,"711,727","707,209","716,245"
CW,2020-07-18,"477,714","474,051","481,378",67.07,65.42,68.73,"712,218","707,571","716,865"
CW,2020-07-19,"473,340","469,571","477,109",66.61,64.90,68.32,"710,646","705,838","715,455"
CW,2020-07-20,"476,556","472,936","480,177",67.06,65.44,68.68,"710,634","706,190","715,079"
CW,2020-07-21,"485,985","482,376","489,594",68.19,66.56,69.82,"712,692","708,117","717,267"
CW,2020-07-22,"491,170","488,179","494,161",68.64,67.35,69.93,"715,558","712,095","719,022"
CW,2020-07-23,"489,206","486,790","491,621",67.78,66.73,68.83,"721,748","718,888","724,608"
CW,2020-07-24,"484,925","482,134","487,716",67.73,66.56,68.91,"715,944","712,959","718,929"
CW,2020-07-25,"471,405","469,110","473,701",66.21,65.17,67.25,"711,947","709,023","714,871"
CW,2020-07-26,"460,907","458,505","463,309",65.08,63.98,66.19,"708,169","705,048","711,291"
CW,2020-07-27,"462,360","460,015","464,704",65.26,64.20,66.31,"708,526","705,666","711,385"
CW,2020-07-28,"479,667","477,667","481,668",67.59,66.72,68.46,"709,669","707,403","711,934"
CW,2020-07-29,"485,093","483,075","487,111",68.41,67.52,69.29,"709,142","706,752","711,531"
CW,2020-07-30,"484,980","483,070","486,890",68.11,67.27,68.94,"712,087","709,852","714,322"
CW,2020-07-31,"481,271","479,397","483,145",67.82,66.99,68.65,"709,623","707,377","711,869"
CW,2020-08-01,"466,986","464,940","469,031",66.08,65.15,67.01,"706,678","704,100","709,256"
CW,2020-08-02,"455,244","453,260","457,227",64.66,63.76,65.57,"704,008","701,540","706,476"
CW,2020-08-03,"458,057","456,244","459,871",65.08,64.27,65.89,"703,807","701,640","705,974"
CW,2020-08-04,"475,737","473,977","477,498",67.39,66.59,68.19,"705,953","703,727","708,179"
CW,2020-08-05,"484,406","482,755","486,058",68.31,67.56,69.05,"709,152","707,084","711,221"
CW,2020-08-06,"484,486","482,822","486,150",68.22,67.46,68.98,"710,154","707,987","712,321"
CW,2020-08-07,"481,577","479,952","483,203",67.81,67.06,68.56,"710,210","708,065","712,355"
CW,2020-08-08,"467,223","465,561","468,884",65.56,64.78,66.35,"712,616","710,288","714,945"
CW,2020-08-09,"455,664","453,947","457,380",64.15,63.33,64.97,"710,314","707,877","712,751"
CW,2020-08-10,"456,740","455,171","458,310",64.31,63.54,65.08,"710,212","707,838","712,586"
CW,2020-08-11,"477,108","475,753","478,463",66.94,66.28,67.61,"712,714","710,671","714,758"
CW,2020-08-12,"485,449","483,664","487,234",67.56,66.73,68.39,"718,543","716,046","721,040"
MA,2020-07-12,"11,198","10,977","11,419",71.54,66.79,76.30,"15,652","15,339","15,965"
MA,2020-07-13,"10,795","10,574","11,016",69.12,64.36,73.89,"15,617","15,305","15,929"
MA,2020-07-14,"11,439","11,403","11,475",72.54,71.97,73.11,"15,769","15,760","15,778"
MA,2020-07-15,"11,342","11,288","11,396",71.68,70.67,72.68,"15,824","15,770","15,879"
MA,2020-07-16,"11,298","11,244","11,352",70.97,69.96,71.97,"15,920","15,866","15,975"
MA,2020-07-17,"10,907","10,848","10,965",68.61,67.52,69.71,"15,896","15,839","15,953"
MA,2020-07-18,"10,525","10,466","10,583",66.40,65.24,67.55,"15,851","15,785","15,917"
MA,2020-07-19,"10,620","10,566","10,674",66.90,65.86,67.94,"15,874","15,817","15,932"
MA,2020-07-20,"11,257","11,199","11,316",70.77,69.66,71.88,"15,906","15,846","15,967"
MA,2020-07-21,"12,004","11,323","12,684",75.46,60.95,89.98,"15,906","14,932","16,881"
MA,2020-07-22,"12,790","12,544","13,036",80.33,75.27,85.39,"15,922","15,595","16,250"
MA,2020-07-23,"11,328","11,189","11,467",70.36,67.52,73.20,"16,100","15,914","16,286"
MA,2020-07-24,"11,182","11,061","11,302",69.17,66.75,71.58,"16,167","16,013","16,320"
MA,2020-07-25,"10,922","10,803","11,040",67.56,65.15,69.97,"16,166","16,010","16,323"
MA,2020-07-26,"10,653","10,524","10,782",65.76,63.21,68.31,"16,200","16,041","16,359"
MA,2020-07-27,"10,679","10,558","10,800",65.82,63.41,68.24,"16,224","16,071","16,377"
MA,2020-07-28,"11,182","11,062","11,303",68.75,66.34,71.15,"16,266","16,113","16,419"
MA,2020-07-29,"11,464","11,343","11,584",70.22,67.83,72.61,"16,326","16,173","16,479"
MA,2020-07-30,"11,509","11,388","11,629",70.20,67.82,72.59,"16,393","16,240","16,546"
MA,2020-07-31,"11,507","11,386","11,627",69.90,67.53,72.28,"16,461","16,308","16,614"
MA,2020-08-01,"11,155","11,013","11,297",68.16,65.48,70.83,"16,367","16,206","16,528"
MA,2020-08-02,"10,793","10,655","10,931",66.13,63.54,68.72,"16,321","16,171","16,471"
MA,2020-08-03,"10,788","10,650","10,926",65.97,63.39,68.56,"16,352","16,202","16,502"
MA,2020-08-04,"10,958","10,838","11,077",68.33,65.92,70.74,"16,036","15,886","16,186"
MA,2020-08-05,"11,098","10,977","11,218",69.27,66.81,71.73,"16,021","15,865","16,177"
MA,2020-08-06,"11,000","10,882","11,118",68.67,66.28,71.06,"16,019","15,869","16,169"
MA,2020-08-07,"10,946","10,823","11,068",68.29,65.73,70.86,"16,027","15,859","16,195"
MA,2020-08-08,"10,677","10,521","10,833",66.89,63.58,70.20,"15,962","15,743","16,181"
MA,2020-08-09,"10,358","10,180","10,535",64.79,61.59,67.98,"15,987","15,834","16,140"
MA,2020-08-10,"10,403","10,285","10,521",65.14,62.74,67.55,"15,969","15,819","16,119"
MA,2020-08-11,"11,049","10,931","11,167",69.15,66.75,71.54,"15,979","15,829","16,129"
MA,2020-08-12,"11,121","10,981","11,261",69.51,66.64,72.39,"15,998","15,817","16,179"
AL,2020-07-12,"9,139","8,879","9,399",68.48,63.68,73.29,"13,345","13,269","13,421"
AL,2020-07-13,"9,344","8,959","9,728",70.94,63.76,78.12,"13,171","13,027","13,316"
AL,2020-07-14,"9,771","9,389","10,154",75.51,68.42,82.60,"12,940","12,793","13,088"
AL,2020-07-15,"9,814","9,390","10,238",76.31,67.01,85.60,"12,862","12,463","13,260"
AL,2020-07-16,"9,671","9,246","10,096",75.46,66.13,84.79,"12,816","12,424","13,207"
AL,2020-07-17,"9,632","9,215","10,048",75.80,66.70,84.90,"12,707","12,339","13,074"
AL,2020-07-18,"9,397","9,021","9,773",73.95,65.91,81.99,"12,707","12,400","13,014"
AL,2020-07-19,"9,256","8,866","9,646",73.92,65.44,82.40,"12,522","12,201","12,842"
AL,2020-07-20,"9,340","8,998","9,682",74.61,66.52,82.70,"12,518","12,156","12,880"
AL,2020-07-21,"9,575","9,196","9,955",76.33,67.73,84.92,"12,545","12,184","12,907"
AL,2020-07-22,"9,739","9,214","10,264",76.71,65.95,87.48,"12,695","12,326","13,064"
AL,2020-07-23,"9,596","9,146","10,046",77.19,68.24,86.14,"12,432","12,184","12,679"
AL,2020-07-24,"9,473","9,003","9,943",76.86,67.23,86.50,"12,324","12,037","12,611"
AL,2020-07-25,"9,207","8,738","9,676",74.42,64.76,84.09,"12,371","12,083","12,659"
AL,2020-07-26,"9,036","8,568","9,505",73.98,64.17,83.78,"12,215","11,927","12,504"
AL,2020-07-27,"9,090","8,640","9,539",73.57,64.19,82.95,"12,355","12,067","12,643"
AL,2020-07-28,"9,605","9,155","10,054",77.44,68.57,86.31,"12,402","12,171","12,633"
AL,2020-07-29,"9,705","9,256","10,155",77.84,69.03,86.65,"12,468","12,236","12,700"
AL,2020-07-30,"9,677","9,419","9,936",77.24,71.46,83.02,"12,529","12,289","12,769"
AL,2020-07-31,"9,613","9,364","9,861",77.11,71.45,82.77,"12,466","12,226","12,705"
AL,2020-08-01,"9,065","8,834","9,296",73.30,67.74,78.86,"12,367","12,118","12,615"
AL,2020-08-02,"8,828","8,582","9,073",71.89,66.18,77.61,"12,279","12,045","12,512"
AL,2020-08-03,"8,978","8,729","9,227",72.94,67.15,78.73,"12,309","12,069","12,548"
AL,2020-08-04,"9,452","9,204","9,701",76.22,70.51,81.93,"12,401","12,161","12,641"
AL,2020-08-05,"9,717","9,469","9,966",77.77,72.11,83.43,"12,495","12,256","12,735"
AL,2020-08-06,"9,675","9,426","9,924",77.80,72.11,83.49,"12,436","12,196","12,675"
AL,2020-08-07,"9,482","9,233","9,731",76.21,70.52,81.91,"12,441","12,201","12,681"
AL,2020-08-08,"9,255","9,009","9,501",74.61,69.04,80.18,"12,404","12,179","12,629"
AL,2020-08-09,"8,967","8,741","9,193",73.18,67.73,78.63,"12,254","12,016","12,492"
AL,2020-08-10,"9,022","8,826","9,219",73.68,69.82,77.54,"12,245","12,182","12,309"
AL,2020-08-11,"9,459","9,210","9,708",76.76,71.07,82.45,"12,323","12,093","12,553"
AL,2020-08-12,"9,748","9,492","10,004",77.61,71.87,83.36,"12,560","12,322","12,798"
AK,2020-07-12,714,687,741,41.66,34.47,48.84,"1,714","1,651","1,777"
AK,2020-07-13,704,678,731,41.13,34.23,48.02,"1,713","1,651","1,775"
AK,2020-07-14,732,705,758,42.71,35.49,49.92,"1,713","1,650","1,776"
AK,2020-07-15,770,743,797,42.74,34.80,50.68,"1,802","1,739","1,864"
AK,2020-07-16,778,765,792,42.96,37.84,48.07,"1,812","1,749","1,875"
AK,2020-07-17,775,762,788,42.81,37.38,48.23,"1,810","1,747","1,873"
AK,2020-07-18,777,659,895,43.20,19.93,66.47,"1,799","1,638","1,960"
AK,2020-07-19,763,749,776,42.39,37.17,47.61,"1,799","1,736","1,862"
AK,2020-07-20,768,757,779,42.45,35.43,49.48,"1,809","1,747","1,871"
AK,2020-07-21,788,771,804,43.53,35.68,51.38,"1,809","1,732","1,886"
AK,2020-07-22,813,800,826,44.94,38.57,51.32,"1,809","1,746","1,872"
AK,2020-07-23,808,795,821,44.37,38.04,50.70,"1,821","1,758","1,884"
AK,2020-07-24,810,797,824,44.56,39.37,49.74,"1,819","1,756","1,882"
AK,2020-07-25,769,756,782,42.46,37.89,47.04,"1,811","1,798","1,824"
AK,2020-07-26,746,740,752,41.21,30.61,51.81,"1,810","1,667","1,954"
AK,2020-07-27,751,745,757,41.23,30.92,51.54,"1,821","1,677","1,965"
AK,2020-07-28,829,823,835,45.76,34.68,56.84,"1,812","1,668","1,955"
AK,2020-07-29,887,881,893,48.93,37.52,60.34,"1,813","1,669","1,956"
AK,2020-07-30,845,839,851,46.63,35.47,57.80,"1,812","1,668","1,956"
AK,2020-07-31,821,815,827,45.31,34.28,56.34,"1,812","1,668","1,956"
AK,2020-08-01,800,794,807,44.50,33.71,55.28,"1,799","1,656","1,942"
AK,2020-08-02,716,710,722,39.76,29.26,50.25,"1,801","1,657","1,945"
AK,2020-08-03,750,744,757,41.42,30.99,51.84,"1,812","1,668","1,956"
AK,2020-08-04,730,724,736,40.31,29.81,50.81,"1,811","1,667","1,955"
AK,2020-08-05,809,803,815,44.71,33.64,55.77,"1,810","1,665","1,954"
AK,2020-08-06,815,809,821,45.08,33.96,56.19,"1,808","1,663","1,953"
AK,2020-08-07,827,821,833,45.78,34.80,56.76,"1,806","1,662","1,951"
AK,2020-08-08,784,775,792,43.66,39.78,47.54,"1,795","1,763","1,827"
AK,2020-08-09,737,729,746,41.08,37.16,44.99,"1,795","1,763","1,827"
AK,2020-08-10,778,772,784,43.10,32.35,53.86,"1,805","1,660","1,950"
AK,2020-08-11,800,794,806,44.32,33.27,55.37,"1,805","1,660","1,950"
AK,2020-08-12,830,824,836,45.98,34.90,57.07,"1,805","1,660","1,950"
CA,2020-07-12,"45,370","45,066","45,674",64.02,62.65,65.39,"70,868","70,509","71,227"
CA,2020-07-13,"44,845","44,652","45,039",63.43,62.49,64.37,"70,705","70,436","70,974"
CA,2020-07-14,"45,496","44,473","46,519",66.37,61.72,71.01,"68,552","67,367","69,737"
CA,2020-07-15,"45,508","44,486","46,531",67.76,62.93,72.60,"67,159","65,905","68,412"
CA,2020-07-16,"45,606","44,605","46,607",68.58,63.78,73.38,"66,505","65,264","67,745"
CA,2020-07-17,"45,550","44,563","46,537",69.21,64.40,74.01,"65,816","64,583","67,050"
CA,2020-07-18,"45,283","44,285","46,281",70.03,65.04,75.02,"64,659","63,380","65,938"
CA,2020-07-19,"45,017","44,021","46,014",70.51,65.47,75.56,"63,843","62,566","65,120"
CA,2020-07-20,"45,022","44,036","46,008",71.44,66.45,76.43,"63,023","61,796","64,250"
CA,2020-07-21,"45,301","44,315","46,286",72.26,67.21,77.31,"62,692","61,442","63,941"
CA,2020-07-22,"45,392","44,583","46,201",72.48,68.03,76.93,"62,628","61,456","63,801"
CA,2020-07-23,"44,260","43,726","44,795",71.71,68.79,74.63,"61,723","61,007","62,439"
CA,2020-07-24,"44,165","43,683","44,647",71.43,68.77,74.08,"61,831","61,179","62,483"
CA,2020-07-25,"43,866","43,561","44,171",71.19,69.64,72.74,"61,618","61,265","61,971"
CA,2020-07-26,"42,749","42,599","42,900",69.84,68.53,71.14,"61,211","60,860","61,563"
CA,2020-07-27,"43,249","42,130","44,369",70.37,64.32,76.42,"61,457","59,914","62,999"
CA,2020-07-28,"43,750","43,526","43,974",70.90,69.56,72.25,"61,702","61,417","61,987"
CA,2020-07-29,"44,668","44,539","44,796",72.28,71.62,72.94,"61,798","61,643","61,954"
CA,2020-07-30,"44,220","44,117","44,324",71.29,70.64,71.95,"62,028","61,886","62,170"
CA,2020-07-31,"44,490","44,385","44,595",71.93,71.37,72.48,"61,854","61,732","61,977"
CA,2020-08-01,"43,428","43,023","43,834",70.58,68.37,72.80,"61,528","60,981","62,074"
CA,2020-08-02,"43,230","42,808","43,652",71.36,68.94,73.78,"60,580","59,964","61,196"
CA,2020-08-03,"41,550","41,437","41,664",69.30,68.49,70.12,"59,956","59,762","60,150"
CA,2020-08-04,"43,284","43,178","43,390",71.72,70.56,72.89,"60,347","60,005","60,690"
CA,2020-08-05,"43,812","43,675","43,949",72.46,71.64,73.29,"60,461","60,284","60,638"
CA,2020-08-06,"43,522","43,363","43,680",72.24,71.29,73.18,"60,248","60,029","60,467"
CA,2020-08-07,"43,354","43,080","43,628",71.62,70.13,73.11,"60,532","60,227","60,836"
CA,2020-08-08,"42,255","41,954","42,556",70.34,68.73,71.96,"60,071","59,709","60,434"
CA,2020-08-09,"41,190","40,915","41,464",68.95,67.41,70.49,"59,738","59,377","60,100"
CA,2020-08-10,"40,992","40,756","41,227",69.15,67.77,70.53,"59,279","58,965","59,594"
CA,2020-08-11,"42,942","42,778","43,105",71.97,70.91,73.03,"59,667","59,398","59,937"
CA,2020-08-12,"43,945","43,763","44,127",72.61,71.61,73.60,"60,526","60,307","60,745"
TN,2020-07-12,"11,882","11,647","12,117",60.12,56.40,63.85,"19,763","19,504","20,022"
TN,2020-07-13,"11,517","11,063","11,971",61.90,54.68,69.13,"18,604","18,169","19,040"
TN,2020-07-14,"11,674","11,172","12,176",62.88,54.79,70.97,"18,566","18,058","19,073"
TN,2020-07-15,"11,823","11,343","12,303",64.92,57.00,72.84,"18,211","17,708","18,713"
TN,2020-07-16,"11,912","11,466","12,358",64.63,57.08,72.18,"18,432","17,911","18,952"
TN,2020-07-17,"11,900","11,351","12,449",64.20,55.05,73.35,"18,536","17,913","19,159"
TN,2020-07-18,"11,525","11,131","11,919",62.22,55.57,68.88,"18,522","18,067","18,977"
TN,2020-07-19,"11,156","10,771","11,542",60.23,53.75,66.71,"18,523","18,091","18,955"
TN,2020-07-20,"11,617","11,079","12,155",62.77,53.65,71.90,"18,506","17,875","19,137"
TN,2020-07-21,"11,900","11,458","12,342",63.92,56.78,71.06,"18,617","18,159","19,076"
TN,2020-07-22,"11,835","11,753","11,917",64.15,60.99,67.32,"18,448","18,109","18,788"
TN,2020-07-23,"11,879","11,800","11,958",63.95,61.05,66.85,"18,576","18,265","18,887"
TN,2020-07-24,"11,710","11,505","11,915",63.14,59.26,67.02,"18,546","18,233","18,860"
TN,2020-07-25,"11,201","10,962","11,439",60.33,56.03,64.63,"18,566","18,240","18,891"
TN,2020-07-26,"10,874","10,670","11,079",58.45,54.58,62.32,"18,604","18,291","18,916"
TN,2020-07-27,"11,290","11,085","11,495",60.80,56.80,64.80,"18,569","18,235","18,902"
TN,2020-07-28,"11,608","11,234","11,982",62.47,55.65,69.29,"18,581","18,049","19,113"
TN,2020-07-29,"11,666","11,460","11,871",62.40,58.56,66.24,"18,695","18,384","19,006"
TN,2020-07-30,"11,838","11,633","12,043",63.33,59.50,67.17,"18,692","18,381","19,003"
TN,2020-07-31,"11,718","11,603","11,833",63.21,60.15,66.28,"18,537","18,232","18,842"
TN,2020-08-01,"10,952","10,875","11,029",59.19,56.48,61.91,"18,503","18,206","18,800"
TN,2020-08-02,"10,851","10,774","10,928",58.79,56.08,61.51,"18,456","18,159","18,753"
TN,2020-08-03,"11,198","10,993","11,402",60.42,56.62,64.22,"18,533","18,235","18,831"
TN,2020-08-04,"11,462","11,257","11,667",62.04,58.24,65.85,"18,474","18,176","18,772"
TN,2020-08-05,"11,748","11,669","11,826",63.29,60.53,66.06,"18,561","18,265","18,857"
TN,2020-08-06,"11,662","11,458","11,867",62.87,59.06,66.69,"18,549","18,246","18,851"
TN,2020-08-07,"11,468","11,236","11,699",61.40,57.33,65.47,"18,678","18,376","18,981"
TN,2020-08-08,"11,074","10,825","11,323",59.23,54.92,63.55,"18,696","18,399","18,993"
TN,2020-08-09,"10,862","10,657","11,066",58.11,54.34,61.89,"18,691","18,394","18,988"
TN,2020-08-10,"11,300","11,222","11,378",60.38,57.63,63.13,"18,715","18,412","19,018"
TN,2020-08-11,"11,461","11,383","11,539",61.12,58.41,63.82,"18,753","18,457","19,049"
TN,2020-08-12,"11,527","10,969","12,085",61.43,51.47,71.39,"18,764","17,993","19,535"
AZ,2020-07-12,"8,741","8,585","8,897",86.95,77.52,96.38,"10,053","9,592","10,514"
AZ,2020-07-13,"8,876","8,451","9,301",88.21,75.23,101.18,"10,062","9,597","10,528"
AZ,2020-07-14,"9,090","8,657","9,523",90.32,77.46,103.17,"10,065","9,606","10,524"
AZ,2020-07-15,"9,179","8,841","9,518",91.25,80.83,101.66,"10,060","9,677","10,443"
AZ,2020-07-16,"9,197","8,829","9,566",91.39,80.43,102.36,"10,063","9,681","10,446"
AZ,2020-07-17,"9,101","8,773","9,429",91.13,80.72,101.53,"9,987","9,604","10,371"
AZ,2020-07-18,"8,912","8,532","9,293",90.05,78.82,101.29,"9,897","9,510","10,283"
AZ,2020-07-19,"8,750","8,412","9,088",89.04,78.36,99.71,"9,827","9,443","10,211"
AZ,2020-07-20,"8,773","8,445","9,100",89.53,78.58,100.49,"9,798","9,416","10,180"
AZ,2020-07-21,"8,818","8,491","9,145",89.70,77.89,101.52,"9,830","9,394","10,266"
AZ,2020-07-22,"8,755","8,438","9,073",90.00,78.03,101.97,"9,728","9,301","10,155"
AZ,2020-07-23,"8,770","8,508","9,033",90.13,81.13,99.14,"9,731","9,400","10,061"
AZ,2020-07-24,"8,760","8,498","9,023",90.25,81.27,99.24,"9,706","9,377","10,035"
AZ,2020-07-25,"8,533","8,344","8,721",88.97,82.75,95.19,"9,591","9,365","9,817"
AZ,2020-07-26,"8,284","8,096","8,473",87.79,81.42,94.15,"9,437","9,209","9,665"
AZ,2020-07-27,"8,171","8,001","8,342",87.05,80.67,93.42,"9,387","9,161","9,614"
AZ,2020-07-28,"8,520","8,351","8,690",89.09,82.47,95.71,"9,564","9,339","9,788"
AZ,2020-07-29,"8,614","8,391","8,837",89.70,82.58,96.81,"9,604","9,383","9,825"
AZ,2020-07-30,"8,602","8,435","8,770",89.81,83.45,96.16,"9,579","9,359","9,799"
AZ,2020-07-31,"8,576","8,408","8,744",89.93,83.79,96.07,"9,536","9,314","9,759"
AZ,2020-08-01,"8,387","8,142","8,632",88.50,81.10,95.90,"9,477","9,253","9,701"
AZ,2020-08-02,"8,125","7,938","8,313",87.42,80.73,94.11,"9,295","9,061","9,529"
AZ,2020-08-03,"7,995","7,826","8,163",86.23,79.73,92.73,"9,271","9,051","9,491"
AZ,2020-08-04,"8,415","8,247","8,583",88.61,82.20,95.02,"9,497","9,275","9,719"
AZ,2020-08-05,"8,377","8,202","8,551",89.19,82.84,95.54,"9,392","9,172","9,612"
AZ,2020-08-06,"8,415","8,241","8,590",89.09,82.04,96.14,"9,446","9,226","9,666"
AZ,2020-08-07,"8,336","8,161","8,511",88.33,81.86,94.80,"9,437","9,216","9,658"
AZ,2020-08-08,"8,117","7,924","8,311",87.40,80.86,93.94,"9,288","9,064","9,512"
AZ,2020-08-09,"7,879","7,629","8,128",86.00,78.09,93.90,"9,162","8,938","9,386"
AZ,2020-08-10,"7,702","7,527","7,877",84.29,77.87,90.72,"9,137","8,917","9,357"
AZ,2020-08-11,"7,968","7,793","8,143",86.52,79.91,93.14,"9,209","8,989","9,429"
AZ,2020-08-12,"8,069","7,894","8,244",87.12,80.82,93.42,"9,262","9,042","9,482"
GA,2020-07-12,"10,664","10,416","10,912",69.09,63.82,74.37,"15,434","15,111","15,757"
GA,2020-07-13,"10,764","10,522","11,006",69.83,64.20,75.46,"15,414","15,036","15,792"
GA,2020-07-14,"11,124","10,751","11,497",72.02,64.08,79.96,"15,445","14,949","15,941"
GA,2020-07-15,"11,063","10,504","11,621",72.44,62.06,82.81,"15,272","14,770","15,775"
GA,2020-07-16,"11,063","10,515","11,610",72.95,62.75,83.16,"15,164","14,677","15,652"
GA,2020-07-17,"11,045","10,479","11,611",72.80,61.79,83.82,"15,171","14,653","15,688"
GA,2020-07-18,"10,927","10,368","11,487",72.15,61.71,82.58,"15,147","14,645","15,648"
GA,2020-07-19,"10,909","10,363","11,455",71.34,61.14,81.53,"15,292","14,791","15,794"
GA,2020-07-20,"10,997","10,446","11,548",71.69,61.24,82.14,"15,340","14,831","15,848"
GA,2020-07-21,"11,117","10,567","11,666",72.13,61.58,82.69,"15,411","14,906","15,917"
GA,2020-07-22,"11,156","10,738","11,575",72.11,64.81,79.41,"15,472","15,170","15,774"
GA,2020-07-23,"11,176","10,750","11,602",71.91,64.39,79.44,"15,541","15,218","15,864"
GA,2020-07-24,"11,168","10,741","11,595",72.03,64.39,79.66,"15,505","15,165","15,844"
GA,2020-07-25,"10,936","10,507","11,365",71.33,63.69,78.97,"15,332","15,001","15,663"
GA,2020-07-26,"10,702","10,281","11,124",70.29,62.75,77.83,"15,226","14,911","15,541"
GA,2020-07-27,"10,890","10,474","11,307",72.47,64.98,79.96,"15,027","14,715","15,339"
GA,2020-07-28,"11,212","10,788","11,636",73.71,66.07,81.36,"15,210","14,887","15,533"
GA,2020-07-29,"11,457","11,048","11,865",74.50,67.39,81.62,"15,377","15,090","15,664"
GA,2020-07-30,"11,473","11,043","11,903",74.55,66.87,82.23,"15,390","15,063","15,717"
GA,2020-07-31,"11,332","10,904","11,759",73.49,65.74,81.23,"15,420","15,098","15,743"
GA,2020-08-01,"11,100","10,669","11,531",72.50,64.79,80.21,"15,311","14,982","15,640"
GA,2020-08-02,"10,946","10,523","11,369",71.32,63.81,78.82,"15,349","15,031","15,668"
GA,2020-08-03,"11,059","10,639","11,479",71.75,64.30,79.20,"15,413","15,102","15,724"
GA,2020-08-04,"11,245","10,829","11,662",72.91,65.23,80.58,"15,425","15,071","15,779"
GA,2020-08-05,"11,370","10,962","11,779",73.77,66.61,80.93,"15,413","15,128","15,699"
GA,2020-08-06,"11,337","10,921","11,753",73.60,65.69,81.51,"15,404","15,096","15,712"
GA,2020-08-07,"11,231","10,814","11,647",73.65,66.29,81.00,"15,249","14,948","15,550"
GA,2020-08-08,"11,048","10,625","11,471",72.85,65.36,80.34,"15,166","14,860","15,472"
GA,2020-08-09,"10,720","10,300","11,140",71.26,63.71,78.81,"15,043","14,736","15,350"
GA,2020-08-10,"10,754","10,343","11,166",70.93,63.33,78.52,"15,163","14,873","15,452"
GA,2020-08-11,"11,013","10,598","11,428",72.75,65.31,80.19,"15,138","14,843","15,433"
GA,2020-08-12,"11,191","10,784","11,598",73.49,66.24,80.74,"15,227","14,945","15,509"
AR,2020-07-12,"4,740","4,435","5,045",66.74,53.72,79.77,"7,102","6,769","7,435"
AR,2020-07-13,"4,786","4,481","5,091",66.30,54.47,78.12,"7,219","6,968","7,470"
AR,2020-07-14,"4,787","4,461","5,113",66.90,51.78,82.01,"7,155","6,710","7,601"
AR,2020-07-15,"4,793","4,523","5,062",67.87,54.68,81.06,"7,061","6,660","7,463"
AR,2020-07-16,"4,803","4,526","5,080",68.02,55.44,80.59,"7,061","6,710","7,412"
AR,2020-07-17,"4,839","4,582","5,095",67.91,56.25,79.57,"7,125","6,791","7,458"
AR,2020-07-18,"4,761","4,491","5,032",67.52,55.09,79.95,"7,052","6,700","7,404"
AR,2020-07-19,"4,637","4,367","4,907",65.80,53.45,78.14,"7,048","6,703","7,392"
AR,2020-07-20,"4,660","4,401","4,919",65.67,53.86,77.48,"7,096","6,762","7,430"
AR,2020-07-21,"4,867","4,608","5,126",70.25,58.22,82.28,"6,928","6,595","7,262"
AR,2020-07-22,"4,966","4,794","5,138",71.25,64.26,78.23,"6,971","6,814","7,128"
AR,2020-07-23,"4,843","4,705","4,981",67.33,61.42,73.24,"7,193","7,036","7,350"
AR,2020-07-24,"4,778","4,643","4,913",67.42,61.34,73.51,"7,087","6,921","7,253"
AR,2020-07-25,"4,550","4,408","4,691",65.25,59.18,71.32,"6,973","6,826","7,119"
AR,2020-07-26,"4,476","4,337","4,616",64.85,58.83,70.86,"6,903","6,762","7,045"
AR,2020-07-27,"4,529","4,432","4,626",64.87,60.59,69.14,"6,982","6,874","7,090"
AR,2020-07-28,"4,746","4,634","4,857",67.03,61.05,73.01,"7,081","6,884","7,277"
AR,2020-07-29,"4,884","4,812","4,957",68.38,65.75,71.01,"7,143","7,104","7,181"
AR,2020-07-30,"4,974","4,901","5,046",69.25,66.67,71.84,"7,182","7,144","7,220"
AR,2020-07-31,"4,870","4,806","4,933",68.31,66.10,70.53,"7,128","7,114","7,143"
AR,2020-08-01,"4,556","4,455","4,657",64.24,59.67,68.81,"7,092","6,967","7,217"
AR,2020-08-02,"4,297","4,208","4,387",60.97,56.96,64.98,"7,048","6,943","7,153"
AR,2020-08-03,"4,462","4,403","4,521",63.25,61.04,65.47,"7,055","7,027","7,083"
AR,2020-08-04,"4,837","4,779","4,895",67.70,65.67,69.72,"7,145","7,131","7,159"
AR,2020-08-05,"4,857","4,800","4,915",68.49,66.50,70.49,"7,092","7,081","7,103"
AR,2020-08-06,"4,887","4,828","4,947",68.04,65.96,70.13,"7,183","7,164","7,202"
AR,2020-08-07,"4,787","4,714","4,860",67.22,64.29,70.16,"7,121","7,057","7,186"
AR,2020-08-08,"4,665","4,529","4,800",66.01,61.15,70.87,"7,067","7,019","7,115"
AR,2020-08-09,"4,446","4,311","4,582",63.57,58.33,68.81,"6,994","6,909","7,080"
AR,2020-08-10,"4,515","4,445","4,584",63.72,60.69,66.75,"7,085","7,009","7,162"
AR,2020-08-11,"4,842","4,776","4,907",67.39,64.75,70.03,"7,185","7,124","7,245"
