state,collection_date,Inpatient Beds Occupied Estimated,Count LL,Count UL,Percentage of Inpatient Beds Occupied Estimated,Percentage LL,Percentage UL,Total Inpatient Beds,Total LL,Total UL
NM,2020-08-08,"1,929","1,878","1,980",63.46,57.74,69.19,"3,039","2,967","3,112"
NM,2020-08-09,"1,829","1,648","2,010",60.04,44.11,75.98,"3,046","2,960","3,132"
NM,2020-08-10,"1,819","1,765","1,873",59.67,53.39,65.96,"3,048","2,964","3,132"
NM,2020-08-11,"1,863","1,810","1,915",61.08,55.13,67.03,"3,050","2,973","3,127"
NM,2020-08-12,"1,940","1,911","1,969",63.75,59.70,67.80,"3,043","2,981","3,105"
NY,2020-07-12,"32,268","30,969","33,567",63.99,56.54,71.45,"50,424","49,292","51,556"
NY,2020-07-13,"32,475","31,186","33,764",64.49,57.14,71.83,"50,359","49,267","51,451"
NY,2020-07-14,"33,260","31,221","35,299",66.02,54.14,77.91,"50,376","48,398","52,354"
NY,2020-07-15,"33,696","31,660","35,732",66.41,54.63,78.19,"50,741","48,761","52,720"
NY,2020-07-16,"34,060","32,562","35,558",67.17,57.50,76.83,"50,710","48,751","52,669"
NY,2020-07-17,"33,846","32,351","35,341",67.12,57.40,76.83,"50,429","48,471","52,387"
NY,2020-07-18,"33,525","32,028","35,022",66.99,57.18,76.80,"50,046","48,074","52,018"
NY,2020-07-19,"33,236","31,737","34,736",66.88,56.98,76.77,"49,698","47,724","51,672"
NY,2020-07-20,"33,352","31,863","34,841",66.71,56.93,76.49,"49,996","48,037","51,955"
NY,2020-07-21,"33,899","32,458","35,341",67.92,57.73,78.11,"49,909","47,704","52,114"
NY,2020-07-22,"34,329","33,030","35,629",69.10,60.44,77.75,"49,684","47,946","51,421"
NY,2020-07-23,"34,561","33,927","35,195",68.21,61.69,74.73,"50,667","48,934","52,399"
NY,2020-07-24,"34,099","32,611","35,586",66.93,57.80,76.07,"50,947","49,217","52,676"
NY,2020-07-25,"33,112","32,771","33,454",65.08,59.24,70.92,"50,880","49,136","52,624"
NY,2020-07-26,"32,509","32,120","32,898",63.77,57.86,69.68,"50,981","49,218","52,745"
NY,2020-07-27,"32,048","31,731","32,366",63.05,57.83,68.28,"50,828","49,255","52,400"
NY,2020-07-28,"33,775","33,494","34,056",66.23,61.33,71.13,"50,997","49,565","52,429"
NY,2020-07-29,"33,757","33,486","34,028",68.15,63.07,73.23,"49,531","48,084","50,978"
NY,2020-07-30,"33,864","33,546","34,183",66.03,61.11,70.96,"51,284","49,838","52,729"
NY,2020-07-31,"33,880","33,609","34,151",68.45,63.45,73.45,"49,497","48,080","50,913"
NY,2020-08-01,"32,960","32,654","33,266",66.68,61.65,71.71,"49,430","47,999","50,861"
NY,2020-08-02,"31,893","31,591","32,194",64.74,59.77,69.71,"49,263","47,831","50,694"
NY,2020-08-03,"32,445","32,166","32,724",65.58,60.64,70.52,"49,475","48,049","50,901"
NY,2020-08-04,"33,672","33,056","34,289",67.87,61.72,74.03,"49,611","48,036","51,186"
NY,2020-08-05,"34,458","34,187","34,729",69.26,64.06,74.46,"49,754","48,266","51,241"
NY,2020-08-06,"34,062","33,719","34,404",68.26,62.84,73.68,"49,900","48,382","51,418"
NY,2020-08-07,"33,708","33,433","33,983",67.47,61.98,72.97,"49,957","48,367","51,547"
NY,2020-08-08,"32,579","32,273","32,884",65.64,60.44,70.84,"49,631","48,122","51,139"
NY,2020-08-09,"31,698","31,392","32,004",64.04,58.88,69.19,"49,500","47,994","51,006"
NY,2020-08-10,"31,617","31,343","31,891",63.48,58.42,68.55,"49,803","48,308","51,299"
NY,2020-08-11,"33,979","33,701","34,257",67.98,62.81,73.15,"49,982","48,493","51,471"
NY,2020-08-12,"34,708","34,423","34,993",68.91,63.68,74.14,"50,367","48,864","51,870"
OR,2020-07-12,"3,875","3,603","4,147",72.28,58.58,85.99,"5,361","5,158","5,564"
OR,2020-07-13,"3,826","3,558","4,094",71.67,58.54,84.80,"5,338","5,170","5,507"
OR,2020-07-14,"3,871","3,560","4,181",73.66,57.71,89.61,"5,255","5,010","5,500"
OR,2020-07-15,"3,868","3,579","4,157",75.36,61.20,89.52,"5,133","4,970","5,296"
OR,2020-07-16,"3,877","3,586","4,168",75.53,61.42,89.64,"5,133","4,978","5,288"
OR,2020-07-17,"3,886","3,639","4,133",75.62,63.39,87.85,"5,139","4,985","5,293"
OR,2020-07-18,"3,859","3,614","4,105",75.29,61.82,88.76,"5,126","4,899","5,352"
OR,2020-07-19,"3,749","3,501","3,997",73.22,59.60,86.84,"5,120","4,894","5,346"
OR,2020-07-20,"3,775","3,565","3,984",73.82,61.78,85.86,"5,113","4,896","5,331"
OR,2020-07-21,"3,918","3,675","4,160",76.31,63.33,89.29,"5,134","4,925","5,343"
OR,2020-07-22,"3,917","3,719","4,115",76.36,65.47,87.25,"5,130","4,945","5,315"
OR,2020-07-23,"3,914","3,716","4,113",76.02,65.18,86.86,"5,149","4,965","5,334"
OR,2020-07-24,"3,866","3,784","3,949",75.75,68.41,83.08,"5,104","4,920","5,289"
OR,2020-07-25,"3,815","3,725","3,906",75.04,66.84,83.24,"5,084","4,877","5,291"
OR,2020-07-26,"3,640","3,532","3,748",71.86,62.88,80.83,"5,065","4,844","5,286"
OR,2020-07-27,"3,689","3,618","3,761",73.11,66.02,80.20,"5,047","4,862","5,231"
OR,2020-07-28,"3,847","3,776","3,919",75.64,68.54,82.73,"5,087","4,902","5,271"
OR,2020-07-29,"3,898","3,829","3,966",76.58,69.57,83.59,"5,090","4,907","5,272"
OR,2020-07-30,"3,864","3,800","3,929",76.04,69.25,82.84,"5,082","4,903","5,261"
OR,2020-07-31,"3,795","3,733","3,856",74.45,67.78,81.11,"5,097","4,919","5,275"
OR,2020-08-01,"3,799","3,727","3,871",74.58,66.95,82.21,"5,094","4,891","5,296"
OR,2020-08-02,"3,670","3,605","3,735",72.21,64.90,79.51,"5,082","4,884","5,281"
OR,2020-08-03,"3,652","3,591","3,713",71.89,65.27,78.50,"5,080","4,902","5,258"
OR,2020-08-04,"3,789","3,728","3,850",74.49,67.80,81.17,"5,087","4,908","5,266"
OR,2020-08-05,"3,948","3,886","4,010",77.24,70.46,84.03,"5,112","4,932","5,291"
OR,2020-08-06,"3,893","3,829","3,957",76.16,69.37,82.95,"5,112","4,933","5,291"
OR,2020-08-07,"3,854","3,794","3,915",75.15,68.52,81.78,"5,129","4,950","5,308"
OR,2020-08-08,"3,762","3,698","3,827",73.49,66.19,80.78,"5,120","4,921","5,318"
OR,2020-08-09,"3,712","3,573","3,851",72.68,62.04,83.32,"5,107","4,853","5,362"
OR,2020-08-10,"3,714","3,647","3,782",72.77,65.91,79.64,"5,104","4,921","5,287"
OR,2020-08-11,"3,860","3,800","3,921",75.22,68.61,81.83,"5,132","4,954","5,310"
OR,2020-08-12,"3,815","3,755","3,875",73.82,67.28,80.36,"5,168","4,989","5,347"
RI,2020-07-12,"1,427","1,206","1,648",76.35,43.21,109.49,"1,869","1,664","2,074"
RI,2020-07-13,"1,465","1,237","1,693",78.29,50.16,106.42,"1,871","1,810","1,932"
RI,2020-07-14,"1,570","1,357","1,783",81.80,56.60,107.00,"1,920","1,859","1,981"
RI,2020-07-15,"1,584","1,347","1,821",81.51,46.25,116.77,"1,943","1,699","2,187"
RI,2020-07-16,"1,572","1,326","1,817",82.68,45.83,119.53,"1,901","1,655","2,146"
RI,2020-07-17,"1,559","1,322","1,797",84.67,48.14,121.20,"1,842","1,607","2,076"
RI,2020-07-18,"1,552","1,307","1,798",85.09,46.80,123.39,"1,824","1,579","2,070"
RI,2020-07-19,"1,547","1,305","1,790",85.96,47.59,124.33,"1,800","1,557","2,043"
RI,2020-07-20,"1,556","1,319","1,793",87.35,49.68,125.02,"1,781","1,547","2,016"
RI,2020-07-21,"1,570","1,329","1,811",87.93,49.86,126.00,"1,786","1,549","2,022"
RI,2020-07-22,"1,580","1,493","1,667",93.15,79.16,107.13,"1,696","1,616","1,776"
RI,2020-07-23,"1,569","1,549","1,589",94.12,86.64,101.61,"1,667","1,606","1,728"
RI,2020-07-24,"1,576","1,576","1,576",92.94,92.94,92.94,"1,696","1,635","1,756"
RI,2020-07-25,"1,482","1,463","1,502",87.58,79.18,95.98,"1,693","1,620","1,765"
RI,2020-07-26,"1,485","1,443","1,526",84.91,75.72,94.11,"1,748","1,676","1,821"
RI,2020-07-27,"1,490","1,410","1,571",84.48,72.66,96.30,"1,764","1,704","1,825"
RI,2020-07-28,"1,572","1,572","1,572",90.49,90.49,90.49,"1,737","1,676","1,798"
RI,2020-07-29,"1,640","1,613","1,667",92.49,85.17,99.81,"1,773","1,712","1,834"
RI,2020-07-30,"1,590","1,590","1,590",91.85,91.85,91.85,"1,731","1,731","1,731"
RI,2020-07-31,"1,780","1,780","1,780",94.73,94.73,94.73,"1,879","1,879","1,879"
RI,2020-08-01,"1,724","1,724","1,724",98.29,98.29,98.29,"1,754","1,754","1,754"
RI,2020-08-02,"1,708","1,689","1,728",94.50,89.67,99.32,"1,808","1,768","1,848"
RI,2020-08-03,"1,702","1,702","1,702",93.98,93.98,93.98,"1,811","1,811","1,811"
RI,2020-08-04,"1,734","1,734","1,734",99.77,99.77,99.77,"1,738","1,738","1,738"
RI,2020-08-05,"1,727","1,727","1,727",97.30,97.30,97.30,"1,775","1,775","1,775"
RI,2020-08-06,"1,764","1,764","1,764",99.44,99.44,99.44,"1,774","1,774","1,774"
RI,2020-08-07,"1,736","1,736","1,736",100.40,100.40,100.40,"1,729","1,729","1,729"
RI,2020-08-08,"1,698","1,698","1,698",102.23,102.23,102.23,"1,661","1,661","1,661"
RI,2020-08-09,"1,637","1,637","1,637",99.15,99.15,99.15,"1,651","1,651","1,651"
RI,2020-08-10,"1,623","1,623","1,623",93.54,93.54,93.54,"1,735","1,735","1,735"
RI,2020-08-11,"1,661","1,661","1,661",98.11,98.11,98.11,"1,693","1,693","1,693"
RI,2020-08-12,"1,737","1,737","1,737",97.69,97.69,97.69,"1,778","1,778","1,778"
SC,2020-07-12,"7,349","7,277","7,421",71.98,69.51,74.44,"10,210","10,100","10,320"
SC,2020-07-13,"7,486","7,415","7,558",72.57,70.12,75.02,"10,316","10,205","10,427"
SC,2020-07-14,"7,766","7,493","8,038",75.38,67.28,83.47,"10,303","9,986","10,619"
SC,2020-07-15,"7,870","7,504","8,236",72.21,61.99,82.43,"10,899","10,483","11,315"
SC,2020-07-16,"7,939","7,588","8,290",73.28,63.21,83.34,"10,834","10,415","11,253"
SC,2020-07-17,"7,803","7,425","8,181",73.00,62.50,83.50,"10,689","10,284","11,093"
SC,2020-07-18,"7,571","7,104","8,037",71.24,57.70,84.78,"10,627","10,082","11,173"
SC,2020-07-19,"7,478","7,001","7,954",70.48,56.62,84.34,"10,610","10,054","11,166"
SC,2020-07-20,"7,489","7,113","7,865",71.22,60.46,81.97,"10,516","10,103","10,928"
SC,2020-07-21,"7,628","7,286","7,969",72.87,63.84,81.90,"10,468","10,172","10,763"
SC,2020-07-22,"7,764","7,669","7,858",73.89,70.61,77.17,"10,507","10,352","10,661"
SC,2020-07-23,"7,933","7,841","8,025",74.57,72.34,76.80,"10,639","10,578","10,699"
SC,2020-07-24,"7,797","7,705","7,889",75.72,73.42,78.02,"10,296","10,235","10,358"
SC,2020-07-25,"7,471","7,178","7,763",73.13,63.90,82.37,"10,215","9,835","10,595"
SC,2020-07-26,"7,360","7,071","7,650",72.46,63.26,81.66,"10,157","9,781","10,534"
SC,2020-07-27,"7,376","7,283","7,470",71.36,68.99,73.73,"10,337","10,274","10,400"
SC,2020-07-28,"7,641","7,549","7,733",73.94,71.63,76.24,"10,335","10,274","10,396"
SC,2020-07-29,"7,787","7,684","7,889",75.50,72.98,78.02,"10,314","10,251","10,377"
SC,2020-07-30,"7,693","7,590","7,795",74.04,71.51,76.56,"10,391","10,327","10,454"
SC,2020-07-31,"7,509","7,406","7,611",72.33,69.79,74.88,"10,381","10,317","10,445"
SC,2020-08-01,"7,376","7,083","7,668",71.42,62.27,80.56,"10,328","9,948","10,708"
SC,2020-08-02,"7,286","6,993","7,579",70.73,61.60,79.86,"10,301","9,925","10,678"
SC,2020-08-03,"7,427","7,326","7,528",71.72,69.21,74.23,"10,356","10,296","10,417"
SC,2020-08-04,"7,664","7,563","7,765",73.91,71.42,76.40,"10,369","10,309","10,430"
SC,2020-08-05,"7,863","7,762","7,964",75.68,73.27,78.09,"10,390","10,335","10,445"
SC,2020-08-06,"7,781","7,680","7,882",75.01,72.58,77.43,"10,374","10,319","10,429"
SC,2020-08-07,"7,840","7,739","7,941",82.48,82.48,82.48,"9,505","9,505","9,505"
SC,2020-08-08,"7,538","7,435","7,640",78.92,76.48,81.36,"9,551","9,530","9,571"
SC,2020-08-09,"7,309","7,207","7,412",76.72,74.24,79.20,"9,527","9,507","9,548"
SC,2020-08-10,"7,482","7,378","7,585",77.91,75.43,80.38,"9,603","9,578","9,628"
SC,2020-08-11,"7,560","7,459","7,661",79.81,79.81,79.81,"9,472","9,472","9,472"
SC,2020-08-12,"7,686","7,585","7,787",82.17,82.17,82.17,"9,354","9,354","9,354"
SD,2020-07-12,665,542,788,29.69,9.50,49.88,"2,240","2,198","2,282"
SD,2020-07-13,670,548,792,30.10,9.45,50.75,"2,226","2,124","2,328"
SD,2020-07-14,685,561,809,32.26,10.84,53.69,"2,124","2,014","2,234"
SD,2020-07-15,701,579,823,34.15,13.71,54.58,"2,053","2,023","2,083"
SD,2020-07-16,685,564,806,33.57,13.00,54.15,"2,041","2,017","2,065"
SD,2020-07-17,677,555,798,33.07,12.33,53.81,"2,046","2,009","2,084"
SD,2020-07-18,666,543,789,32.46,11.27,53.65,"2,052","2,006","2,098"
SD,2020-07-19,643,521,765,31.35,9.89,52.81,"2,051","2,009","2,093"
SD,2020-07-20,650,529,771,31.54,10.49,52.59,"2,061","2,028","2,094"
SD,2020-07-21,725,605,846,34.56,14.91,54.22,"2,098","2,071","2,126"
SD,2020-07-22,716,596,837,34.14,14.36,53.92,"2,098","2,073","2,124"
SD,2020-07-23,718,597,840,34.18,14.19,54.17,"2,101","2,053","2,149"
SD,2020-07-24,708,588,829,33.74,13.85,53.63,"2,099","2,073","2,125"
SD,2020-07-25,703,581,825,33.31,13.13,53.50,"2,111","2,068","2,154"
SD,2020-07-26,693,572,815,32.91,11.45,54.36,"2,107","1,974","2,240"
SD,2020-07-27,694,573,815,33.02,12.91,53.13,"2,102","2,075","2,128"
SD,2020-07-28,705,584,826,33.51,13.62,53.40,"2,104","2,077","2,131"
SD,2020-07-29,721,601,841,34.21,14.60,53.81,"2,108","2,082","2,133"
SD,2020-07-30,699,578,819,32.99,13.10,52.88,"2,118","2,096","2,141"
SD,2020-07-31,703,582,823,33.11,13.32,52.90,"2,122","2,099","2,145"
SD,2020-08-01,686,564,807,32.33,12.03,52.63,"2,122","2,080","2,164"
SD,2020-08-02,664,646,682,31.34,27.48,35.19,"2,119","2,075","2,162"
SD,2020-08-03,675,669,681,31.94,30.08,33.79,"2,114","2,090","2,138"
SD,2020-08-04,765,749,781,36.28,33.19,39.38,"2,109","2,082","2,136"
SD,2020-08-05,799,784,813,37.91,35.09,40.72,"2,107","2,086","2,128"
SD,2020-08-06,770,752,788,36.51,32.59,40.43,"2,109","2,074","2,144"
SD,2020-08-07,770,755,785,36.68,33.69,39.68,"2,099","2,077","2,121"
SD,2020-08-08,708,690,725,33.71,30.22,37.20,"2,100","2,069","2,131"
SD,2020-08-09,677,660,694,32.18,28.80,35.57,"2,103","2,073","2,133"
SD,2020-08-10,711,695,726,33.59,30.56,36.61,"2,116","2,089","2,143"
SD,2020-08-11,764,749,778,35.92,33.22,38.62,"2,126","2,104","2,148"
SD,2020-08-12,781,767,795,36.68,33.83,39.54,"2,129","2,104","2,154"
UT,2020-07-12,"2,757","2,580","2,934",52.86,43.45,62.26,"5,216","5,180","5,252"
UT,2020-07-13,"2,946","2,770","3,123",56.54,47.48,65.60,"5,211","5,186","5,236"
UT,2020-07-14,"3,029","2,764","3,295",58.17,42.06,74.28,"5,208","4,901","5,514"
UT,2020-07-15,"3,034","2,764","3,303",58.70,41.81,75.59,"5,168","4,832","5,504"
UT,2020-07-16,"3,034","2,851","3,218",58.61,48.44,68.78,"5,177","5,036","5,318"
UT,2020-07-17,"2,998","2,943","3,054",57.80,52.74,62.85,"5,187","5,046","5,328"
UT,2020-07-18,"2,900","2,844","2,957",55.85,50.81,60.88,"5,194","5,052","5,335"
UT,2020-07-19,"2,681","2,624","2,737",51.62,46.64,56.61,"5,193","5,051","5,335"
UT,2020-07-20,"2,678","2,623","2,734",51.54,46.59,56.49,"5,196","5,056","5,337"
UT,2020-07-21,"2,641","2,590","2,692",50.76,46.03,55.49,"5,202","5,063","5,342"
UT,2020-07-22,"2,861","2,685","3,036",54.94,45.03,64.85,"5,207","5,070","5,343"
UT,2020-07-23,"2,942","2,767","3,118",55.83,46.86,64.79,"5,270","5,239","5,302"
UT,2020-07-24,"2,945","2,766","3,124",55.91,46.57,65.24,"5,268","5,194","5,341"
UT,2020-07-25,"2,756","2,577","2,935",52.34,42.13,62.54,"5,265","5,120","5,411"
UT,2020-07-26,"2,695","2,656","2,734",51.23,46.74,55.71,"5,261","5,116","5,406"
UT,2020-07-27,"2,667","2,634","2,700",50.73,46.45,55.02,"5,257","5,114","5,400"
UT,2020-07-28,"2,805","2,767","2,843",53.43,48.92,57.94,"5,250","5,106","5,394"
UT,2020-07-29,"3,045","3,013","3,077",57.92,55.33,60.51,"5,257","5,188","5,326"
UT,2020-07-30,"3,107","3,075","3,139",59.21,57.15,61.27,"5,247","5,205","5,289"
UT,2020-07-31,"3,087","3,049","3,124",58.82,56.47,61.17,"5,248","5,203","5,292"
UT,2020-08-01,"3,023","2,984","3,063",57.80,55.24,60.36,"5,231","5,177","5,285"
UT,2020-08-02,"2,944","2,905","2,983",56.37,53.87,58.86,"5,223","5,173","5,273"
UT,2020-08-03,"2,785","2,753","2,817",53.32,51.26,55.37,"5,223","5,183","5,263"
UT,2020-08-04,"3,021","2,984","3,059",57.76,55.35,60.16,"5,232","5,184","5,279"
UT,2020-08-05,"3,167","3,134","3,199",60.75,58.65,62.86,"5,212","5,169","5,255"
UT,2020-08-06,"3,186","3,153","3,218",61.00,58.94,63.06,"5,223","5,182","5,263"
UT,2020-08-07,"3,190","3,157","3,224",60.85,58.78,62.92,"5,243","5,202","5,284"
UT,2020-08-08,"3,120","3,081","3,159",59.55,57.08,62.01,"5,240","5,190","5,290"
UT,2020-08-09,"3,026","2,987","3,065",57.72,55.25,60.18,"5,243","5,193","5,293"
UT,2020-08-10,"2,782","2,750","2,815",53.33,51.21,55.44,"5,218","5,177","5,259"
UT,2020-08-11,"2,946","2,912","2,979",56.62,54.51,58.74,"5,202","5,161","5,243"
UT,2020-08-12,"2,997","2,965","3,029",57.57,55.49,59.65,"5,206","5,165","5,247"
VT,2020-07-12,585,571,599,52.75,44.93,60.57,"1,109","1,058","1,160"
VT,2020-07-13,573,560,586,51.67,44.76,58.57,"1,109","1,064","1,154"
VT,2020-07-14,610,597,623,55.00,48.06,61.95,"1,109","1,065","1,153"
VT,2020-07-15,625,604,645,56.46,46.10,66.82,"1,106","1,042","1,171"
VT,2020-07-16,621,482,760,56.24,12.16,100.32,"1,105",895,"1,315"
VT,2020-07-17,610,473,748,55.17,11.84,98.50,"1,106",902,"1,310"
VT,2020-07-18,614,475,752,55.42,11.84,99.00,"1,108",902,"1,313"
VT,2020-07-19,609,471,748,54.95,11.68,98.22,"1,109",907,"1,311"
VT,2020-07-20,612,474,750,55.18,12.29,98.08,"1,109",909,"1,309"
VT,2020-07-21,623,485,761,56.18,13.35,99.00,"1,109",909,"1,309"
VT,2020-07-22,620,482,758,56.11,13.07,99.15,"1,105",904,"1,306"
VT,2020-07-23,604,466,742,54.66,1.92,107.40,"1,105",904,"1,306"
VT,2020-07-24,606,468,744,55.14,2.21,108.07,"1,099",898,"1,300"
VT,2020-07-25,599,460,738,54.54,10.73,98.35,"1,098",895,"1,301"
VT,2020-07-26,584,445,722,53.21,9.21,97.20,"1,097",894,"1,300"
VT,2020-07-27,587,449,725,53.56,0.12,107.00,"1,096",895,"1,297"
VT,2020-07-28,606,468,743,55.20,11.76,98.64,"1,097",896,"1,298"
VT,2020-07-29,619,481,757,56.43,3.70,109.16,"1,097",896,"1,298"
VT,2020-07-30,593,455,731,54.06,10.53,97.59,"1,097",896,"1,298"
VT,2020-07-31,602,464,740,54.98,11.45,98.50,"1,095",894,"1,296"
VT,2020-08-01,599,461,738,54.69,10.82,98.57,"1,096",893,"1,299"
VT,2020-08-02,595,456,734,54.22,10.35,98.10,"1,097",894,"1,300"
VT,2020-08-03,598,460,736,54.49,10.87,98.10,"1,098",897,"1,299"
VT,2020-08-04,616,478,754,56.20,12.81,99.60,"1,096",895,"1,297"
VT,2020-08-05,607,469,745,55.43,11.95,98.92,"1,095",894,"1,296"
VT,2020-08-06,602,465,740,55.02,11.16,98.89,"1,095",893,"1,297"
VT,2020-08-07,601,463,739,54.79,11.32,98.25,"1,097",896,"1,298"
VT,2020-08-08,597,459,736,54.45,10.57,98.33,"1,097",894,"1,300"
VT,2020-08-09,588,449,727,53.57,9.63,97.51,"1,097",894,"1,300"
VT,2020-08-10,595,457,733,54.24,1.00,107.48,"1,097",896,"1,298"
VT,2020-08-11,596,458,735,54.67,10.75,98.60,"1,091",889,"1,293"
VT,2020-08-12,606,468,744,55.55,11.69,99.40,"1,091",889,"1,293"
VI,2020-07-12,99,75,123,64.29,64.29,64.29,154,154,154
VI,2020-07-13,99,75,123,58.93,58.93,58.93,168,168,168
VI,2020-07-14,99,75,123,68.28,68.28,68.28,145,145,145
VI,2020-07-15,99,75,123,68.28,68.28,68.28,145,145,145
VI,2020-07-16,99,81,117,66.00,66.00,66.00,150,150,150
VI,2020-07-17,103,85,121,66.88,66.88,66.88,154,154,154
VI,2020-07-18,111,93,129,68.52,68.52,68.52,162,162,162
VI,2020-07-19,111,93,129,68.52,68.52,68.52,162,162,162
VI,2020-07-20,107,89,125,66.88,66.88,66.88,160,160,160
VI,2020-07-21,113,113,113,67.26,67.26,67.26,168,168,168
VI,2020-07-22,120,120,120,78.95,78.95,78.95,152,152,152
VI,2020-07-23,114,114,114,75.00,75.00,75.00,152,152,152
VI,2020-07-24,109,109,109,71.24,71.24,71.24,153,153,153
VI,2020-07-25,97,97,97,57.74,57.74,57.74,168,168,168
VI,2020-07-26,95,95,95,62.50,62.50,62.50,152,152,152
VI,2020-07-27,90,90,90,59.21,59.21,59.21,152,152,152
VI,2020-07-28,91,91,91,59.87,59.87,59.87,152,152,152
VI,2020-07-29,92,92,92,54.76,54.76,54.76,168,168,168
VI,2020-07-30,90,90,90,53.57,53.57,53.57,168,168,168
VI,2020-07-31,95,95,95,56.55,56.55,56.55,168,168,168
VI,2020-08-01,81,81,81,48.21,48.21,48.21,168,168,168
VI,2020-08-02,87,87,87,51.79,51.79,51.79,168,168,168
VI,2020-08-03,93,93,93,52.25,52.25,52.25,178,136,220
VI,2020-08-04,99,99,99,52.66,52.66,52.66,188,188,188
VI,2020-08-05,97,97,97,51.60,51.60,51.60,188,188,188
VI,2020-08-06,105,105,105,55.85,55.85,55.85,188,188,188
VI,2020-08-07,92,92,92,48.94,48.94,48.94,188,188,188
VI,2020-08-08,89,89,89,47.34,47.34,47.34,188,188,188
VI,2020-08-09,90,90,90,47.87,47.87,47.87,188,188,188
VI,2020-08-10,95,95,95,50.53,50.53,50.53,188,188,188
VI,2020-08-11,95,95,95,50.53,50.53,50.53,188,188,188
VI,2020-08-12,95,77,113,50.53,8.60,92.47,188,146,230
WA,2020-07-12,"7,616","7,194","8,038",85.72,74.43,97.00,"8,885","8,660","9,110"
WA,2020-07-13,"7,608","7,181","8,036",85.73,74.29,97.16,"8,875","8,649","9,101"
WA,2020-07-14,"7,770","7,324","8,217",87.86,75.69,100.02,"8,845","8,578","9,112"
WA,2020-07-15,"7,884","7,382","8,386",89.40,73.86,104.95,"8,819","8,366","9,272"
WA,2020-07-16,"8,020","7,522","8,519",90.40,74.98,105.81,"8,873","8,418","9,327"
WA,2020-07-17,"8,159","7,706","8,612",92.18,79.36,105.00,"8,851","8,534","9,168"
WA,2020-07-18,"8,143","7,688","8,598",83.97,71.91,96.03,"9,698","9,366","10,029"
WA,2020-07-19,"8,035","7,580","8,489",82.96,70.85,95.07,"9,685","9,353","10,016"
WA,2020-07-20,"8,082","7,647","8,517",83.53,71.93,95.13,"9,676","9,359","9,993"
WA,2020-07-21,"8,378","7,949","8,807",86.61,75.32,97.89,"9,674","9,370","9,978"
WA,2020-07-22,"8,399","7,979","8,819",85.33,74.67,95.99,"9,843","9,571","10,115"
WA,2020-07-23,"8,422","8,037","8,806",85.55,75.46,95.64,"9,844","9,560","10,129"
WA,2020-07-24,"8,458","8,269","8,647",86.08,79.22,92.95,"9,825","9,536","10,114"
WA,2020-07-25,"8,282","8,059","8,505",84.34,75.24,93.45,"9,819","9,412","10,226"
WA,2020-07-26,"7,967","7,838","8,097",81.28,76.39,86.18,"9,802","9,590","10,014"
WA,2020-07-27,"7,854","7,739","7,969",80.15,75.85,84.44,"9,800","9,615","9,984"
WA,2020-07-28,"8,299","8,206","8,392",84.53,80.72,88.35,"9,817","9,647","9,987"
WA,2020-07-29,"8,342","8,251","8,433",85.11,81.59,88.63,"9,801","9,648","9,954"
WA,2020-07-30,"8,333","8,255","8,411",86.07,82.66,89.48,"9,681","9,528","9,834"
WA,2020-07-31,"8,301","8,281","8,321",85.19,83.19,87.19,"9,744","9,642","9,845"
WA,2020-08-01,"7,848","7,730","7,966",80.79,76.03,85.54,"9,715","9,504","9,925"
WA,2020-08-02,"7,679","7,595","7,763",79.47,75.95,83.00,"9,663","9,504","9,822"
WA,2020-08-03,"7,650","7,633","7,667",79.07,77.07,81.07,"9,675","9,569","9,781"
WA,2020-08-04,"8,038","8,020","8,056",82.98,80.99,84.96,"9,687","9,584","9,790"
WA,2020-08-05,"7,990","7,973","8,007",82.21,80.28,84.15,"9,719","9,618","9,820"
WA,2020-08-06,"8,345","8,327","8,362",85.42,83.46,87.38,"9,769","9,668","9,870"
WA,2020-08-07,"8,024","7,995","8,052",82.61,80.52,84.70,"9,713","9,607","9,818"
WA,2020-08-08,"7,730","7,555","7,906",79.76,74.71,84.80,"9,693","9,532","9,854"
WA,2020-08-09,"7,592","7,512","7,673",78.58,74.99,82.17,"9,662","9,496","9,828"
WA,2020-08-10,"7,641","7,550","7,732",78.64,74.95,82.34,"9,716","9,551","9,881"
WA,2020-08-11,"8,144","8,137","8,152",83.66,81.43,85.89,"9,735","9,617","9,853"
WA,2020-08-12,"8,333","8,178","8,488",85.41,81.45,89.36,"9,757","9,656","9,858"
GU,2020-07-12,134,62,206,89.93,-12.04,191.90,149,149,149
GU,2020-07-13,134,62,206,89.93,-12.04,191.90,149,149,149
GU,2020-07-14,134,62,206,89.93,-12.04,191.90,149,149,149
GU,2020-07-15,134,62,206,89.93,-12.04,191.90,149,149,149
GU,2020-07-16,134,134,134,89.93,89.93,89.93,149,149,149
GU,2020-07-17,130,130,130,87.25,87.25,87.25,149,149,149
GU,2020-07-18,127,127,127,85.23,85.23,85.23,149,149,149
GU,2020-07-19,112,112,112,75.17,75.17,75.17,149,149,149
GU,2020-07-20,108,108,108,72.48,72.48,72.48,149,149,149
GU,2020-07-21,122,122,122,81.88,81.88,81.88,149,149,149
GU,2020-07-22,130,130,130,87.25,87.25,87.25,149,149,149
GU,2020-07-23,132,132,132,88.59,88.59,88.59,149,149,149
GU,2020-07-24,132,132,132,88.59,88.59,88.59,149,149,149
GU,2020-07-25,125,125,125,83.89,83.89,83.89,149,149,149
