level,gadm_code,metric_date,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
1,MEX.10_1,2020-03-01,-0.037,0.174
1,MEX.10_1,2020-03-02,0.04,0.112
1,MEX.10_1,2020-03-03,-0.008,0.131
1,MEX.10_1,2020-03-04,0.003,0.124
1,MEX.10_1,2020-03-05,0.01,0.122
1,MEX.10_1,2020-03-06,-0.01,0.117
1,MEX.10_1,2020-03-07,0.024,0.152
1,MEX.10_1,2020-03-08,-0.014,0.172
1,MEX.10_1,2020-03-09,-0.088,0.175
1,MEX.10_1,2020-03-10,0.02,0.119
1,MEX.10_1,2020-03-11,0.017,0.12
1,MEX.10_1,2020-03-12,0.007,0.121
1,MEX.10_1,2020-03-13,-0.006,0.126
1,MEX.10_1,2020-03-14,0.051,0.146
1,MEX.10_1,2020-03-15,-0.001,0.166
1,MEX.10_1,2020-03-16,-0.152,0.197
1,MEX.10_1,2020-03-17,-0.013,0.136
1,MEX.10_1,2020-03-18,-0.075,0.164
1,MEX.10_1,2020-03-19,-0.141,0.199
1,MEX.10_1,2020-03-20,-0.192,0.205
1,MEX.10_1,2020-03-21,-0.168,0.224
1,MEX.10_1,2020-03-22,-0.249,0.27
1,MEX.10_1,2020-03-23,-0.243,0.244
1,MEX.10_1,2020-03-24,-0.263,0.267
1,MEX.10_1,2020-03-25,-0.279,0.277
1,MEX.10_1,2020-03-26,-0.294,0.272
1,MEX.10_1,2020-03-27,-0.307,0.259
1,MEX.10_1,2020-03-28,-0.239,0.255
1,MEX.10_1,2020-03-29,-0.271,0.279
1,MEX.10_1,2020-03-30,-0.252,0.255
1,MEX.10_1,2020-03-31,-0.248,0.263
1,MEX.10_1,2020-04-01,-0.266,0.268
1,MEX.10_1,2020-04-02,-0.289,0.277
1,MEX.10_1,2020-04-03,-0.312,0.266
1,MEX.10_1,2020-04-04,-0.25,0.264
1,MEX.10_1,2020-04-05,-0.317,0.305
1,MEX.10_1,2020-04-06,-0.277,0.264
1,MEX.10_1,2020-04-07,-0.293,0.288
1,MEX.10_1,2020-04-08,-0.289,0.283
1,MEX.10_1,2020-04-09,-0.371,0.305
1,MEX.10_1,2020-04-10,-0.484,0.332
1,MEX.10_1,2020-04-11,-0.387,0.318
1,MEX.10_1,2020-04-12,-0.362,0.327
1,MEX.10_1,2020-04-13,-0.293,0.278
1,MEX.10_1,2020-04-14,-0.313,0.293
1,MEX.10_1,2020-04-15,-0.293,0.284
1,MEX.10_1,2020-04-16,-0.303,0.283
1,MEX.10_1,2020-04-17,-0.317,0.274
1,MEX.10_1,2020-04-18,-0.265,0.268
1,MEX.10_1,2020-04-19,-0.303,0.296
1,MEX.10_1,2020-04-20,-0.286,0.27
1,MEX.10_1,2020-04-21,-0.331,0.309
1,MEX.10_1,2020-04-22,-0.357,0.325
1,MEX.10_1,2020-04-23,-0.374,0.331
1,MEX.10_1,2020-04-24,-0.388,0.315
1,MEX.10_1,2020-04-25,-0.33,0.305
1,MEX.10_1,2020-04-26,-0.377,0.332
1,MEX.10_1,2020-04-27,-0.351,0.306
1,MEX.10_1,2020-04-28,-0.358,0.328
1,MEX.10_1,2020-04-29,-0.353,0.32
1,MEX.10_1,2020-04-30,-0.3,0.282
1,MEX.10_1,2020-05-01,-0.409,0.314
1,MEX.10_1,2020-05-02,-0.31,0.284
1,MEX.10_1,2020-05-03,-0.352,0.315
1,MEX.10_1,2020-05-04,-0.309,0.282
1,MEX.10_1,2020-05-05,-0.335,0.311
1,MEX.10_1,2020-05-06,-0.336,0.313
1,MEX.10_1,2020-05-07,-0.327,0.3
1,MEX.10_1,2020-05-08,-0.338,0.289
1,MEX.10_1,2020-05-09,-0.238,0.265
1,MEX.10_1,2020-05-10,-0.24,0.248
1,MEX.10_1,2020-05-11,-0.286,0.261
1,MEX.10_1,2020-05-12,-0.301,0.293
1,MEX.10_1,2020-05-13,-0.3,0.294
1,MEX.10_1,2020-05-14,-0.309,0.291
1,MEX.10_1,2020-05-15,-0.296,0.262
1,MEX.10_1,2020-05-16,-0.225,0.256
1,MEX.10_1,2020-05-17,-0.273,0.286
1,MEX.10_1,2020-05-18,-0.25,0.256
1,MEX.10_1,2020-05-19,-0.275,0.28
1,MEX.10_1,2020-05-20,-0.281,0.284
1,MEX.10_1,2020-05-21,-0.284,0.283
1,MEX.10_1,2020-05-22,-0.301,0.264
1,MEX.10_1,2020-05-23,-0.216,0.256
1,MEX.10_1,2020-05-24,-0.26,0.279
1,MEX.10_1,2020-05-25,-0.243,0.25
1,MEX.10_1,2020-05-26,-0.27,0.275
1,MEX.10_1,2020-05-27,-0.277,0.279
1,MEX.10_1,2020-05-28,-0.284,0.278
1,MEX.10_1,2020-05-29,-0.259,0.247
1,MEX.10_1,2020-05-30,-0.171,0.235
1,MEX.10_1,2020-05-31,-0.212,0.26
1,MEX.11_1,2020-03-01,-0.023,0.172
1,MEX.11_1,2020-03-02,0.017,0.119
1,MEX.11_1,2020-03-03,0.0,0.127
1,MEX.11_1,2020-03-04,0.006,0.126
1,MEX.11_1,2020-03-05,-0.002,0.131
1,MEX.11_1,2020-03-06,-0.002,0.125
1,MEX.11_1,2020-03-07,0.012,0.15
1,MEX.11_1,2020-03-08,-0.002,0.169
1,MEX.11_1,2020-03-09,-0.085,0.167
1,MEX.11_1,2020-03-10,0.005,0.125
1,MEX.11_1,2020-03-11,-0.015,0.131
1,MEX.11_1,2020-03-12,-0.001,0.126
1,MEX.11_1,2020-03-13,-0.007,0.132
1,MEX.11_1,2020-03-14,0.045,0.147
1,MEX.11_1,2020-03-15,-0.015,0.171
1,MEX.11_1,2020-03-16,-0.183,0.207
1,MEX.11_1,2020-03-17,-0.078,0.172
1,MEX.11_1,2020-03-18,-0.102,0.183
1,MEX.11_1,2020-03-19,-0.135,0.194
1,MEX.11_1,2020-03-20,-0.165,0.193
1,MEX.11_1,2020-03-21,-0.14,0.206
1,MEX.11_1,2020-03-22,-0.209,0.24
1,MEX.11_1,2020-03-23,-0.187,0.211
1,MEX.11_1,2020-03-24,-0.215,0.234
1,MEX.11_1,2020-03-25,-0.232,0.245
1,MEX.11_1,2020-03-26,-0.25,0.251
1,MEX.11_1,2020-03-27,-0.26,0.239
1,MEX.11_1,2020-03-28,-0.222,0.242
1,MEX.11_1,2020-03-29,-0.282,0.275
1,MEX.11_1,2020-03-30,-0.259,0.249
1,MEX.11_1,2020-03-31,-0.27,0.264
1,MEX.11_1,2020-04-01,-0.281,0.274
1,MEX.11_1,2020-04-02,-0.306,0.283
1,MEX.11_1,2020-04-03,-0.313,0.268
1,MEX.11_1,2020-04-04,-0.278,0.27
1,MEX.11_1,2020-04-05,-0.344,0.306
1,MEX.11_1,2020-04-06,-0.317,0.279
1,MEX.11_1,2020-04-07,-0.337,0.302
