polygon_id,polygon_name,county_fips,state_fips,metric_date,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
17001,Adams,17001,17,2020-03-01,0.08269854620801112,0.1828001470858614
17005,Bond,17005,17,2020-03-01,0.2502178286520689,0.1874077717658633
17007,Boone,17007,17,2020-03-01,0.126995563473383,0.17888513513513515
17011,Bureau,17011,17,2020-03-01,0.18668941617765794,0.18133185759085038
17015,Carroll,17015,17,2020-03-01,0.07906466450927661,0.2
17017,Cass,17017,17,2020-03-01,0.027268356055967394,0.16727335760097073
17019,Champaign,17019,17,2020-03-01,0.09410136079841547,0.17336128889869787
17021,Christian,17021,17,2020-03-01,0.08112741879998397,0.15632125665062072
17023,Clark,17023,17,2020-03-01,0.2716859476701052,0.18132884777123634
17025,Clay,17025,17,2020-03-01,0.07349854110574854,0.1808855291576674
17027,Clinton,17027,17,2020-03-01,0.045886221497256255,0.17017465293327358
17029,Coles,17029,17,2020-03-01,0.030391899913008894,0.18097623485554515
17031,Cook,17031,17,2020-03-01,0.07985286111040019,0.16351071181755364
17033,Crawford,17033,17,2020-03-01,0.08388412654412404,0.1970853573907009
17035,Cumberland,17035,17,2020-03-01,0.24201858600547907,0.16949152542372883
17037,DeKalb,17037,17,2020-03-01,0.09635575916042162,0.17814480108029504
17039,De Witt,17039,17,2020-03-01,0.03914145572677144,0.196611909650924
17041,Douglas,17041,17,2020-03-01,0.06617515936633322,0.16462270956571926
17043,DuPage,17043,17,2020-03-01,0.10040751608456293,0.14686264497007145
17045,Edgar,17045,17,2020-03-01,0.13399133715487074,0.19340804218853005
17047,Edwards,17047,17,2020-03-01,0.15373907971350328,0.1740240788033565
17049,Effingham,17049,17,2020-03-01,0.287811845029005,0.1332910187242145
17051,Fayette,17051,17,2020-03-01,0.11415502835754403,0.17265912844619485
17053,Ford,17053,17,2020-03-01,-0.012514239637943207,0.21671125746038278
17055,Franklin,17055,17,2020-03-01,0.07494273496919805,0.1998420221169037
17057,Fulton,17057,17,2020-03-01,0.11946887004417747,0.17785359341392867
17061,Greene,17061,17,2020-03-01,0.08645204397155133,0.17524916943521598
17063,Grundy,17063,17,2020-03-01,0.2031739224027718,0.1690294438386041
17065,Hamilton,17065,17,2020-03-01,-0.08188142420372106,0.18607068607068608
17067,Hancock,17067,17,2020-03-01,-0.016328234879374025,0.19309686655002392
17071,Henderson,17071,17,2020-03-01,0.01975085922037194,0.15794871794871798
17073,Henry,17073,17,2020-03-01,0.13449480960358437,0.18155958196772
17075,Iroquois,17075,17,2020-03-01,0.1361358140992092,0.21052631578947364
17077,Jackson,17077,17,2020-03-01,0.02706455201889447,0.18977977579240884
17079,Jasper,17079,17,2020-03-01,-0.0038559842868019804,0.18737672583826434
17081,Jefferson,17081,17,2020-03-01,0.2403767862052804,0.1701430461906863
17083,Jersey,17083,17,2020-03-01,-0.0015747685723068406,0.17810760667903525
17085,Jo Daviess,17085,17,2020-03-01,0.09283737578465706,0.1829731499672561
17087,Johnson,17087,17,2020-03-01,0.02496892226887567,0.19970193740685546
17089,Kane,17089,17,2020-03-01,0.07559676101928381,0.15547433309693962
17091,Kankakee,17091,17,2020-03-01,0.08271865590811424,0.19214344374486725
17093,Kendall,17093,17,2020-03-01,0.09270267637241376,0.1650948509485095
17095,Knox,17095,17,2020-03-01,0.12755223273623542,0.19053472649047323
17097,Lake,17097,17,2020-03-01,0.0652196203531854,0.16882524516570444
17099,LaSalle,17099,17,2020-03-01,0.1915789674058902,0.18445598467278415
17101,Lawrence,17101,17,2020-03-01,0.14322818841705123,0.1955316373124592
17103,Lee,17103,17,2020-03-01,0.18211929410074548,0.20672069938985524
17105,Livingston,17105,17,2020-03-01,0.09135663986390585,0.19005759321006363
17107,Logan,17107,17,2020-03-01,0.14270131751634496,0.18500289519397797
17109,McDonough,17109,17,2020-03-01,0.0827785294925918,0.22254335260115607
17111,McHenry,17111,17,2020-03-01,0.05881264551360432,0.17913504713389178
17113,McLean,17113,17,2020-03-01,0.09068217441750404,0.17669358120408643
17115,Macon,17115,17,2020-03-01,0.08874164107184872,0.1860272153999336
17117,Macoupin,17117,17,2020-03-01,0.0755151197138161,0.1581275340950977
17119,Madison,17119,17,2020-03-01,0.09116265383427868,0.17148938860671456
17121,Marion,17121,17,2020-03-01,0.12192005028552548,0.16938859737043807
17123,Marshall,17123,17,2020-03-01,0.11666686273415816,0.21795580110497245
