state_fips,metric_date,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
06,2020-03-03,0.03202150900094821,0.1116796045020639
08,2020-03-03,0.1287095328170933,0.11106566186192837
09,2020-03-03,0.06073508256979972,0.12283503173002455
10,2020-03-03,0.04376076421153428,0.13001565290544131
11,2020-03-03,-0.02612779313964457,0.1271397253427536
12,2020-03-03,0.0110398180645093,0.12676093533503482
13,2020-03-03,0.02242447294023838,0.13101102398490774
15,2020-03-03,0.012751445465698626,0.12961661169091007
16,2020-03-03,0.04037461385459957,0.11847892054571305
17,2020-03-03,0.05161497117469752,0.12358752014886847
18,2020-03-03,0.06878680816407855,0.12450816479223337
19,2020-03-03,0.06266330359581973,0.1124111317062613
20,2020-03-03,0.0923510923035238,0.10961215486056798
21,2020-03-03,0.06745187800853912,0.14144982303789655
22,2020-03-03,0.08411182218422276,0.1205994018804585
23,2020-03-03,0.09267323303977291,0.13026605311608538
24,2020-03-03,0.03438731325858117,0.1278892921313311
25,2020-03-03,0.06541229810227238,0.1155271200375491
26,2020-03-03,0.051739125524125955,0.1321638251443168
27,2020-03-03,0.013761654699571496,0.11583817200349528
28,2020-03-03,0.08135112163732396,0.11704506287068574
29,2020-03-03,0.07738736919721276,0.12442599149287835
30,2020-03-03,0.0740166377136095,0.12329897076445771
31,2020-03-03,0.06975528334312167,0.10209012693853328
32,2020-03-03,0.04408609319509794,0.12184068711081754
33,2020-03-03,0.04512269133897839,0.12426540660736977
34,2020-03-03,0.04395115727579255,0.12265323996298448
35,2020-03-03,0.11470057330614128,0.11201599976470934
36,2020-03-03,0.0332596231574802,0.1356112909552542
37,2020-03-03,0.04384150774930135,0.12223224926421052
38,2020-03-03,0.0591745716716135,0.10385356454720616
39,2020-03-03,0.04461227641605216,0.1366455394627265
40,2020-03-03,0.09639687104832774,0.1125115999635238
41,2020-03-03,0.03539734603237839,0.13582412593095156
42,2020-03-03,0.03156385889346104,0.14604352648386834
44,2020-03-03,0.060052047759352245,0.12341572357186506
45,2020-03-03,0.02549248474920657,0.12909530962377141
46,2020-03-03,0.07514700120998181,0.10443190250264203
47,2020-03-03,0.021755797325079845,0.1358253502822236
48,2020-03-03,0.05003714370937311,0.10175253278433498
49,2020-03-03,0.022496321119379898,0.11475439046153132
50,2020-03-03,0.05161847814615987,0.13987561101358098
51,2020-03-03,0.04532920820490644,0.12685589144123713
53,2020-03-03,0.010115199729907653,0.13840902003437944
54,2020-03-03,0.05426043002758299,0.17428237864366358
55,2020-03-03,0.022059227038020383,0.12973375090996664
56,2020-03-03,0.04450376282782521,0.1263557582253874
60,2020-03-03,0.073505935967381,0.21324717285945072
66,2020-03-03,-0.0010578844832223428,0.13437281009110022
69,2020-03-03,-0.013951952225224079,0.13194693438508426
72,2020-03-03,0.032788454588681154,0.12812928133381168
78,2020-03-03,-0.03278715412450999,0.10895038643729743
01,2020-03-04,-0.01027803161153692,0.14415681252678458
02,2020-03-04,0.025292523076066584,0.13031339031339031
04,2020-03-04,0.03512918699853645,0.12436245502303296
05,2020-03-04,0.06252359746993068,0.12996367749366586
06,2020-03-04,0.007549788996790868,0.11525931929370706
08,2020-03-04,0.0678825750029918,0.11267022165651379
09,2020-03-04,0.0326501440256216,0.12390450693154446
10,2020-03-04,0.04306073973980476,0.12407454155010184
11,2020-03-04,0.046445327304137744,0.122459108855048
12,2020-03-04,0.008352380026359445,0.12828919396259716
13,2020-03-04,-0.024752922860114768,0.1411551427289957
15,2020-03-04,0.004580091275233512,0.130443019133447
16,2020-03-04,0.02980625073829475,0.11764192157898348
17,2020-03-04,0.0594291798789486,0.12218522069992892
18,2020-03-04,0.06207504749167606,0.1241275125540278
19,2020-03-04,0.06045216039609095,0.11184530557866458
20,2020-03-04,0.08021681477798405,0.11041188395290451
21,2020-03-04,0.0621520083059505,0.13647272583541875
22,2020-03-04,-0.0029220895167125084,0.13941661423061083
23,2020-03-04,-0.03017489573319112,0.14998841897775028
24,2020-03-04,0.04144754050386056,0.12004561135087541
25,2020-03-04,0.01546748793138409,0.12964763802312015
26,2020-03-04,0.042283680181775064,0.13376111488716017
27,2020-03-04,0.02470272164027359,0.1180695126094449
28,2020-03-04,0.002363466352398126,0.14045132602221422
29,2020-03-04,0.0961965406609904,0.12601801866898396
30,2020-03-04,0.03621720600148259,0.12858593967593424
31,2020-03-04,0.059518398730839965,0.0990320452421628
32,2020-03-04,0.03321844183150813,0.1201497848424929
33,2020-03-04,-0.009494957948059754,0.13690047509386594
34,2020-03-04,0.0229449763726893,0.11947538942408156
35,2020-03-04,0.05447926872254948,0.11104025391041132
36,2020-03-04,0.021310094663555806,0.1344847865142566
37,2020-03-04,0.02700592319899021,0.12253428153674786
38,2020-03-04,0.058809588884172384,0.10571908377837118
39,2020-03-04,0.04218426417440139,0.13478250919141155
40,2020-03-04,0.06764202128617293,0.12308191413931963
41,2020-03-04,0.020964175184103574,0.13428711016457853
42,2020-03-04,0.026277895723473953,0.14015709271121812
44,2020-03-04,0.024413902584997947,0.1318970846449267
45,2020-03-04,-0.00022279149485516443,0.13074162099238495
46,2020-03-04,0.07940317627080622,0.10102022021662273
47,2020-03-04,0.053285005902610795,0.12596887007288107
48,2020-03-04,0.010872215131788984,0.11816917790306866
49,2020-03-04,0.03376011805904249,0.11226644400639918
50,2020-03-04,-0.005275376362111704,0.14778328326375614
51,2020-03-04,0.03567213484768187,0.12014957560511748
53,2020-03-04,-0.001685831609280213,0.13515469375110092
54,2020-03-04,0.0591536111649731,0.17008509281352943
55,2020-03-04,0.04137805366879896,0.1215154973004454
56,2020-03-04,0.07583340699413307,0.11798776637014853
60,2020-03-04,0.07663293153934557,0.22615131578947367
66,2020-03-04,-0.02829757810900869,0.1403106247793858
69,2020-03-04,-0.014143000213060156,0.1355258402602096
72,2020-03-04,0.011293725382114018,0.1286909716403976
78,2020-03-04,-0.025691148778166625,0.11494819930932412
01,2020-03-05,0.02613952435438782,0.13555546502731222
02,2020-03-05,0.007334839636150259,0.13272737537401907
04,2020-03-05,0.0227407152570714,0.12230864433467431
05,2020-03-05,0.0644007277607006,0.12267574372135756
06,2020-03-05,0.00014270505994733935,0.11601391916724421
08,2020-03-05,0.04048135766313985,0.11242790203530217
09,2020-03-05,0.056085938358638024,0.12088438879057371
10,2020-03-05,0.04806616782269522,0.12947094018871716
11,2020-03-05,0.02249735916479927,0.12421403242434895
12,2020-03-05,-0.005150443132110711,0.1293552131322277
13,2020-03-05,-0.017054078953991237,0.14567248409277192
15,2020-03-05,0.011830916927665485,0.13017048064193662
16,2020-03-05,0.0467270646059795,0.11599136586417777
17,2020-03-05,0.048982263828328355,0.1238875811334081
18,2020-03-05,0.08312406433095376,0.1222392369414386
19,2020-03-05,0.04179344638617865,0.11666889048649876
20,2020-03-05,0.07014842035239571,0.10953336874772834
21,2020-03-05,0.06921798229492694,0.13664082412322742
22,2020-03-05,0.0496781773638299,0.12534058513297852
23,2020-03-05,0.15520013958452022,0.14465012782880407
24,2020-03-05,0.044571878273584484,0.12073937554832574
25,2020-03-05,0.05449179851232186,0.12416940994034302
26,2020-03-05,0.06139198071035338,0.13251051806618994
27,2020-03-05,0.011402867471510043,0.12408630998321175
28,2020-03-05,0.04369997811198885,0.12192094441806751
29,2020-03-05,0.08158566530628018,0.12495647212577074
30,2020-03-05,0.04985333350469425,0.11884819731262286
31,2020-03-05,0.05790089556103546,0.10719579193905887
32,2020-03-05,0.010635026797187041,0.12018568381777019
33,2020-03-05,0.10969019797495068,0.12554608159754857
34,2020-03-05,0.043467669458969516,0.11756058993334982
35,2020-03-05,0.038620292519665644,0.10729181838645181
36,2020-03-05,0.0443179878344629,0.13093399290411897
37,2020-03-05,0.051916734486691235,0.12897325418274153
38,2020-03-05,0.017520935001523723,0.10796732320115476
39,2020-03-05,0.08298300073192587,0.130570304693589
40,2020-03-05,0.07459268773373347,0.11655719303522136
41,2020-03-05,0.016150869669302386,0.13525605602646287
42,2020-03-05,0.05010830354787027,0.13702793353786175
44,2020-03-05,0.0476063617064058,0.12531312702949066
45,2020-03-05,-0.029846478230430157,0.146306047656219
46,2020-03-05,0.027070825354317946,0.10434731661588939
47,2020-03-05,0.07351160768529913,0.1252285545185152
48,2020-03-05,0.036074317375127056,0.10349016881223565
49,2020-03-05,0.024775154636935002,0.10673516295591638
50,2020-03-05,0.07610596674341215,0.13780526793112668
51,2020-03-05,0.04858117239235401,0.12259816042201069
53,2020-03-05,-0.03059019588751171,0.1404517720492665
54,2020-03-05,0.07441540178094644,0.1714292436922063
55,2020-03-05,0.00955720941808039,0.12777362803953005
56,2020-03-05,0.03864288383393064,0.11617422407690305
60,2020-03-05,0.14184008300135945,0.2056151940545004
66,2020-03-05,-0.026770296663672352,0.13470958712386283
69,2020-03-05,-0.021279189635606016,0.14389009399855388
72,2020-03-05,0.0026308438506709823,0.13073374222030973
78,2020-03-05,-0.018879097437269822,0.11130095191603612
01,2020-03-06,0.03706830361788082,0.11799441713547765
02,2020-03-06,0.0023877934011017174,0.13220945672882628
04,2020-03-06,0.020771489818737242,0.11959074963874647
05,2020-03-06,0.059096475059013644,0.12001598609715894
06,2020-03-06,-0.00867718246300337,0.11459821696294359
08,2020-03-06,0.01566871244527526,0.10988880100130427
09,2020-03-06,0.015807587962318192,0.12504062023871765
10,2020-03-06,-0.008556402052533845,0.14008929967511602
11,2020-03-06,-0.02579684602118948,0.1288507142614004
12,2020-03-06,0.0026332129489136068,0.12538309993555594
13,2020-03-06,0.028670177628857676,0.11946508457877726
15,2020-03-06,-0.0021357057425677416,0.13007622819629439
16,2020-03-06,0.026690872566318382,0.11552996560447874
17,2020-03-06,0.027971175186038134,0.12191849668065816
18,2020-03-06,0.02146895281403044,0.12872611893119
19,2020-03-06,0.05297704236837203,0.10467912021392316
20,2020-03-06,0.0597445911964854,0.10729737849798972
21,2020-03-06,0.030673700033597262,0.14350667979815918
22,2020-03-06,0.03455538350466168,0.11579652825006109
23,2020-03-06,0.03050816608687797,0.13850007436594186
24,2020-03-06,-0.003553928327702351,0.12793565826627684
25,2020-03-06,0.018587377306173034,0.12512205242406288
26,2020-03-06,0.007509469919647584,0.13726022663565218
27,2020-03-06,0.018249990495020765,0.11455550399644147
28,2020-03-06,0.05046440660329082,0.11154695323117653
29,2020-03-06,0.053625801055536694,0.12173507440464135
30,2020-03-06,0.045470388907618925,0.1176623205475616
31,2020-03-06,0.058602385812753705,0.10011835750205224
32,2020-03-06,0.0010887577784663197,0.11628467770335256
33,2020-03-06,0.02375988171362558,0.12600736452693806
34,2020-03-06,0.008403768579087227,0.1285614540144653
35,2020-03-06,0.022586806927603783,0.10430041932197769
36,2020-03-06,0.0249803053624359,0.13732506587479826
37,2020-03-06,0.02074218105595351,0.12381622510114577
38,2020-03-06,0.016150313518583564,0.10259229435084241
39,2020-03-06,0.02544481288105962,0.138551862907397
40,2020-03-06,0.05362996751582549,0.11492081950814133
41,2020-03-06,-0.01707450177136014,0.14499269610275067
42,2020-03-06,0.016333166802159488,0.14151282590043476
44,2020-03-06,0.0010945227743420541,0.12905962771192156
45,2020-03-06,0.03616787709813929,0.11770710340044098
46,2020-03-06,0.061614610952688886,0.09259484792306617
47,2020-03-06,0.04263609498140632,0.12584341290882148
48,2020-03-06,0.02775065139514332,0.09845417813189802
49,2020-03-06,0.017336674702836907,0.10903420762338158
50,2020-03-06,0.03505110394319065,0.1330573356037071
51,2020-03-06,0.0035509705670849754,0.12651898305183013
53,2020-03-06,-0.053453496275678386,0.14631440071449267
54,2020-03-06,0.016387874274445144,0.1849226338147299
55,2020-03-06,0.02604396557094732,0.11740235473315531
56,2020-03-06,0.05688368255928853,0.10963613966059316
60,2020-03-06,0.04217288338579148,0.20349761526232116
66,2020-03-06,-0.022959700157589205,0.1299582463465553
69,2020-03-06,-0.05704585278111102,0.13761801016702976
72,2020-03-06,-0.011507217640254974,0.12725746523687287
78,2020-03-06,-0.008490427495065813,0.11467777505513355
01,2020-03-07,0.05730264421821658,0.15279397334876538
02,2020-03-07,0.01266223609050763,0.17327221029420298
04,2020-03-07,0.0390263638613583,0.1487764124727129
05,2020-03-07,0.06303450991970298,0.15681599042183236
06,2020-03-07,-0.03293427662038156,0.15501032520475833
08,2020-03-07,0.05489358286103743,0.13901891382895598
09,2020-03-07,0.01421150589843607,0.165879275758407
10,2020-03-07,0.016061877868683995,0.17000752951953338
11,2020-03-07,0.016041363960666338,0.16269085342341977
12,2020-03-07,0.015221958143783694,0.1568696926690009
13,2020-03-07,0.05127308869045287,0.14624923569822718
15,2020-03-07,-0.008524493799381335,0.16168774531181856
16,2020-03-07,0.013819869019007055,0.16719104136206153
17,2020-03-07,0.056226516511675026,0.15051527650259305
18,2020-03-07,0.06692541653682979,0.15586730910643992
19,2020-03-07,0.05679921722145405,0.13977934176116852
20,2020-03-07,0.06578399411161931,0.14323214433145928
21,2020-03-07,0.050919583430565844,0.17761489656793164
22,2020-03-07,0.03413098141050968,0.1469313207447284
23,2020-03-07,0.014299955097189043,0.18785907781936872
24,2020-03-07,0.019037057540582145,0.16425462998025092
25,2020-03-07,0.0006011781372080103,0.174068246242693
26,2020-03-07,0.060102889109270426,0.1659778425116003
27,2020-03-07,0.026597360485686984,0.15242789830683992
28,2020-03-07,0.0588334100522843,0.14283592119690158
29,2020-03-07,0.07274313327300107,0.15318093350654988
30,2020-03-07,0.050531961445731084,0.1629632648071555
31,2020-03-07,0.045697672340799474,0.1336686670970485
32,2020-03-07,0.004061957544831972,0.14751135203474613
33,2020-03-07,0.023473840201511526,0.17491954120766165
34,2020-03-07,0.02334425447536427,0.16253863495429371
35,2020-03-07,0.058682010029491236,0.13340107331114404
36,2020-03-07,0.033252083451313766,0.18103420035614487
37,2020-03-07,0.03756046979073917,0.15688983792226668
38,2020-03-07,0.041041688508785465,0.13968151068078924
39,2020-03-07,0.05608209535631576,0.17115178635054862
40,2020-03-07,0.05541189493470493,0.14897917219062667
41,2020-03-07,-0.005214792113225548,0.18810019503905104
42,2020-03-07,0.03991426422037596,0.18236784957102917
44,2020-03-07,-0.0057210900213751715,0.17516410914287234
45,2020-03-07,0.04313218555359548,0.15229591865118883
46,2020-03-07,0.09047541462836689,0.12609306084122238
47,2020-03-07,0.05687152303552247,0.1565243053918846
48,2020-03-07,0.033979836929832315,0.1287302692472168
49,2020-03-07,0.03466544647985879,0.1467514860777975
50,2020-03-07,0.039299284131456814,0.18487103365848012
51,2020-03-07,0.026770913158136993,0.1624951607353626
53,2020-03-07,-0.04616220352531886,0.1921095220236707
54,2020-03-07,0.028043664321517423,0.22934502920301997
55,2020-03-07,0.036795380116523474,0.15623248634594564
56,2020-03-07,0.1004310796715671,0.1496588549391872
60,2020-03-07,0.16558241752957992,0.24254633360193392
66,2020-03-07,-0.0251381033462402,0.16029871483153874
69,2020-03-07,-0.033027113776597616,0.16406533575317606
72,2020-03-07,-0.008055565325289655,0.15947037101871978
78,2020-03-07,-0.01784943550634931,0.14385789342006505
01,2020-03-08,0.03967775823695553,0.18034282614574626
02,2020-03-08,0.0006196781468157623,0.21067545685866296
04,2020-03-08,0.04790580693944937,0.17914006047068226
05,2020-03-08,0.06295577619993871,0.18672443648608522
06,2020-03-08,-0.025785880646025848,0.17776753074278198
08,2020-03-08,0.0804898278253611,0.17636277413338056
09,2020-03-08,0.0267701206898663,0.19406537696610895
10,2020-03-08,0.01656105142503826,0.188604560405865
11,2020-03-08,-0.01740225168459693,0.18316134543020057
12,2020-03-08,-0.032179944013555374,0.19054518588233127
13,2020-03-08,0.0526714990969878,0.1783336525502296
15,2020-03-08,-0.0135708166540094,0.17971412864211106
16,2020-03-08,0.025789380201949073,0.1949219850345121
17,2020-03-08,0.07269951840862403,0.17394900125072832
18,2020-03-08,0.07055644457062879,0.18290482362105934
19,2020-03-08,0.10354063801956932,0.17568033450093723
20,2020-03-08,0.06784853661561666,0.1757863951448474
21,2020-03-08,0.06583010107605508,0.19740676845930535
22,2020-03-08,0.03994691973288317,0.1717515917434513
23,2020-03-08,0.03125818890247226,0.21773630102804675
24,2020-03-08,0.029841352917916744,0.18448476915475776
25,2020-03-08,0.0245611733120979,0.1944950788301737
26,2020-03-08,0.06562876225113358,0.19360242932745306
27,2020-03-08,0.04012562643152757,0.18048775740995215
28,2020-03-08,0.058282939722393956,0.16627876250101642
29,2020-03-08,0.07755201985124402,0.18178256836865786
30,2020-03-08,0.028144747718360317,0.2078853337664447
31,2020-03-08,0.07572848614494172,0.16478590869166201
32,2020-03-08,0.01940717738451274,0.1714436378590602
33,2020-03-08,0.049654171470245145,0.20518246721847716
34,2020-03-08,0.03729792733690916,0.18381940454865128
35,2020-03-08,0.049722829181207996,0.17578889660247837
36,2020-03-08,0.026184559313208837,0.2042687215287649
37,2020-03-08,0.02965007547672061,0.18295950762118457
38,2020-03-08,-0.0003766747709622386,0.19539627192407522
39,2020-03-08,0.08382488929409322,0.19242553116909508
40,2020-03-08,0.0019410917654620523,0.1914744540583688
41,2020-03-08,0.004202761962373121,0.2142790474936039
42,2020-03-08,0.06594919358359566,0.20659464137026076
44,2020-03-08,0.033509289129852494,0.1932816359930177
45,2020-03-08,0.04780924862605021,0.1816166755164792
46,2020-03-08,0.08112629149894245,0.16103390521026661
47,2020-03-08,0.07489957552571022,0.18002127882781413
48,2020-03-08,0.013050937489639454,0.1572259358217996
49,2020-03-08,0.002469130684072869,0.19551144083422253
50,2020-03-08,0.10338718236993286,0.21265419919916684
51,2020-03-08,0.03433375736347327,0.1857217338617848
53,2020-03-08,-0.025324860170788784,0.2181625850184706
54,2020-03-08,0.059158757265619685,0.23893960590899385
55,2020-03-08,0.05784969957830398,0.1874643264243067
56,2020-03-08,0.11983679075248002,0.20000742762705884
60,2020-03-08,0.013362409337136144,0.29880478087649404
66,2020-03-08,0.00041644312203378733,0.16529070788687864
69,2020-03-08,-0.03763061130127587,0.174597364568082
72,2020-03-08,-0.027529751047046875,0.18536471090808243
78,2020-03-08,-0.07217905779416563,0.17220843672456576
01,2020-03-09,0.09017779390208674,0.12902365424000195
02,2020-03-09,-0.050429567923290355,0.15866628341477437
04,2020-03-09,0.02961144525381455,0.14022030015581236
05,2020-03-09,0.013332845649583872,0.14707511331280146
06,2020-03-09,-0.006837370121160925,0.12688660752883127
08,2020-03-09,0.06893710365746204,0.12437107736365907
09,2020-03-09,0.034237674084038,0.12751839202150833
10,2020-03-09,0.035289111351816234,0.13121236851967957
11,2020-03-09,-0.08159273644859102,0.1274248718768123
12,2020-03-09,-0.00476438494651341,0.13942689911104544
13,2020-03-09,0.06345811871266079,0.1271295598351914
15,2020-03-09,0.009933832036921254,0.14009675114067394
16,2020-03-09,0.024714972862049114,0.1313901658349182
17,2020-03-09,0.009605863422215236,0.14451123718943648
18,2020-03-09,0.048477944952541985,0.1369781859595716
19,2020-03-09,-0.013728822014185979,0.13686105942128574
20,2020-03-09,-0.02208574583174229,0.1425550831519075
21,2020-03-09,0.07815499617242913,0.1479923989381532
22,2020-03-09,0.05284695252849237,0.1325464891986742
23,2020-03-09,0.02315522398408409,0.15339950632344387
24,2020-03-09,0.05249146219567251,0.1254304078687197
25,2020-03-09,0.0442042636644001,0.12598801042218966
26,2020-03-09,0.03621003995288339,0.14236799231853894
27,2020-03-09,-0.019483781782508112,0.1348614046612095
28,2020-03-09,0.056558087001509584,0.13474697414421088
29,2020-03-09,-0.0025355633555184517,0.15440267149045647
30,2020-03-09,0.04344821893352929,0.13769945321869217
31,2020-03-09,-0.02219212040958481,0.13469655717634443
32,2020-03-09,0.01552593714983038,0.13845396690397457
33,2020-03-09,0.04769881420244647,0.13280117069649194
34,2020-03-09,0.046661028961829706,0.12006770637624697
35,2020-03-09,0.1023071436210362,0.11695462142812454
36,2020-03-09,0.02861499251170705,0.13395648398074841
37,2020-03-09,0.02982794822876498,0.12891492128326118
38,2020-03-09,0.012483863282237426,0.11874262024087535
39,2020-03-09,0.06489720246387234,0.14006653598590565
40,2020-03-09,0.005173923411552515,0.1359796591341112
41,2020-03-09,0.023395940385697412,0.14990965629374187
42,2020-03-09,0.05734966096767997,0.14269213752916166
44,2020-03-09,0.04307002769503048,0.12767222729414202
45,2020-03-09,0.052240161043993996,0.12784482937036887
46,2020-03-09,0.04157745768813232,0.11675801285018608
47,2020-03-09,0.08168659371615172,0.13619568986994451
48,2020-03-09,-0.0016719060443582444,0.12325517729932053
49,2020-03-09,0.03968009084064696,0.12334493612910742
50,2020-03-09,0.05765001334069267,0.1425937673459678
51,2020-03-09,0.04494288766025308,0.1291274513683006
53,2020-03-09,-0.023446750610662207,0.15364261433868978
54,2020-03-09,0.067222270691489,0.17475387560598504
55,2020-03-09,-0.014409904608654522,0.14380690022313214
56,2020-03-09,0.21204914895066532,0.12606976441977463
60,2020-03-09,0.0088511848037958,0.20772946859903382
66,2020-03-09,-0.03040572690954413,0.14213639526791927
69,2020-03-09,-0.003079143042814024,0.14079942383867483
72,2020-03-09,-0.026603926101082094,0.1595689833662188
78,2020-03-09,-0.1179234479024027,0.13074465470631605
01,2020-03-10,0.025789398348735483,0.13404016198788607
02,2020-03-10,-0.02514899434279349,0.1457807842238019
04,2020-03-10,-0.006177770643870199,0.14406966256366718
05,2020-03-10,0.07093899332097392,0.13264475652068508
06,2020-03-10,-0.06495741144151229,0.13924815397056933
08,2020-03-10,0.09865760687355497,0.11656113798301042
